0:0:0 | [CMD] HastasyzBaba(16) => /sarkilar
0:14:43 | [CMD] VIPTRUCKS(7) => /d /asay Forum adresimiz www.trucksamp.com/forum
0:14:43 | sezzer(8): wtf
0:14:45 | [CMD] CcCAtakan1907(14) => /goto 8
0:14:46 | [CMD] VIPTRUCKS(7) => /d bende bu yazýyor 
0:14:48 | [CMD] CagatayBro(6) => /asiriyuk
0:14:50 | [CMD] VIPTRUCKS(7) => /d sw de büyük oluyor
0:14:52 | [CMD] Freezer3543(10) => /afk
0:14:52 | [CMD] CcCAtakan1907(14) => /kemer
0:14:57 | [CMD] huso608(11) => /uyar 8 Wtf Yasak
0:14:58 | ronaldo561(9): gracias
0:14:59 | [CMD] FurkanBey(17) => /asiriyuk
0:15:0 | [CMD] ronaldo561(9) => /tamir
0:15:6 | FurkanBey(17): cagatay sen nerden geçtin la :D 
0:15:7 | [CMD] FurkanBey(17) => /asiriyuk
0:15:8 | [CMD] FurkanBey(17) => /asiriyuk 
0:15:12 | CagatayBro(6): geçtik te çitlere çaðrtýk
0:15:12 | [CMD] eren1616(13) => /uyar 8 "wtf" yasak
0:15:17 | [CMD] huso608(11) => /cc
0:15:19 | [CMD] VIPTRUCKS(7) => /sac
0:15:20 | sezzer(8): napýyosunuz
0:15:20 | FurkanBey(17): al iþte asiriyuk bug oldu 
0:15:33 | [CMD] huso608(11) => /odul 8
0:15:34 | sezzer(8): aldým bile ss cc lemeyin boþa
0:15:34 | VIPTRUCKS(7): lag
0:15:38 | VIPTRUCKS(7): hani bana
0:15:41 | [CMD] eren1616(13) => /odul 2
0:15:47 | VIPTRUCKS(7): hani bana
0:15:48 | [CMD] huso608(11) => /a atma odul
0:15:52 | [CMD] eren1616(13) => /a :D
0:15:55 | FurkanBey(17): gececilere ödül :D 
0:15:57 | [CMD] eren1616(13) => /a tamam abi
0:15:57 | VIPTRUCKS(7): hani bana balparmak :D
0:15:58 | [CMD] huso608(11) => /a bak ortam karýsýr
0:16:10 | [CMD] sezzer(8) => /tamir
0:16:13 | [CMD] CcCAtakan1907(14) => /kemerkontrol
0:16:25 | [CMD] huso608(11) => /a ust yonetime býrakýn yanlýslarý duzeltirken sorun 
0:16:33 | VIPTRUCKS(7): allah þükür
0:16:34 | sezzer(8): can res
0:16:35 | [CMD] eren1616(13) => /a tamam abi
0:16:36 | [CMD] sezzer(8) => /tamir
0:16:37 | [CMD] eren1616(13) => /cantazele 
0:16:38 | [CMD] huso608(11) => /cantazele
0:16:38 | [CMD] huso608(11) => /asay Araç Res Geliyor !!! 
0:16:40 | VIPTRUCKS(7): gece 2 den sonra akk kalkýyo dimi
0:16:41 | [CMD] huso608(11) => /asay Araç Res Geliyor !!! 
0:16:44 | [CMD] huso608(11) => /asay Araç Res Geliyor !!! 
0:16:46 | [CMD] huso608(11) => /respawncars
0:16:49 | [CMD] huso608(11) => /d akk derken
0:16:54 | sezzer(8): kim uyduruyo böle þeyleri
0:17:16 | [CMD] VIPTRUCKS(7) => /c mesela indirme hýzý önceyken 10 mb ise akk ile 5 e falan düþüyor ya bi zaman var o zaman içinde ayný hýza ulaþýyor
0:17:26 | [CMD] VIPTRUCKS(7) => /d mesela indirme hýzý önceyken 10 mb ise akk ile 5 e falan düþüyor ya bi zaman var o zaman içinde ayný hýza ulaþýyor
0:17:31 | HastasyzBaba(16): yaaa
0:17:32 | FurkanBey(17): akk ne 
0:17:36 | HastasyzBaba(16): yaaa
0:17:37 | [CMD] eren1616(13) => /icerigir
0:17:41 | HastasyzBaba(16): dorse takýlý kaldýýýý
0:17:48 | FurkanBey(17): adik kullaným kotasýmý 
0:17:49 | [CMD] huso608(11) => /goto 16
0:17:50 | HastasyzBaba(16): ya 1000 km falan kalmýstý
0:17:51 | HastasyzBaba(16): yaa
0:17:52 | VIPTRUCKS(7): eet
0:17:54 | [CMD] huso608(11) => /goto 16
0:17:56 | sezzer(8): dorsen burda
0:17:58 | FurkanBey(17): ne oluyor o 
0:17:59 | sezzer(8): takýlmamýþ biyere
0:18:0 | CcCAtakan1907(14): taksana
0:18:1 | [CMD] VIPTRUCKS(7) => /d þarký bitince sölerseniz sevinirim
0:18:4 | VIPTRUCKS(7): www.google.com :D
0:18:9 | HastasyzBaba(16): buga girdi
0:18:11 | [CMD] eren1616(13) => /atamir
0:18:12 | FurkanBey(17): :D
0:18:12 | HastasyzBaba(16): takamýyorum
0:18:17 | sezzer(8): taktýn olm þuan
0:18:21 | VIPTRUCKS(7): fortune satýlýr
0:18:22 | HastasyzBaba(16): huso gitti süre bitti
0:18:23 | [CMD] VIPTRUCKS(7) => /araba
0:18:29 | [CMD] eren1616(13) => /boat
0:18:31 | HastasyzBaba(16): offf
0:18:31 | [CMD] FurkanBey(17) => /vtamir 
0:18:33 | VIPTRUCKS(7): fortune satýlýr tertemiz 18.50 km de
0:18:34 | [CMD] HastasyzBaba(16) => /tamir
0:18:38 | CagatayBro(6): ne kadara
0:18:38 | [CMD] HastasyzBaba(16) => /work
0:18:39 | [CMD] eren1616(13) => /modifiye
0:18:43 | VIPTRUCKS(7): sana 20m
0:18:45 | CagatayBro(6): fazla
0:18:46 | [CMD] huso608(11) => /goreviptal
0:18:51 | [CMD] huso608(11) => /meslek
0:18:55 | [CMD] huso608(11) => /karakol
0:18:55 | FurkanBey(17): olum o araç 15M biþedir zatn
0:18:58 | CcCAtakan1907(14): araba usere satýlýr mý hiç :D
0:18:59 | CagatayBro(6): 13 m araç
0:18:59 | VIPTRUCKS(7): ekspertize gösterdik boya hata hiçbiþi yok
0:19:1 | [CMD] huso608(11) => /cezaode
0:19:5 | [CMD] huso608(11) => /meslek
0:19:8 | huso608(11) Oduncu olarak spawn oldu.
0:19:13 | VIPTRUCKS(7): atakan roleplay yapýyoz bozma olm :D
0:19:19 | tavsanpaladin55(15) oyuna girdi [IP: 85.100.48.58]
0:19:20 | VIPTRUCKS(7): edit aracýn sýfýrý 10ö
0:19:22 | VIPTRUCKS(7): edit aracýn sýfýrý 10m
0:19:25 | FurkanBey(17): bende infernus var 95M a satýlýyor size 70M :D 
0:19:26 | [CMD] huso608(11) => /work
0:19:26 | CcCAtakan1907(14): anadým sustum zaten D:
0:19:27 | [CMD] VIPTRUCKS(7) => /pm 14 þarký bittimi
0:19:35 | CagatayBro(6): aliyom
0:19:39 | CagatayBro(6): ama level yetmez :D
0:19:41 | FurkanBey(17): ama level sýkýntý 
0:19:42 | [CMD] sezzer(8) => /tamir
0:19:42 | FurkanBey(17): :D
0:19:46 | [CMD] CcCAtakan1907(14) => /pm 7 senin sac açýk durmalý
0:19:47 | [CMD] VIPTRUCKS(7) => /pm 14 þarký bittimi
0:19:50 | 
0:19:53 | [CMD] VIPTRUCKS(7) => /pm 14 knka lag var
0:19:54 | FurkanBey(17): 60level nedir yaw :D 
0:20:1 | [CMD] CcCAtakan1907(14) => /pm 7 ben açmadým
0:20:3 | CagatayBro(6): bu pilotta
0:20:5 | tavsanpaladin55(15) Pizzaci olarak spawn oldu.
0:20:6 | [CMD] VIPTRUCKS(7) => /pm 14 markettekiler internetle aþk yaþýyolar heralde
0:20:8 | CagatayBro(6): exp için vip bonusu veriyomu
0:20:12 | sezzer(8): aha geli dede
0:20:14 | [CMD] tavsanpaladin55(15) => /sa
0:20:15 | sezzer(8): geldi
0:20:16 | [CMD] VIPTRUCKS(7) => /as
0:20:17 | [CMD] CcCAtakan1907(14) => /as
0:20:17 | [CMD] CagatayBro(6) => /as
0:20:19 | [CMD] sezzer(8) => /as
0:20:20 | [CMD] VIPTRUCKS(7) => /d þarký bittimi
0:20:20 | FurkanBey(17): galiba 
0:20:20 | [CMD] HastasyzBaba(16) => /as
0:20:23 | FurkanBey(17): bilmm
0:20:26 | [CMD] FurkanBey(17) => /vipgor
0:20:27 | [CMD] huso608(11) => /pm 6 deneyerek bakabilirsiniz
0:20:28 | [CMD] tavsanpaladin55(15) => /araba
0:20:31 | sezzer(8): duri dede
0:20:31 | [CMD] FurkanBey(17) => /vip
0:20:31 | [LOCAL]CcCAtakan1907(14): tavsanada karý yok mu
0:20:31 | [CMD] CcCAtakan1907(14) => /l tavsanada karý yok mu
0:20:38 | [CMD] CagatayBro(6) => /pm 11 eyw reis
0:20:40 | [LOCAL]sezzer(8): var knk
0:20:40 | [CMD] sezzer(8) => /l var knk
0:20:43 | FurkanBey(17): beyler vip 24.4.2018 diyor ne yani 
0:20:51 | VIPTRUCKS(7): vip ben
0:20:51 | CagatayBro(6): 24 nisan da bitcek
0:20:57 | FurkanBey(17): oha daha varmýþ :D 
0:20:58 | VIPTRUCKS(7): þarký bittimi?
0:21:0 | [CMD] FurkanBey(17) => /vipler
0:21:2 | [CMD] sezzer(8) => /tamir
0:21:2 | [CMD] FurkanBey(17) => /vipler
0:21:5 | [CMD] HastasyzBaba(16) => /goreviptal
0:21:7 | [KAMYONCU] ronaldo561, Shoddy LTD'den Diver Chemicals'e Tibbi Atik tasidi. Kazanc: 17971$, 1 Skor ve 5 EXP Sure: 245 Saniye
0:21:8 | [CMD] huso608(11) => /work
0:21:12 | [CMD] HastasyzBaba(16) => /rescue
0:21:12 | [LOCAL]sezzer(8): neyse baþlayak mý konvoya
0:21:12 | [CMD] sezzer(8) => /l neyse baþlayak mý konvoya
0:21:13 | [CMD] FurkanBey(17) => /vipler
0:21:17 | [LOCAL]CcCAtakan1907(14): tm baþlayak
0:21:17 | [CMD] CcCAtakan1907(14) => /l tm baþlayak
0:21:18 | VIPTRUCKS(7): þarký bittimi? beyler
0:21:21 | [CMD] CcCAtakan1907(14) => /convoy
0:21:21 | FurkanBey(17): evt
0:21:24 | CagatayBro(6): furkan
0:21:26 | [CMD] sezzer(8) => /karakol
0:21:26 | FurkanBey(17): efm
0:21:27 | [CMD] CcCAtakan1907(14) => /rescue
0:21:29 | [CMD] ronaldo561(9) => /work
0:21:29 | CagatayBro(6): kargocu yapsak mý
0:21:29 | [CMD] sezzer(8) => /cezaode
0:21:32 | CagatayBro(6): bundan sonra
0:21:32 | [CMD] sezzer(8) => /rescue
0:21:36 | [CMD] VIPTRUCKS(7) => /sac
0:21:38 | [CMD] HastasyzBaba(16) => /skapat
0:21:38 | [CMD] VIPTRUCKS(7) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr. 
0:21:39 | FurkanBey(17): olur 3 el atarým 
0:21:40 | [CMD] eren1616(13) => /pm 8 hacý k.b benim chatte nolduysa çýkmadý uyarý
0:21:43 | CagatayBro(6): ondan da iyi para geliyor
0:21:45 | sezzer(8): tavþan atoyla konvoy yapcaz knk geliyon mu
0:21:50 | VIPTRUCKS(7): kargocu ortak varmý
0:21:51 | [CMD] eren1616(13) => /pm 8 duyuruya bakýnca anladým þimdi
0:21:52 | tavsanpaladin55(15): yohh
0:22:6 | [CMD] sezzer(8) => /pm 13 sorun yok knk ss aldým dedime bakma biyere atmam ajsghdkjga
0:22:11 | [CMD] sezzer(8) => /pm 13 üþenirim atmaya
0:22:13 | [CMD] huso608(11) => /dtemizle
0:22:19 | [CMD] eren1616(13) => /pm 8 eyw :D
0:22:21 | VIPTRUCKS(7): level satýn alýnmýyodu dimi
0:22:24 | CagatayBro(6): rehberden dj mi oldu
0:22:26 | CagatayBro(6): viptrucks
0:22:27 | sezzer(8): neden
0:22:29 | VIPTRUCKS(7): evt
0:22:31 | sezzer(8): tavþan
0:22:31 | huso608(11): @7 maalesef
0:22:36 | [CMD] huso608(11) => /asay VIP-PARA-SKOR-SIRKET-GISE Vb.Urunlerden Satin Almak Isteyenler Forumdan Alabilirsiniz http://www.trucksamp.com... 
0:22:39 | CagatayBro(6): iyi bakam h.o
0:22:40 | [CMD] sezzer(8) => /convoy
0:22:42 | VIPTRUCKS(7): saol
0:22:44 | CagatayBro(6): djleri sevirem
0:22:48 | sezzer(8): neden lan suri gelsene
0:22:50 | eren1616(13): beyler herkese iyi geceler hüso abi iyi devriyeler :D
0:22:54 | [CMD] huso608(11) => /work
0:22:55 | VIPTRUCKS(7): eren
0:22:56 | CagatayBro(6): iyi geceler kardesim
0:22:56 | [CMD] HastasyzBaba(16) => /work
0:22:58 | eren1616(13): ?
0:23:1 | huso608(11): Tesekkür Ederim
0:23:2 | tavsanpaladin55(15): Týrcýlýk yapma keyfim yok knk
0:23:4 | VIPTRUCKS(7): daha yeni baþlýyoruz nereye
0:23:10 | sezzer(8): hayda biþey mi oldu knk
0:23:13 | eren1616(13): ben çoktan baþladým :D
0:23:13 | sezzer(8): sýkýntý mý var
0:23:15 | [CMD] CcCAtakan1907(14) => /work
0:23:21 | [CMD] eren1616(13) => /adminol
0:23:22 | [CMD] eren1616(13) => /adminol
0:23:24 | eren1616(13): hadi ßß
0:23:25 | sezzer(8): bb
0:23:25 | VIPTRUCKS(7): bb
0:23:25 | huso608(11): ßß
0:23:25 | CcCAtakan1907(14): ßß
0:23:27 | eren1616(13) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:23:28 | [CMD] VIPTRUCKS(7) => /tamir
0:23:39 | sezzer(8): tav suri
0:23:43 | tavsanpaladin55(15): önemli deðil knk
0:23:43 | sezzer(8): biþey mi oldu
0:23:46 | tavsanpaladin55(15): save dosyasý silinmiþ
0:23:49 | tavsanpaladin55(15): ona sinir oldum
0:23:52 | VIPTRUCKS(7): beyler isteksarki 510 yapsanýza
0:23:58 | sezzer(8): vice city mi jasghdkjhagd
0:24:1 | tavsanpaladin55(15): hee
0:24:8 | sezzer(8): derdini silkeyim kanka ajsdghkjhagsd
0:24:11 | tavsanpaladin55(15): yüzde yüz tamamlamýþdým daha yeni lan
0:24:19 | sezzer(8): bende önemli biþi sandým
0:24:19 | FurkanBey(17): þþ o benim lo
0:24:24 | [CMD] VIPTRUCKS(7) => /sirket
0:24:32 | [CMD] huso608(11) => /work
0:24:33 | tavsanpaladin55(15): bana göre önemli valla kýnýk :D
0:24:34 | FurkanBey(17): benim eski nickim tommy 
0:24:35 | [CMD] sezzer(8) => /asiriyuk
0:24:41 | FurkanBey(17): abim gibi görürüm onu :D 
0:24:46 | [CMD] sezzer(8) => /c ne ara aldýn la yükü
0:24:47 | CagatayBro(6): vice cidy nin multisini oynayan var mi
0:24:52 | FurkanBey(17): ben 
0:24:54 | VIPTRUCKS(7): nickimi DjDikkat mi DJDikkat mi yoksa DjDiqqaT mý yapam?
0:25:1 | CagatayBro(6): güzel de sarmadi fazla
0:25:1 | FurkanBey(17): výptrucks
0:25:1 | [CMD] CcCAtakan1907(14) => /c atakanalýr
0:25:5 | VIPTRUCKS(7): he
0:25:6 | FurkanBey(17): djdikkat var zaten
0:25:10 | VIPTRUCKS(7): :D
0:25:13 | FurkanBey(17): :D
0:25:14 | [CMD] sezzer(8) => /c þimdi týra melikeyi atmak vardý bende yunanlýyý
0:25:17 | VIPTRUCKS(7): ondan ilham alýyoruz
0:25:20 | [CMD] CcCAtakan1907(14) => /c he yaa
0:25:20 | [CMD] FurkanBey(17) => /karakol
0:25:22 | FurkanBey(17): hayýr
0:25:26 | FurkanBey(17): oyunda var gerçekten
0:25:28 | [CMD] FurkanBey(17) => /cezaode
0:25:29 | VIPTRUCKS(7): sjsj
0:25:30 | [CMD] FurkanBey(17) => /meslek
0:25:34 | 
0:25:38 | FurkanBey(17): cagatay
0:25:42 | CagatayBro(6): he
0:25:42 | FurkanBey(17): kargocuyum :D 
0:25:49 | CagatayBro(6): what
0:25:52 | FurkanBey(17): gel  :D
0:25:57 | [CMD] FurkanBey(17) => /convoyayril
0:25:58 | CagatayBro(6): docks a gitmiyomuyduk
0:26:1 | [CMD] tavsanpaladin55(15) => /pm 8 sen nerdesin þuan ayþe teyzem
0:26:7 | CagatayBro(6): tamam
0:26:12 | [CMD] tavsanpaladin55(15) => /pm 8 .
0:26:14 | FurkanBey(17) oyundan cIktI (Hata/Crash) (IP: 88.230.133.2)
0:26:15 | [CMD] sezzer(8) => /pm 15 harbourdan çýkýþ yolundayým aþkým
0:26:18 | CagatayBro(6): lagtest
0:26:20 | HastasyzBaba(16): acayip lag var ya
0:26:21 | CcCAtakan1907(14): yol yüklenmiyo
0:26:22 | VIPTRUCKS(7): lag
0:26:24 | CcCAtakan1907(14): .
0:26:24 | VIPTRUCKS(7): girdi
0:26:25 | VIPTRUCKS(7): çok fena
0:26:29 | [CMD] CagatayBro(6) => /convoyiptal
0:26:34 | CagatayBro(6): tamam
0:26:39 | [CMD] CagatayBro(6) => /meslek
0:26:40 | CcCAtakan1907(14): yol yüklenmiyo
0:26:40 | [CMD] tavsanpaladin55(15) => /pm 8 tamam bebeeeeem
0:26:45 | CagatayBro(6): aranýyorken meslek degistiremezsin
0:26:47 | VIPTRUCKS(7): relog atýp gelem bi
0:26:47 | huso608(11): lag 
0:26:48 | [CMD] tavsanpaladin55(15) => /rescue
0:26:49 | [CMD] CagatayBro(6) => /karakol
0:26:53 | CagatayBro(6): ceza ödeyip gelem
0:26:57 | [CMD] VIPTRUCKS(7) => /d huseyin abi bi relog atim cep telefonu bugta
0:26:59 | [CMD] CagatayBro(6) => /karakol
0:27:5 | CagatayBro(6): komuttest
0:27:8 | [CMD] huso608(11) => /d tmm
0:27:9 | [CMD] CagatayBro(6) => /karakol
0:27:11 | VIPTRUCKS(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:27:11 | [CMD] CagatayBro(6) => /ehliyetyeir
0:27:13 | [CMD] CagatayBro(6) => /ehliyetyeri
0:27:18 | [CMD] huso608(11) => /komutlar
0:27:18 | CagatayBro(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:27:19 | CcCAtakan1907(14): la giþe yeri yok lagdan
0:27:19 | HastasyzBaba(16): olum
0:27:21 | CcCAtakan1907(14): :D
0:27:22 | HastasyzBaba(16) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:27:32 | [CMD] tavsanpaladin55(15) => /rescue
0:27:37 | sezzer(8): can res
0:27:38 | VIPTRUCKS(6) oyuna girdi [IP: 92.45.79.244]
0:27:41 | [CMD] huso608(11) => /spec 16
0:27:41 | [CMD] huso608(11) => /cantazele
0:27:44 | tavsanpaladin55(15): kask kafamda kaldý lan
0:27:49 | CagatayBro(7) oyuna girdi [IP: 178.233.46.143]
0:27:52 | [CMD] huso608(11) => /work
0:27:53 | [CMD] tavsanpaladin55(15) => /araba
0:27:53 | sezzer(8): pis lag var knk
0:27:58 | 
0:27:59 | CcCAtakan1907(14): la giþe yeri yok lagdan
0:28:3 | 
0:28:5 | 
0:28:7 | [CMD] CagatayBro(7) => /rescue
0:28:10 | {FFCC00}VIPTRUCKS(6) {FFFFFF}Polis olarak spawn oldu.
0:28:12 | tavsanpaladin55(15): sezer bu dorumu
0:28:13 | ronaldo561(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:28:19 | [CMD] VIPTRUCKS(6) => /sa
0:28:21 | sezzer(8): çok D0ru
0:28:22 | [CMD] huso608(11) => /as
0:28:24 | tavsanpaladin55(15): :ASDA:DA
0:28:27 | [CMD] VIPTRUCKS(6) => /sac
0:28:37 | [CMD] tavsanpaladin55(15) => /rescue
0:28:39 | sezzer(8): olm tekelci ahmet gözümün önüne geliyo
0:28:41 | [CMD] CagatayBro(7) => /meslek
0:28:43 | [CMD] CagatayBro(7) => /karakol
0:28:45 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr. 
0:28:48 | CagatayBro(7): ana karakola gidemiyom
0:28:52 | sezzer(8): headshot atýyo
0:28:53 | VIPTRUCKS(6): polis var
0:28:56 | tavsanpaladin55(15): qweqweqw olm efsane 
0:29:7 | sezzer(8): 25 numara nasýl knk
0:29:11 | VIPTRUCKS(6): cagatay nerdesin
0:29:12 | sezzer(8): tam mevzuluk adama
0:29:18 | CagatayBro(7): aramýzda mesafe var baya
0:29:20 | CagatayBro(7): ben ls de
0:29:22 | CagatayBro(7): sen lv de
0:29:24 | VIPTRUCKS(6): bekle geliyom
0:29:25 | tavsanpaladin55(15): biri salisede 1 þiþe atýyor diðeri salisede 1 yumruk knk
0:29:26 | tavsanpaladin55(15): öyle diyim
0:29:27 | [CMD] VIPTRUCKS(6) => /rescue
0:29:34 | CagatayBro(7): 2 yýldýz var zaten
0:29:35 | VIPTRUCKS(6): ls karakola doðru gel
0:29:36 | CagatayBro(7): deymez diyim
0:29:39 | sezzer(8): ikisiyle mevzuya gitcen ajsdghjkaghsd
0:29:40 | VIPTRUCKS(6): olsun :D
0:29:52 | tavsanpaladin55(15): imparatorluk kurarsýn 
0:29:54 | tavsanpaladin55(15): qweq
0:29:54 | CagatayBro(7): sf deymiþim
0:29:56 | CagatayBro(7): pardon
0:29:58 | sezzer(8): adfhagsd
0:29:58 | VIPTRUCKS(6): hay :D
0:30:0 | [CMD] VIPTRUCKS(6) => /rescue
0:30:1 | [CMD] huso608(11) => /work
0:30:1 | CagatayBro(7): :D
0:30:4 | [CMD] tavsanpaladin55(15) => /araba
0:30:6 | ronaldo561(9) oyuna girdi [IP: 190.203.43.240]
0:30:7 | [CMD] tavsanpaladin55(15) => /meslek
0:30:14 | VIPTRUCKS(6): karakola doðru geleblrmsn
0:30:14 | [CMD] tavsanpaladin55(15) => /haylagýnakayayým
0:30:15 | tavsanpaladin55(15): relog
0:30:16 | tavsanpaladin55(15) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:30:29 | VIPTRUCKS(6): þarký efsane ya
0:30:36 | [CMD] CagatayBro(7) => /sac
0:30:46 | 
0:30:49 | [CMD] VIPTRUCKS(6) => /dtemizle
0:30:52 | {FFCC00}ronaldo561(9) {FFFFFF}Kamyoncu olarak spawn oldu.
0:31:3 | VIPTRUCKS(6): lag
0:31:4 | [ANTIHACK] Þüpheli VIPTRUCKS(6) => Airbreak-hack
0:31:9 | CagatayBro(7): yaw polisi kovalýyoz
0:31:10 | CagatayBro(7): iþe bak
0:31:11 | tavsanpaladin55(12) oyuna girdi [IP: 85.100.48.58]
0:31:13 | CagatayBro(7): he
0:31:20 | [CMD] huso608(11) => /work
0:31:23 | VIPTRUCKS(6): knka lag vardý kb
0:31:29 | CagatayBro(7): he eyw
0:31:29 | VIPTRUCKS(6): kg
0:31:30 | 
0:31:31 | [CMD] CagatayBro(7) => /meslek
0:31:35 | [CMD] CagatayBro(7) => /meslek
0:31:39 | [CMD] VIPTRUCKS(6) => /asay Forum adresimiz www.trucksamp.com/forum
0:31:40 | [CMD] ronaldo561(9) => /work
0:31:41 | {FFCC00}CagatayBro(7) {FFFFFF}Pilot olarak spawn oldu.
0:31:42 | {FFCC00}tavsanpaladin55(12) {FFFFFF}Dolmuþ Soforu olarak spawn oldu.
0:31:43 | sezzer(8): vip dj kaç lv sin
0:31:47 | [CMD] CagatayBro(7) => /meslek
0:31:48 | sezzer(8): :)
0:31:50 | CagatayBro(7) Oduncu olarak spawn oldu.
0:31:54 | sezzer(8): yanlýþ oldu
0:31:55 | sezzer(8): :(
0:31:56 | VIPTRUCKS(6): :muck:
0:32:3 | [CMD] tavsanpaladin55(12) => /rescue
0:32:10 | [CMD] tavsanpaladin55(12) => /pm 8 nardasýn nardaasýn
0:32:11 | VIPTRUCKS(6): merdivene çýkmaktan biyerden baþlamak lazm :D
0:32:11 | [CMD] CagatayBro(7) => /work
0:32:12 | [LOCAL]CagatayBro(7): sa
0:32:12 | [CMD] CagatayBro(7) => /l sa
0:32:18 | [CMD] huso608(11) => /as
0:32:23 | [LOCAL]CagatayBro(7): napýyon reis
0:32:23 | [CMD] CagatayBro(7) => /l napýyon reis
0:32:24 | [LOCAL]huso608(11): as
0:32:24 | [CMD] huso608(11) => /l as
0:32:25 | [CMD] sezzer(8) => /pm 12 longway yolundayým knk
0:32:30 | [LOCAL]huso608(11): gorev
0:32:30 | [CMD] huso608(11) => /l gorev
0:32:36 | [LOCAL]CagatayBro(7): vay canýna
0:32:36 | [CMD] CagatayBro(7) => /l vay canýna
0:32:36 | [CMD] tavsanpaladin55(12) => /pm 8 Anlaþýldý Tamam.
0:32:38 | [CMD] tavsanpaladin55(12) => /rescue
0:32:39 | [LOCAL]CagatayBro(7): bende
0:32:39 | [CMD] CagatayBro(7) => /l bende
0:32:48 | [CMD] tavsanpaladin55(12) => /araba
0:32:50 | CcCAtakan1907(14): yav map fln yoktu relog ya
0:32:51 | VIPTRUCKS(6): lagtan yolun ortasýnda tren gidiyo
0:32:52 | sezzer(8): abi yapmayýn
0:32:54 | CcCAtakan1907(14): görev gg off
0:32:57 | sezzer(8): abi mal kalmadý dükkanda
0:33:5 | CcCAtakan1907(14) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:33:5 | sezzer(8): lan nasý gg
0:33:27 | [CMD] VIPTRUCKS(6) => /asay Ýstek þarký olmadýðý için rastgele açýlmýþtýr. 
0:33:34 | CagatayBro(7): Doldur 
0:33:42 | VIPTRUCKS(6): için efenim için
0:33:56 | VIPTRUCKS(6): kargocu varmý afk kalcam
0:34:1 | [LOCAL]CagatayBro(7): neyse reis 1 odun yeter kg
0:34:1 | [CMD] CagatayBro(7) => /l neyse reis 1 odun yeter kg
0:34:11 | CcCAtakan1907(13) oyuna girdi [IP: 78.190.162.193]
0:34:16 | [CMD] CagatayBro(7) => /odunsat
0:34:16 | [CMD] huso608(11) => /d sakýn polis veya cevikle kalma afk
0:34:20 | 
0:34:21 | [CMD] CagatayBro(7) => /meslek
0:34:22 | {FFCC00}CcCAtakan1907(13) {FFFFFF}Kamyoncu olarak spawn oldu.
0:34:23 | {FFCC00}CagatayBro(7) {FFFFFF}Pilot olarak spawn oldu.
0:34:23 | [CMD] VIPTRUCKS(6) => /d biliyorum baþgan :D
0:34:29 | [CMD] CagatayBro(7) => /sac
0:34:30 | [CMD] VIPTRUCKS(6) => /d kick sebebi
0:34:36 | [CMD] CcCAtakan1907(13) => /convoy
0:34:38 | [CMD] huso608(11) => /work
0:34:42 | [CMD] CcCAtakan1907(13) => /rescue
0:34:45 | [CMD] CcCAtakan1907(13) => /rescue
0:34:51 | [CMD] CcCAtakan1907(13) => /C nere gelem
0:34:57 | [CMD] sezzer(8) => /c dock gel knk wc gitcem zaten
0:35:1 | [CMD] CcCAtakan1907(13) => /c ok
0:35:3 | VIPTRUCKS(6): sayýn userler yatýn uyuyun iþiniz ne :D
0:35:3 | [ANTIHACK] Þüpheli VIPTRUCKS(6) => Airbreak-hack
0:35:9 | [CMD] CagatayBro(7) => /work
0:35:13 | [CMD] huso608(11) => /spec 6
0:35:26 | [CMD] huso608(11) => /specoff
0:35:28 | VIPTRUCKS(6): lag
0:35:38 | [CMD] CagatayBro(7) => /tamir
0:35:42 | CagatayBro(7): la ucak yaniy
0:35:43 | [CMD] tavsanpaladin55(12) => /pm 8 nardasýn nardaasýn
0:35:46 | CagatayBro(7): görünmez duvara çarptý
0:35:50 | VIPTRUCKS(6): cagatay gel kargoyu
0:35:52 | VIPTRUCKS(6): cagatay gel kargoya
0:36:8 | sezzer(8): ato goto ol direk
0:36:11 | sezzer(8): týr var burda
0:36:16 | CagatayBro(7): tamam one dakika
0:36:17 | [CMD] huso608(11) => /specoff
0:36:18 | [CMD] tavsanpaladin55(12) => /pm 8 longway warehouse a mý gidiyosun
0:36:18 | [CMD] CcCAtakan1907(13) => /goto 8
0:36:25 | VIPTRUCKS(6): one minute :D
0:36:29 | [CMD] sezzer(8) => /pm 12 dockdayýz þuan knk
0:36:33 | [CMD] CcCAtakan1907(13) => /c :D
0:36:35 | [CMD] CagatayBro(7) => /meslek
0:36:37 | [CMD] tavsanpaladin55(12) => /pm 8 oha ne ara
0:36:38 | 
0:36:41 | [CMD] sezzer(8) => /c ne þanslý adamsýn he
0:36:45 | [CMD] CagatayBro(7) => /sac
