0:0:1 | nik0tin(9): kenidiniz bulmanýz grekiyor 
0:41:58 | tavsanpaladin55(9): harbi lan
0:42:5 | tavsanpaladin55(9): 2 defa yýkamayada gerek yok
0:42:18 | sezzer(7): yok olm kelsen daha çok yýkaman lazým
0:42:19 | [CMD] West(12) => /isyerimenu
0:42:21 | [CMD] DarkFlow(6) => /c dangerla jodor kavgamý etti 
0:42:23 | tavsanpaladin55(9): nasýl lan
0:42:28 | [CMD] West(12) => /gobus
0:42:30 | sezzer(7): kafan yaðlanýyo düþünsene ampüul gibi parlar
0:42:37 | [CMD] huso608(8) => /c bilgim yok hayrola baba ikiside mukemmel insanlar
0:42:45 | tavsanpaladin55(9): qwewQ:EWQ
0:42:50 | tavsanpaladin55(9): ne güzel iþte
0:42:52 | [CMD] DarkFlow(6) => /c ben ban yedigim de etmiþler galiba 
0:42:57 | [CMD] West(12) => /icerigir
0:42:57 | [CMD] tavsanpaladin55(9) => /work
0:43:1 | [CMD] West(12) => /isyerimenu
0:43:4 | [CMD] West(12) => /isyerimenu
0:43:8 | [CMD] West(12) => /gobus
0:43:12 | [CMD] West(12) => /icerigir
0:43:14 | sezzer(7): kafana usb baðlayýp telefonunu þarj edersin
0:43:14 | [CMD] West(12) => /isyerimenu
0:43:17 | [CMD] West(12) => /isyerimenu
0:43:22 | tavsanpaladin55(9): qwewqeWQ:EWQeqweWQ:
0:43:23 | [CMD] DarkFlow(6) => /c barýþmýþlar ama 
0:43:25 | [CMD] huso608(8) => /c eskisi gibi mesajlara bakmýyorum artýk sogudum ya 
0:43:26 | [CMD] sezzer(7) => /asiriyuk
0:43:28 | West(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:43:32 | [CMD] DarkFlow(6) => /c hmm
0:43:39 | tavsanpaladin55(9): elektrik paneli hasan
0:43:47 | [CMD] huso608(8) => /c sacma konulara cok yer veriyorlar
0:43:52 | sezzer(7): knk
0:43:59 | tavsanpaladin55(9): he
0:44:0 | [CMD] tavsanpaladin55(9) => /modifiye
0:44:1 | sezzer(7): kohny sins abimiz türk abur cuburlarýný yiyo
0:44:2 | [CMD] DarkFlow(6) => /c ayn
0:44:5 | sezzer(7): izledin mi onu
0:44:11 | tavsanpaladin55(9): lan ben de onu yazýcakdým
0:44:12 | [CMD] huso608(8) => /c aldým hepsini sessize
0:44:12 | tavsanpaladin55(9): biliyonmu
0:44:18 | tavsanpaladin55(9): :QWEQ:EQ
0:44:22 | sezzer(7): olm ne kadar dandik mal varsa göndermiþler
0:44:24 | tavsanpaladin55(9): arkaya koydugu fon muziðini
0:44:26 | tavsanpaladin55(9): duydunmu
0:44:29 | sezzer(7): hee asghdghasd
0:44:38 | tavsanpaladin55(9): olm biz develere binmiyoruz lan
0:44:39 | tavsanpaladin55(9): :QWE:WQW
0:44:46 | sezzer(7): adama 750 tane kek göndermiþler
0:44:51 | sezzer(7): sanki bitek onlar var burda
0:44:58 | {FFCC00}TR_Berk_TR(10) {FFFFFF}Kamyoncu olarak spawn oldu.
0:44:58 | tavsanpaladin55(9): o deðil donut falan var
0:45:1 | tavsanpaladin55(9): ben hiç görmedim onlarý
0:45:4 | [CMD] TR_Berk_TR(10) => /araba
0:45:5 | sezzer(7): he lan
0:45:10 | sezzer(7): gireceksin bim e moruk
0:45:13 | [CMD] huso608(8) => /c yolu kýsaltmýsýn hayrola
0:45:15 | sezzer(7): gavrek alacaksýn
0:45:19 | sezzer(7): gevrek jasghdgad
0:45:25 | [CMD] TR_Berk_TR(10) => /fps
0:45:27 | [CMD] DarkFlow(6) => /c arada köpruden giderim 
0:45:33 | sezzer(7): insan bi çizi yollar
0:45:34 | tavsanpaladin55(9): sonra butun gün karýn aðrýsýyla
0:45:34 | [CMD] huso608(8) => /c degisiklilkmi
0:45:40 | [CMD] DarkFlow(6) => /c ayn 
0:45:48 | sezzer(7): albeni yollar
0:45:50 | [CMD] huso608(8) => /c ne kadardýr burdasýn
0:45:51 | sezzer(7): ne biliyim
0:45:54 | sezzer(7): meybuz yollar
0:45:58 | tavsanpaladin55(9): buzparmak
0:45:59 | [CMD] TR_Berk_TR(10) => /fps
0:46:6 | tavsanpaladin55(9): joni sever
0:46:9 | sezzer(7): asdgjhagsda
0:46:25 | tavsanpaladin55(9): kuruhasaný türkler bulmuþ ya lan
0:46:29 | tavsanpaladin55(9): osmanlýdan geliyomuþ
0:46:35 | [CMD] DarkFlow(6) => /c eskiden sürekli köpruden gidiyodum :D 
0:46:39 | sezzer(7): þeftali yiyen jameikalý yý biliyon mu knk
0:46:48 | tavsanpaladin55(9): cok tanýdýk
0:46:51 | tavsanpaladin55(9): ama bilemon
0:46:55 | sezzer(7): atarým
0:47:1 | sezzer(7): adam öyle bi yiyo ki
0:47:4 | sezzer(7): kalkýyo
0:47:7 | [CMD] huso608(8) => /c senin bu spedmetre olayý nedir 
0:47:13 | [CMD] DarkFlow(6) => /c one
0:47:24 | tavsanpaladin55(9): þeftali çekdi caným bak
0:47:26 | [CMD] DarkFlow(6) => /c nebilim anlamadým 
0:47:27 | tavsanpaladin55(9): erik
0:47:30 | sezzer(7): offf
0:47:33 | sezzer(7): erik deme
0:47:33 | [CMD] huso608(8) => /c hýz sabitimi nemis
0:47:35 | tavsanpaladin55(9): karpuz
0:47:38 | tavsanpaladin55(9): yaz gelse bi
0:47:43 | [CMD] DarkFlow(6) => /c yok 125 basýo hýz 
0:47:44 | tavsanpaladin55(9): geceleri karpuz peynir yaparým
0:48:4 | sezzer(7): damak zevkini
0:48:7 | [CMD] huso608(8) => /c  mod mu var gecen banlamýslar seni 
0:48:15 | sezzer(7): olm peynir tuzlu
0:48:24 | tavsanpaladin55(9): olm gece çok iyi gidiyo valla
0:48:27 | tavsanpaladin55(9): öyle deme
0:48:32 | sezzer(7): hiç denemedim
0:48:33 | [CMD] DarkFlow(6) => /c boþyere ban yiyoz senin yanýnda ban attý evo farkýndaysan 
0:48:44 | [CMD] DarkFlow(6) => /c 2 miz konvoydaydýk harbourda 
0:48:50 | [CMD] huso608(8) => /c bu yuzden senle gizli konusayým dedim kimse yokken
0:48:57 | tavsanpaladin55(9): lan
0:49:4 | TR_Berk_TR(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:49:9 | tavsanpaladin55(9): oneydi olm
0:49:18 | sezzer(7): knk ben arkaya bakýyodum
0:49:19 | [CMD] DarkFlow(6) => /c harbourdaki tepe varya 
0:49:23 | sezzer(7): bi ýþýk geldi ama
0:49:25 | [CMD] huso608(8) => /c evet
0:49:26 | sezzer(7): kaynaðýna bakmadým
0:49:30 | [CMD] DarkFlow(6) => /c ordan aþagý inerken aniden ban attý 
0:49:39 | tavsanpaladin55(9): olm öldüm sandým o ýþýk neydi alimibyum
0:49:47 | sezzer(7): knk bi rivayete göre
0:49:52 | sezzer(7): çýplak gözle bakarsan
0:49:55 | [CMD] huso608(8) => /c cleolu program kullanýyormusun
0:49:56 | sezzer(7): taþa dönüþüyosun
0:50:0 | sezzer(7): medusa gibi
0:50:5 | tavsanpaladin55(9): maymun kral gibi
0:50:8 | [CMD] DarkFlow(6) => /c yok ya kim evomu diyo 
0:50:11 | sezzer(7): wukong
0:50:14 | sezzer(7): jhasgdasd
0:50:16 | tavsanpaladin55(9): :DD
0:50:28 | [CMD] huso608(8) => /c yok bea kafama takýlan sorular dedim ya 0 bilgi olarak basladým
0:50:35 | [CMD] huso608(8) => /c aklýmda kalsýn diyerek
0:50:37 | [CMD] DarkFlow(6) => /c hmm
0:50:49 | sezzer(7): adam bere taksa dünya karanlýða boðulur lan
0:50:57 | [CMD] huso608(8) => /x ben evo veya sancak olarak gormem ben senin agzýýndan dinlemek isterim
0:51:3 | [CMD] huso608(8) => /c ben evo veya sancak olarak gormem ben senin agzýýndan dinlemek isterim
0:51:13 | tavsanpaladin55(9): asdadsa
0:51:16 | [CMD] DarkFlow(6) => /c tmm reis anladým 
0:51:38 | [CMD] huso608(8) => /c senin bendeemegin fazla
0:51:45 | [CMD] DarkFlow(6) => /c estf 
0:51:56 | sezzer(7): yapma sw algýlýcak þimdi
0:52:34 | tavsanpaladin55(9): harbi ne oldu algýlama sistemi
0:52:35 | tavsanpaladin55(9): mi çoktü
0:52:40 | tavsanpaladin55(9): çöktü*
0:52:44 | sezzer(7): konvoy var ya knk
0:52:48 | sezzer(7): üþeniyo açmaya
0:52:48 | tavsanpaladin55(9): heeeð
0:53:0 | tavsanpaladin55(9): bi ara sistem
0:53:5 | tavsanpaladin55(9): komutsuz uyarý da atdýydý
0:53:9 | tavsanpaladin55(9): geliþmiþ görmeyeli
0:53:9 | sezzer(7): jasghdjghasdgh
0:53:32 | sezzer(7): yazmadýðýmýz komtu algýladýydý
0:53:39 | [CMD] huso608(8) => /dtemizle
0:53:40 | tavsanpaladin55(9): teknoloji iþte
0:53:43 | [CMD] DarkFlow(6) => /work
0:53:50 | sezzer(7): kodluyoruz biþiler knk
0:53:55 | sezzer(7): geliþtiriyoruzw
0:54:3 | tavsanpaladin55(9): hee
0:54:3 | [CMD] DarkFlow(6) => /asiriyuk
0:54:4 | tavsanpaladin55(9): tek parmak la
0:54:5 | [CMD] DarkFlow(6) => /asiriyuk
0:54:5 | [CMD] huso608(8) => /asiriyuk
0:54:6 | tavsanpaladin55(9): demi knk
0:54:7 | [CMD] DarkFlow(6) => /asiriyuk
0:54:10 | sezzer(7): aghdsjhgagdhajsghdasdajhgadjghajsdgh
0:54:27 | tavsanpaladin55(9): talimatlar önemli
0:54:28 | tavsanpaladin55(9): tabi 
0:54:33 | [CMD] DarkFlow(6) => /sirket
0:54:46 | sezzer(7): telefonu bloke olsa puk kodu giremez
0:55:4 | tavsanpaladin55(9): qwweqeq
0:56:33 | tavsanpaladin55(9): artýk trap mix cart curt
0:56:36 | tavsanpaladin55(9): dinlediðimde kafam aðrýyo
0:56:45 | sezzer(7): neden knk
0:56:51 | tavsanpaladin55(9): herhalde yaþlandým knk
0:56:55 | tavsanpaladin55(9): kafam almamaya baþladý
0:56:58 | sezzer(7): olm trap ne zaten
0:57:3 | tavsanpaladin55(9): olm trap deði lya
0:57:7 | tavsanpaladin55(9): adýný bilmiyorum ki nasýl denir
0:57:19 | sezzer(7): anladým ben knk yorma 
0:57:21 | tavsanpaladin55(9): playlisti gönderdim ztn trap yazmýyo
0:57:52 | tavsanpaladin55(9): harbiden adý yok
0:57:55 | tavsanpaladin55(9): ne denir lan
0:58:7 | sezzer(7): neyse knk bunlar sw le alakalý deðil
0:58:10 | sezzer(7): konuþmayalým 
0:58:13 | sezzer(7): yasak
0:58:26 | [CMD] DarkFlow(6) => /c :D sana atýyo topu 
0:58:39 | [CMD] huso608(8) => /c aynen kulaklarým bosuna cýnlamýyor
0:58:44 | [CMD] DarkFlow(6) => /c :D
0:58:44 | tavsanpaladin55(9):  /kurallar 
0:58:46 | [CMD] tavsanpaladin55(9) => /kurallar
0:58:53 | sezzer(7): suscan mý kurallara mý geçim
0:59:4 | tavsanpaladin55(9): @7 iþine odaklan
0:59:10 | tavsanpaladin55(9): problen yoksa yorma
0:59:13 | sezzer(7): taam abeeð
0:59:15 | [CMD] DarkFlow(6) => /tamir
0:59:17 | [CMD] DarkFlow(6) => /motor
0:59:25 | [CMD] DarkFlow(6) => /c benzin bitti
0:59:40 | [CMD] huso608(8) => /c alsaydýn ya safdan
0:59:44 | sezzer(7): rp nin tamamlanmasý için localden dedikodu yapmamýz lazým
0:59:48 | sezzer(7): dock gel de yapalým
0:59:49 | [CMD] DarkFlow(6) => /c hiç farketmedim :d
0:59:49 | tavsanpaladin55(9): knk su arab muziðini remixleyip dinliyolar ya
0:59:51 | tavsanpaladin55(9): o ne oluyo
1:0:1 | sezzer(7): arabic trap knk
1:0:7 | tavsanpaladin55(9): trap öylemi
1:0:11 | sezzer(7): galiba
1:0:15 | sezzer(7): çok iyi bilmiyom ama
1:0:22 | tavsanpaladin55(9): ozaman trap deðil lan
1:0:29 | tavsanpaladin55(9): ben hiç sevmem onlarý
1:0:47 | sezzer(7): olm ben youtube dan aççam radyolar bok gibi
1:1:7 | tavsanpaladin55(9): bana çiftçi muziði söyle
1:1:26 | [CMD] tavsanpaladin55(9) => /work
1:1:58 | tavsanpaladin55(9): þþ
1:2:2 | sezzer(7): skapat
1:2:5 | sezzer(7): fail
1:2:7 | tavsanpaladin55(9): o senin çiftçi muziðini
1:2:7 | [CMD] sezzer(7) => /skapat
1:2:10 | tavsanpaladin55(9): söylesene bi
1:2:18 | sezzer(7): neydi lan 
1:2:20 | sezzer(7): dur bakam
1:2:35 | tavsanpaladin55(9): o gardaþýmýz çok iyidi yaw
1:3:1 | sezzer(7): hank william - angels are hard to find
1:3:10 | tavsanpaladin55(9): hank zenci ismi
1:3:11 | tavsanpaladin55(9): deðil mi 
1:3:19 | sezzer(7): ne bilim lan
1:3:28 | tavsanpaladin55(9): devaðm
1:4:13 | tavsanpaladin55(9): çok rahatlatýcý lan
1:4:15 | [CMD] sezzer(7) => /c ölürken bi müzik dinleme hakký verseler sezen aksu dinlerim mk
1:4:22 | [CMD] sezzer(7) => /c çok seviyom bu karýnýn ssesini
1:4:26 | [CMD] tavsanpaladin55(9) => /c sezen aksu kim amk
1:4:45 | [CMD] sezzer(7) => /c abart
1:4:49 | [CMD] tavsanpaladin55(9) => /c sezer aksu
1:4:51 | [CMD] tavsanpaladin55(9) => /c QW:EQW:E
1:4:51 | [CMD] sezzer(7) => /c hiç duymamýþ da olamazsýn
1:5:1 | sezzer(7): sezer aksu ne ahsgdjhgasd
1:5:4 | [CMD] huso608(8) => /atamir
1:5:7 | [CMD] DarkFlow(6) => /c :D 
1:5:7 | tavsanpaladin55(9): niyese güldüm buna lan A:SDa.
1:5:13 | sezzer(7): bende hasdfhgfasd
1:5:19 | [CMD] DarkFlow(6) => /c sudayým týr alýp gelem
1:5:23 | [CMD] DarkFlow(6) => /karakol
1:5:27 | [CMD] DarkFlow(6) => /cezaode
1:5:27 | tavsanpaladin55(9): 5 tl atayým
1:5:29 | [CMD] DarkFlow(6) => /rescue
1:5:30 | tavsanpaladin55(9): nick deðiþ
1:5:31 | [CMD] huso608(8) => /c tmm
1:5:34 | sezzer(7): neden knk
1:5:38 | tavsanpaladin55(9): sezer aksu
1:5:41 | tavsanpaladin55(9): koycan iþte
1:5:47 | sezzer(7): haa :D
1:5:53 | [CMD] DarkFlow(6) => /kemer
1:6:21 | tavsanpaladin55(9): sen bu 
1:6:32 | [CMD] DarkFlow(6) => /work
1:6:33 | tavsanpaladin55(9): kovboy amcayý nerden buldun peki knk
1:6:44 | sezzer(7): knk yerçekimi filmini izledin mi
1:6:53 | [CMD] huso608(8) => /c acele etmeseydin
1:6:58 | tavsanpaladin55(9): gravitymi
1:7:1 | sezzer(7): aynen
1:7:8 | tavsanpaladin55(9): yok
1:7:10 | EvoturK(10) oyuna girdi [IP: 94.54.16.230]
1:7:10 | [CMD] DarkFlow(6) => /c bekleme dedim 
1:7:17 | tavsanpaladin55(9): filmlere bakarken gördüm
1:7:18 | sezzer(7): iþte orda astronotun teki dinliyodu
1:7:23 | 
1:7:23 | sezzer(7): hoþuma gitmiþti
1:7:24 | {FFCC00}EvoturK(10) {FFFFFF}Kamyoncu olarak spawn oldu.
1:7:24 | [CMD] huso608(8) => /c dusunmen yeter
1:7:25 | [CMD] EvoturK(10) => /sa
1:7:27 | [CMD] huso608(8) => /as
1:7:28 | [CMD] EvoturK(10) => /spanelsifregir
1:7:28 | sezzer(7): ordan þeyoldu yani
1:7:28 | EvoturK SPanel'e giriþ yaptý.
1:7:30 | [CMD] DarkFlow(6) => /as
1:7:31 | [CMD] sezzer(7) => /as
1:7:31 | [CMD] tavsanpaladin55(9) => /as
1:7:34 | EvoturK(10): Hayýrlý iþler baþkanlar
1:7:38 | sezzer(7): evt knk
1:7:40 | [CMD] EvoturK(10) => /kemer
1:7:41 | [CMD] huso608(8) => /a sagol reisim
1:7:44 | sezzer(7): beni yimeye mi geldin
1:8:20 | [CMD] huso608(8) => /asiriyuk
1:8:28 | sezzer(7): evo
1:8:31 | EvoturK(10): evet
1:8:36 | sezzer(7): bak dark diyo ki
1:8:43 | sezzer(7): evo ban attý ama neden bilmiyom
1:8:47 | EvoturK(10): speed boost hack
1:8:48 | sezzer(7): nos yüzünden yemedi mi
1:8:51 | EvoturK(10): nos yoktu
1:8:53 | sezzer(7): bak diyorum iþte
1:8:55 | [CMD] huso608(8) => /a yeni avukat amk
1:8:56 | sezzer(7): ýsrar ediyo
1:9:2 | EvoturK(10): nos kullanmýyordu
1:9:2 | sezzer(7): ayný þey sayýlýr
1:9:10 | EvoturK(10): yokuþ yukarý hýz basma hilesi
1:9:11 | sezzer(7): sonuçta normalden çabuk hýzlanýyodu
1:9:13 | DarkFlow(6): nos yok 
1:9:20 | DarkFlow(6): yokus aþagý olmasýn 
1:9:24 | EvoturK(10): yokuþ yukarýydý
1:9:26 | sezzer(7): ee dark neden diyosun bilmiyorum diye
1:9:47 | [CMD] sezzer(7) => /c sende görünmez biþeye çarptýn mý lan
1:9:53 | [CMD] tavsanpaladin55(9) => /c yoo
1:9:56 | [CMD] huso608(8) => /a aslýnda ahýrlamak lazým sezzeri de
1:9:57 | [CMD] sezzer(7) => /c alla alla
1:10:1 | [CMD] EvoturK(10) => /a istiyor :D
1:10:1 | [CMD] tavsanpaladin55(9) => /c þaþýrma artýk 
1:10:10 | [CMD] sezzer(7) => /c dünki tren olayýndan sonra
1:10:11 | [CMD] tavsanpaladin55(9) => /c hayrettin abidir
1:10:15 | [CMD] huso608(8) => /a gece sw ye girdim amk diyorki
1:10:29 | [CMD] tavsanpaladin55(9) => /c dün ruhan olduk amk
1:10:29 | [CMD] huso608(8) => /a berber 30 lira kesiyor beni kazýkladýlarmý diye
1:10:43 | [CMD] DarkFlow(6) => /asiriyuk
1:10:45 | [CMD] DarkFlow(6) => /asiriyuk
1:10:56 | [CMD] EvoturK(10) => /a he
1:10:58 | sezzer(7): knk bi dün týrstým
1:10:58 | [CMD] huso608(8) => /a dicektim berber seni kucaklamýs diye ufaktýr almak icin dogmamýstýr
1:11:13 | sezzer(7): bide lisede kýzýn zütüne elledðimde hoca görmüþtü
1:11:17 | sezzer(7): o zaman týsmýþtým
1:11:28 | [CMD] EvoturK(10) => /a bizim saç sakal 15 tl ye yapýyor
1:11:32 | sezzer(7): o olaydan nasý kurtuldum hala þoktayým
1:11:41 | tavsanpaladin55(9): sen
1:11:42 | tavsanpaladin55(9): ?
1:11:46 | tavsanpaladin55(9): kýzýn zütü ?
1:11:48 | tavsanpaladin55(9): elledin
1:11:49 | [CMD] huso608(8) => /a aynen buna iyi yerlestirmiste oralý bile olmadým amk gavatýyla
1:11:58 | sezzer(7): knk hocanýn masasýnýn etrafýnda toplanmýþtýk
1:12:2 | tavsanpaladin55(9): keloðlan masallarý daha ilgi çekici
1:12:3 | [CMD] EvoturK(10) => /a :D:D
1:12:5 | sezzer(7): eda diye bi kýz vardý taam mý
1:12:14 | sezzer(7): taþ ama
1:12:16 | sezzer(7): afet
1:12:23 | sezzer(7): herkes yýðýlýnca
1:12:34 | sezzer(7): arkadaþýn gazýyla þeyapmýþtým
1:12:40 | sezzer(7): hoca aradan nasý gördüyse
1:12:42 | tavsanpaladin55(9): qwewqeqw
1:12:47 | sezzer(7): pis pis baktý akü
1:12:55 | sezzer(7): uzaklaþtým
1:13:11 | [CMD] EvoturK(10) => /atamir
1:13:20 | [CMD] DarkFlow(6) => /sirket
1:13:21 | sezzer(7): neden biþey demedi hala kafamý kurcalýyo
1:13:21 | [CMD] huso608(8) => /a sen neler yapýyorsun saglýgýn sýhhatýn yerindedir umarým
1:13:31 | [CMD] EvoturK(10) => /a iyi Allah'a þükür baþkan geçinip gidiyoruz
1:13:39 | tavsanpaladin55(9): nekadar yoklukda olduðunu anlamýþ olabilir
1:13:39 | [CMD] EvoturK(10) => /a kafayý yemekle yememek arasýndaki ince çizgide
1:13:42 | [CMD] EvoturK(10) => /a sen napýyorsun
1:13:57 | [CMD] huso608(8) => /a hayrola yapabilecegim bi olgu varsa yardým etmek isterim
1:14:7 | [CMD] huso608(8) => /a isteyim reis bekliyoruz tekkeyi
1:14:8 | [CMD] EvoturK(10) => /a eyvallah reyiz de senlik bir durum yok
1:14:19 | [CMD] EvoturK(10) => /a bu amk fakültesi bizi depresyondan çýkarmýyor
1:14:20 | tavsanpaladin55(9): aha ilk defa yatýrmadýn kamyonu heeeð
1:14:22 | [CMD] huso608(8) => /a gel de 1 gun sonra ordayým
1:14:31 | tavsanpaladin55(9): görsen gözün yaþarýrdý
1:14:33 | [CMD] EvoturK(10) => /a eyvallah reyiz
1:14:35 | [CMD] EvoturK(10) => /atamir
1:14:54 | [CMD] huso608(8) => /a bolumun zorlugu baba sen basarýrsýn sonucta senin gibi degerli insanlar az bulunuyor
1:14:55 | sezzer(7): kediye pýst der gibi
1:15:1 | sezzer(7): korna basýp üstüme geliyo adam
1:15:13 | tavsanpaladin55(9): kediye pýst mý deniliyo
1:15:14 | tavsanpaladin55(9): lan
1:15:19 | sezzer(7): aboo
1:15:22 | sezzer(7): glu glu
1:15:25 | tavsanpaladin55(9): hoppalaaa
1:15:26 | tavsanpaladin55(9): glguglggggu
1:15:36 | sezzer(7): yidikçe beynim açýlýyý
1:15:44 | [CMD] huso608(8) => /a bunlarý chat sikmekten ahýra almak gerekir
1:15:47 | [CMD] EvoturK(10) => /a arkadaþlarýnla doðru düzgün görüþemiyosun herkes kafayý yemiþ halde
1:15:53 | [CMD] EvoturK(10) => /a ahýr þart
1:16:21 | [CMD] EvoturK(10) => /a þu bilgisayar olmasa samp ortamý falan kafayý yerdim valla iyice
1:16:25 | [CMD] huso608(8) => /a okulda dersler agýr geliyor tahmýným
1:16:30 | [CMD] EvoturK(10) => /a öyle
1:16:32 | tavsanpaladin55(9): adamýn sofrasý padiþahlarýn sofralarýyla yarýþýr 
1:16:33 | tavsanpaladin55(9): bu arada ya
1:16:39 | sezzer(7): he lan
1:16:42 | [CMD] EvoturK(10) => /atamir
1:16:53 | sezzer(7): bak düþününce bile acýktým
1:16:54 | [CMD] huso608(8) => /a reis sen dusuncen bizim icin cok onemlidir fakat kendi saglýýnýda ihmal etme
1:17:15 | tavsanpaladin55(9): daha ne kadar yapýcaz lan
1:17:20 | [CMD] tavsanpaladin55(9) => /sirket
1:17:21 | sezzer(7): ne biliyim lan
1:17:21 | [CMD] EvoturK(10) => /a saðlýðýmýz iyi Allah'a þükür ruh saðlýðý haricinde adfasf
1:17:24 | [CMD] huso608(8) => /a sýkýldýnmý yaz bana kufurmu edicen yaz bana senin tasagýný gezdiren yesin
1:17:25 | sezzer(7): sen ne kadar istersen
1:17:32 | sezzer(7): bana fark etmez
1:17:36 | tavsanpaladin55(9): knk ben sen yapýyosun diye yapýyorum
1:17:38 | [CMD] huso608(8) => /fuel
1:17:39 | [CMD] EvoturK(10) => /a eyvallah reyiz seni de yormayak
1:17:39 | tavsanpaladin55(9): yoksa yapmam ki ben
1:17:47 | sezzer(7): olm bende sen yapýysun diye yapýyorum asjdghaghd
1:17:48 | sezzer(7): asjdghahgsdasd
1:17:50 | tavsanpaladin55(9): :ASD:ASD:
1:17:51 | tavsanpaladin55(9): lan olm
1:17:57 | sezzer(7): o zaman koy zütüne bea
1:18:9 | tavsanpaladin55(9): þþ
1:18:20 | tavsanpaladin55(9): aþkým ilk sensin
1:18:31 | tavsanpaladin55(9): qw.EWQ:EWQE:WQ.
1:18:32 | sezzer(7): knk alttaki lisedeyken
1:18:37 | sezzer(7): üsteki ünideyken
1:18:41 | [CMD] EvoturK(10) => /a gece gece bunlarý çekiyon reyiz iþin zor
1:18:56 | [CMD] huso608(8) => /a benim teli biliyorsun 7 24 acýk ne istersen yap sana serbesttir
1:19:17 | [CMD] EvoturK(10) => /a eyvallah reyiz
1:19:19 | [CMD] huso608(8) => /a kaydeye almýyorum sikayet etti gavat 1 ay once bunlarýn derdi benle 
1:19:23 | tavsanpaladin55(9): hadi günlük sevaplarýmýzý
1:19:26 | tavsanpaladin55(9): alalým
1:19:30 | sezzer(7): önce hangisi
1:19:33 | tavsanpaladin55(9): tabiki
1:19:34 | [CMD] huso608(8) => /a kurallara gore is yapýyorum ya
1:19:35 | tavsanpaladin55(9): big amca
1:19:39 | [CMD] huso608(8) => /a sevmezler beni 
1:19:40 | sezzer(7): o zaman rescue ls
1:19:43 | tavsanpaladin55(9): olm dur lan
1:19:43 | [CMD] sezzer(7) => /rescue
1:19:45 | tavsanpaladin55(9): sakýn kýpýrdama 
1:19:46 | sezzer(7): he
1:19:47 | tavsanpaladin55(9): qW:EQW:EWQ
1:19:51 | sezzer(7): neden
1:19:53 | [CMD] huso608(8) => /a kuyruk acýlarý var 
1:20:0 | tavsanpaladin55(9): dur dur
1:20:3 | [CMD] EvoturK(10) => /a kurallarý beðenmiyorlarsa girmeyebilirler sunucuya
1:20:6 | sezzer(7): napýyon lan
1:20:12 | [CMD] huso608(8) => /a bi de2 gun banlattým sezzeri fazla zýplýyordu bisikletle
1:20:29 | [CMD] huso608(8) => /a soyledim sancakla ben kotu oldum o yuzden aldýrmýyorum
1:20:35 | tavsanpaladin55(9): yarýldým lan qwE:WQ:
1:20:37 | [CMD] huso608(8) => /a sizler hatrýna susuyorum
1:20:43 | tavsanpaladin55(9): faceden atýcam knk çýkýþda
1:20:44 | sezzer(7): noluyo olm anlat da ajsgdjgasd
1:20:51 | tavsanpaladin55(9): olm cok iyi oldu
1:20:58 | [CMD] huso608(8) => /a bu yasta sizin gibi degerli insanlar sayesinde mutlu oluyorum
1:20:59 | sezzer(7): atmazsan ekrandan çýkar
1:21:1 | sezzer(7): severim
1:21:4 | [CMD] sezzer(7) => /rescue
1:21:8 | tavsanpaladin55(9): atmazsan gel silk
1:21:9 | [CMD] EvoturK(10) => /a server iþi çok kafa yorucu baþkan
1:21:14 | [CMD] EvoturK(10) => /a seni mutlu edebiliyorsak ne güzel
1:21:15 | tavsanpaladin55(9): ls ye gidelim hayde
1:21:17 | [CMD] tavsanpaladin55(9) => /rescue
1:21:22 | [CMD] huso608(8) => /a benim amacým lwl almak derdi degil komutlarým fazla olsun lwl yeter beni
1:21:26 | [CMD] EvoturK(10) => /a temmuzda emekli oldum bu yüzden
1:21:34 | [CMD] huso608(8) => /a en iyisi 
1:21:57 | [CMD] EvoturK(10) => /a fusional dream diye projem vardý 4 ay falan açýk durdu sunucu
1:22:1 | [CMD] huso608(8) => /a gecen matiteye de dedim tamam dedi
1:22:4 | [CMD] huso608(8) => /a hýmm
1:22:6 | [CMD] EvoturK(10) => /a userlarda öyle bir gavatlýk potansiyeli var ki
1:22:7 | sezzer(7): çek piskileti haným
1:22:12 | [CMD] huso608(8) => /a aynen
1:22:14 | [CMD] EvoturK(10) => /a þeytanýn aklýna gelmeyecek buglarý bulup
1:22:15 | tavsanpaladin55(9): pisikletlemi gidelim
1:22:18 | [CMD] EvoturK(10) => /a yayýp üstüne kara para kasýyorlar
1:22:20 | sezzer(7): aþaðý bak
1:22:26 | [CMD] EvoturK(10) => /a sen de bug nerden çýktý kimler kara paraya karýþtý uðraþ dur,
1:22:31 | sezzer(7): ajdgajsghd
1:22:34 | DarkFlow(6): arac res
1:22:35 | [CMD] huso608(8) => /a dogrudur
1:22:36 | tavsanpaladin55(9): noldu lan
1:22:39 | sezzer(7): asdhghasgd
1:22:40 | [CMD] huso608(8) => /asay Arac Res Geliyor!!! 
1:22:41 | sezzer(7): atacam knk
1:22:42 | [CMD] EvoturK(10) => /a bazý tipler var her boka muhalefet
1:22:43 | [CMD] huso608(8) => /asay Arac Res Geliyor!!! 
1:22:45 | [CMD] huso608(8) => /asay Arac Res Geliyor!!! 
