0:0:0 | [CMD] HeRquL(14) => /work
0:10:21 | [CMD] [cCc]HulkHulk[cCc](8) => /isyerimenu
0:10:22 | BOZKURT545(19): tmm açýn konvoyunuzu
0:10:25 | [CMD] HeRquL(14) => /a ss i attým
0:10:25 | [CMD] buyukustadbitti(6) => /cevit
0:10:26 | [CMD] BOZKURT545(19) => /convoy
0:10:27 | ASLANBEY(23): yiðir siri biraz
0:10:27 | [CMD] [cCc]HulkHulk[cCc](8) => /icerigir
0:10:27 | [CMD] CagatayBro(7) => /tamir
0:10:28 | [CMD] buyukustadbitti(6) => /tamir
0:10:28 | [ANTIHACK] Þüpheli buyukustadbitti(6) => Can-Hilesi
0:10:29 | Yigit_Dely(18): behle lan
0:10:29 | [CMD] DeStRoYCuK(10) => /fps
0:10:30 | [CMD] huso608(17) => /a var bende
0:10:31 | [AsLt]Cicek.Abbas.(25): adam indirsin dorseyi açýlcak birazdan
0:10:31 | [CMD] DeStRoYCuK(10) => /fps
0:10:33 | {FFCC00}buyukustadbitti(6) Otobus Soforu olarak spawn oldu.
0:10:38 | Yigit_Dely(18): geldim
0:10:39 | [CMD] CagatayBro(7) => /vtamir
0:10:44 | nefariouss(12): beyler nasý kumar oynuyoz
0:10:45 | BOZKURT545(19): kimi bekliyoz
0:10:49 | [CMD] DarkFlow(20) => /tamir
0:10:54 | [CMD] [AsLt]Cicek.Abbas.(25) => /c /vtamir
0:10:54 | [CMD] TIRCI(16) => /cevir
0:10:55 | [CMD] ASLANBEY(23) => /vtamir
0:10:55 | [CMD] DeStRoYCuK(10) => /görev
0:10:57 | [CMD] nik0tin(28) => /atamir 
0:10:58 | HeRquL(14): kumar makinesi yanýna git f bas
0:10:58 | [CMD] Yigit_Dely(18) => /vtamir
0:10:59 | [CMD] DeStRoYCuK(10) => /yardim
0:11:1 | [CMD] ekmeksevenyiyen(31) => /tamir
0:11:1 | [CMD] nik0tin(28) => /modifiye 
0:11:3 | [CMD] TIRCI(16) => /vtamir
0:11:3 | [AsLt]Cicek.Abbas.(25): 1 kiþi daha var 
0:11:7 | nefariouss(12): nerde bulurum
0:11:8 | [KAMYONCU] aliturkak, Easter Bay Chemical'den Yeni Sanayi'e Su tasidi. Kazanc: 24332$, 2 Skor ve 5 EXP Sure: 128 Saniye
0:11:10 | [CMD] nik0tin(28) => /vipneon 
0:11:11 | BOZKURT545(19): hadi gençler kimi bekliyoz
0:11:14 | HeRquL(14):  her hangi bir kumarhanede
0:11:15 | [LOCAL]ASLANBEY(23): niko harbourda katýl bize
0:11:15 | [CMD] ASLANBEY(23) => /l niko harbourda katýl bize
0:11:16 | [CMD] DeStRoYCuK(10) => /work
0:11:19 | [CMD] HeRquL(14) => /atamir
0:11:20 | [CMD] nik0tin(28) => /modifiye 
0:11:21 | Yigit_Dely(18): alim
0:11:22 | ASLANBEY(23): bozkurt katýl
0:11:23 | [CMD] BOZKURT545(19) => /convoy
0:11:23 | [AsLt]Cicek.Abbas.(25): gel convoya
0:11:25 | [CMD] huso608(17) => /specoff
0:11:25 | huso608(17) Oduncu olarak spawn oldu.
0:11:27 | [CMD] ASLANBEY(23) => /work
0:11:29 | [CMD] DarkFlow(20) => /cevir
0:11:29 | [CMD] aliturkak(24) => /convoy
0:11:31 | [CMD] [AsLt]Cicek.Abbas.(25) => /vtamir
0:11:34 | [CMD] BOZKURT545(19) => /asiri yük alýn
0:11:35 | [CMD] Yigit_Dely(18) => /convoyayril
0:11:37 | [CMD] GSLIMERT(13) => /vtamir
0:11:37 | [CMD] HastasyzBaba(32) => /tamir
0:11:38 | Yigit_Dely(18): ALÝM
0:11:39 | [CMD] GSpor1991(15) => /icerigir
0:11:42 | [CMD] nik0tin(28) => /saat 0
0:11:43 | [CMD] HastasyzBaba(32) => /fps
0:11:45 | [CMD] ASLANBEY(23) => /asiriyuk
0:11:45 | [CMD] aliturkak(24) => /bonus
0:11:46 | [CMD] BOZKURT545(19) => /asiriyuk
0:11:47 | [CMD] [AsLt]Cicek.Abbas.(25) => /asýrýyuk
0:11:49 | [CMD] huso608(17) => /uyar 18 Buyuk Harf
0:11:49 | aliturkak(24): aslan convoy nerede
0:11:49 | [CMD] HastasyzBaba(32) => /fps
0:11:50 | [CMD] [AsLt]Cicek.Abbas.(25) => /asýrýyük
0:11:54 | [CMD] [AsLt]Cicek.Abbas.(25) => /asiriyuk
0:11:55 | Yigit_Dely(18): ali
0:11:57 | xqHost(26): hee
0:11:58 | ASLANBEY(23): baþladýk valla
0:11:58 | [CMD] cCc.Bayram.cCC(9) => /vtamir
0:12:1 | nik0tin(28): 3 saat doldu :))) 
0:12:2 | [CMD] buyukustadbitti(6) => /tamir
0:12:3 | aliturkak(24): tm
0:12:4 | Yigit_Dely(18): Pc titriyor aq :D
0:12:4 | [CMD] cCc.Bayram.cCC(9) => /vtamir
0:12:7 | [CMD] HeRquL(14) => /duyuru saglik icin /kemer hayat kurtarir
0:12:8 | ASLANBEY(23): harbourda katýlýrsýn ali
0:12:9 | xqHost(26): tm olm ya .D
0:12:10 | [CMD] nefariouss(12) => /rescue
0:12:10 | [CMD] HeRquL(14) => /cantazele
0:12:10 | [CMD] [cCc]HulkHulk[cCc](8) => /rescue
0:12:11 | [CMD] DeStRoYCuK(10) => /kemer
0:12:11 | [CMD] HastasyzBaba(32) => /kemer
0:12:11 | [CMD] TDSDoctor(27) => /kemer
0:12:12 | [CMD] huso608(17) => /uyar 18 Uslup
0:12:14 | [CMD] TIRCI(16) => /mysikin 1
0:12:14 | [CMD] buyukustadbitti(6) => /kemer
0:12:15 | [CMD] amiral(29) => /kemer
0:12:17 | xqHost(26): kick yicen þþmdi
0:12:18 | Yigit_Dely(18): Cýkýyom bn
0:12:24 | [CMD] BOZKURT545(19) => /kemer
0:12:24 | [CMD] [AsLt]Cicek.Abbas.(25) => /asiriyuk
0:12:26 | [CMD] TIRCI(16) => /mysýkýn 1
0:12:27 | Yigit_Dely(18): aq :)
0:12:29 | [CMD] [AsLt]Cicek.Abbas.(25) => /vtamir
0:12:31 | [CMD] BOZKURT545(19) => /c hadi
0:12:32 | [CMD] GSpor1991(15) => /rescue
0:12:32 | [CMD] TIRCI(16) => /mysikin
0:12:32 | [CMD] ASLANBEY(23) => /görev gg
0:12:34 | [CMD] TDSDoctor(27) => /kemer
0:12:34 | [CMD] buyukustadbitti(6) => /convoyiptal
0:12:34 | aliturkak(24): bence ban atalým
0:12:35 | [CMD] TDSDoctor(27) => /kemer
0:12:37 | ASLANBEY(23): görev gg
0:12:37 | [CMD] buyukustadbitti(6) => /convoy
0:12:38 | aliturkak(24): kasýtlý yapýyo
0:12:38 | Yigit_Dely(18): hyr :D
0:12:38 | [CMD] huso608(17) => /uyar 18 Uslup
0:12:39 | Yigit_Dely(18) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:12:39 | [CMD] TIRCI(16) => /vipbilgi
0:12:41 | [CMD] cCc.Bayram.cCC(9) => /vtamir
0:12:43 | [UP]MUST@F@(18) oyuna girdi [IP: 176.88.57.142]
0:12:43 | [CMD] TDSDoctor(27) => /work
0:12:44 | [CMD] ekmeksevenyiyen(31) => /convoy
0:12:44 | [CMD] Adem32(21) => /convoyaryil
0:12:44 | [CMD] HeRquL(14) => /a huso ýslup atma aga
0:12:48 | [ANTIHACK] Þüpheli DarkFlow(20) => Airbreak-hack
0:12:49 | [CMD] ASLANBEY(23) => /convoyayril
0:12:50 | [CMD] CagatayBro(7) => /work
0:12:51 | 
0:12:52 | [CMD] ASLANBEY(23) => /rescue
0:12:53 | [CMD] Adem32(21) => /convoyayril
0:12:54 | {FFCC00}[UP]MUST@F@(18) Otobus Soforu olarak spawn oldu.
0:12:59 | [CMD] Adem32(21) => /convoy
0:12:59 | [CMD] huso608(17) => /a ne atmamý onerirsin
0:13:0 | [CMD] [UP]MUST@F@(18) => /sa
0:13:1 | [CMD] HeRquL(14) => /a ayný uyarýnýn 3. tekrarýnda mute&jail olaya göre
0:13:2 | [CMD] TIRCI(16) => /myskin 1
0:13:2 | ASLANBEY(23): xhost
0:13:3 | [CMD] cCc.Bayram.cCC(9) => /as
0:13:4 | [CMD] [UP]MUST@F@(18) => /convoy
0:13:4 | [CMD] nefariouss(12) => /convoy
0:13:6 | [CMD] ekmeksevenyiyen(31) => /tamir
0:13:12 | [CMD] buyukustadbitti(6) => /c baþla herkül
0:13:13 | [CMD] [UP]MUST@F@(18) => /meslek
0:13:14 | [CMD] nefariouss(12) => /modifiye
0:13:14 | TIRCI(16): minecraft sýkýnýnýn ýd ne 
0:13:14 | [CMD] [cCc]HulkHulk[cCc](8) => /convoylideri
0:13:15 | CcCAtakan1907(22) oyuna girdi [IP: 78.190.157.164]
0:13:15 | CcCAtakan1907(22) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:13:16 | [UP]MUST@F@(18) Mafya olarak spawn oldu.
0:13:17 | [CMD] HeRquL(14) => /work
0:13:17 | [CMD] Adem32(21) => /convoy
0:13:19 | [CMD] GSpor1991(15) => /convoy
0:13:19 | [CMD] BOZKURT545(19) => /sac
0:13:20 | [CMD] [cCc]HulkHulk[cCc](8) => /convoyldevret
0:13:21 | [CMD] Adem32(21) => /tamir
0:13:23 | [CMD] aliturkak(24) => /rescue
0:13:24 | [CMD] BOZKURT545(19) => /skapat
0:13:27 | [CMD] TIRCI(16) => /myskin 1111
0:13:27 | [CMD] [UP]MUST@F@(18) => /myskin 121
0:13:27 | [CMD] nik0tin(28) => /rescue 
0:13:27 | [CMD] [cCc]HulkHulk[cCc](8) => /convoylideri
0:13:29 | [CMD] huso608(17) => /a 2 ci uyarý okumuyormusun
0:13:29 | [CMD] [UP]MUST@F@(18) => /myskin 122
0:13:30 | [CMD] [UP]MUST@F@(18) => /myskin 123
0:13:31 | [CMD] [UP]MUST@F@(18) => /myskin 124
0:13:33 | [CMD] aliturkak(24) => /sirketdorse
0:13:35 | [CMD] TIRCI(16) => /myskin 111
0:13:38 | [cCc]HulkHulk[cCc](8): convoy liderini nasýl deðiþtircez
0:13:41 | [CMD] HeRquL(14) => /a hatta ts3 de kurallar odasýnýn açýklamasýný oku yazdým ordada bilgilenidiyim
0:13:41 | [CMD] TIRCI(16) => /myskin 11
0:13:42 | [CMD] cCc.Bayram.cCC(9) => /c lv ls ?
0:13:43 | [CMD] nik0tin(28) => /vipneon 
0:13:45 | aliturkak(24):  /convoylider id
0:13:46 | [CMD] HeRquL(14) => /a yok o nu demediþm
0:13:48 | [CMD] [UP]MUST@F@(18) => /kemer
0:13:49 | huso608(17):   /convoylider ýd
0:13:50 | [CMD] amiral(29) => /taksi
0:13:50 | [CMD] TIRCI(16) => /myskin 299
0:13:51 | [CMD] cCc.Bayram.cCC(9) => /c lv ss ?
0:13:51 | [CMD] [cCc]HulkHulk[cCc](8) => /convoylider 12
0:13:53 | [CMD] aliturkak(24) => /sirketdorse
0:13:54 | [CMD] [UP]MUST@F@(18) => /modifiye
0:13:56 | [CMD] TIRCI(16) => /myskin 29
0:13:56 | [CMD] nik0tin(28) => /respawn 366 
0:13:56 | [CMD] nefariouss(12) => /work
0:13:57 | [CMD] aliturkak(24) => /sirketdorse
0:14:0 | [CMD] aliturkak(24) => /sirketdorser
0:14:3 | [CMD] aliturkak(24) => /sirketdorse
0:14:3 | [CMD] nik0tin(28) => /work 
0:14:4 | [CMD] amiral(29) => /yardim
0:14:8 | [CMD] huso608(17) => /a selcuk kendi isine odaklan 
0:14:10 | TIRCI(16): kadýn sýkýný ýd ne 
0:14:13 | {FFCC00}ASLANBEY(23) {FFFFFF}Kamyoncu olarak spawn oldu.
0:14:14 | [CMD] HeRquL(14) => /a ayný sebepten ilk 2 si uyarý sonrasý mute jail iþte uyarý deðl
0:14:19 | [CMD] [UP]MUST@F@(18) => /saat 24
0:14:22 | [CMD] HeRquL(14) => /a babacan bilgilendiriyom yanlýþ anlama
0:14:24 | [CMD] [UP]MUST@F@(18) => /modifiye
0:14:24 | [CMD] huso608(17) => /a ss aldým zatenn 
0:14:24 | ASLANBEY(23): aliturkak
0:14:27 | aliturkak(24): hea
0:14:29 | ASLANBEY(23): nereye
0:14:31 | [CMD] TIRCI(16) => /myskin 764
0:14:31 | [CMD] [AsLt]Cicek.Abbas.(25) => /vbenzin
0:14:32 | [CMD] huso608(17) => /a gerekiyorsa ban yer
0:14:34 | [CMD] [AsLt]Cicek.Abbas.(25) => /vtamir
0:14:34 | aliturkak(24): harboura gidicem
0:14:36 | aliturkak(24): tek yapýcam
0:14:37 | [CMD] HeRquL(14) => /a he tm gördüm
0:14:37 | [CMD] nik0tin(28) => /saat 12 
0:14:38 | [UP]MUST@F@(18): neon neden yanmýyor
0:14:39 | ASLANBEY(23): bekle beni
0:14:39 | [CMD] [cCc]HulkHulk[cCc](8) => /modifiye
0:14:40 | [CMD] TIRCI(16) => /myskin 346
0:14:47 | [CMD] ASLANBEY(23) => /work
0:14:49 | aliturkak(24): niye ki la
0:14:52 | [CMD] TIRCI(16) => /myskin 74
0:14:52 | [UP]MUST@F@(18): neon neden yanmýyor
0:14:55 | [CMD] buyukustadbitti(6) => /tamir
0:14:57 | [CMD] ASLANBEY(23) => /sirketdorse
0:15:4 | [CMD] huso608(17) => /vip
0:15:5 | HeRquL(14):  /saat 1 yaz
0:15:5 | [CMD] CagatayBro(7) => /vip
0:15:5 | TIRCI(16):  /vipneon yaz 
0:15:6 | nik0tin(28): hareket et 
0:15:12 | [CMD] CagatayBro(7) => /vipneon
0:15:13 | [CMD] [UP]MUST@F@(18) => /vipneon
0:15:14 | ASLANBEY(23): ali convoy kur
0:15:17 | {FFCC00}amiral(29) {FFFFFF}Kamyoncu olarak spawn oldu.
0:15:18 | [CMD] TIRCI(16) => /myskin 299
0:15:20 | [CMD] Adem32(21) => /modifiye
0:15:21 | [CMD] aliturkak(24) => /convoy
0:15:21 | [CMD] [AsLt]Cicek.Abbas.(25) => /saat 1
0:15:25 | huso608(17):  /saat 1 yaz /vipneon yap 
0:15:25 | [CMD] [UP]MUST@F@(18) => /work
0:15:27 | [CMD] ASLANBEY(23) => /cpnvoy
0:15:28 | Makarov(22) oyuna girdi [IP: 95.10.27.50]
0:15:29 | [CMD] TIRCI(16) => /vipbilgi
0:15:31 | [AsLt]Cicek.Abbas.(25): onnumara :D
0:15:31 | [CMD] ASLANBEY(23) => /convoy
0:15:31 | [CMD] amiral(29) => /convoy
0:15:32 | [CMD] DeStRoYCuK(10) => /convoy
0:15:33 | [CMD] aliturkak(24) => /kemer
0:15:35 | [CMD] huso608(17) => /rescue
0:15:37 | 
0:15:38 | [CMD] huso608(17) => /rescue
0:15:40 | {FFCC00}Makarov(22) {FFFFFF}Pilot olarak spawn oldu.
0:15:40 | [CMD] Adem32(21) => /saat 1
0:15:41 | [CMD] nik0tin(28) => /work 
0:15:44 | [CMD] Makarov(22) => /sa
0:15:46 | [CMD] DeStRoYCuK(10) => /goreviptal
0:15:46 | [CMD] aliturkak(24) => /as
0:15:46 | [CMD] TDSDoctor(27) => /rescue
0:15:47 | [CMD] Adem32(21) => /v
0:15:48 | [CMD] huso608(17) => /as
0:15:48 | [CMD] [AsLt]Cicek.Abbas.(25) => /as
0:15:50 | [CMD] TIRCI(16) => /as
0:15:51 | [CMD] DeStRoYCuK(10) => /convoy
0:15:52 | cucehamster11(33) oyuna girdi [IP: 88.240.220.220]
0:15:52 | TIRCI(16): hg
0:15:55 | [CMD] TIRCI(16) => /balon
0:15:58 | (BANKA) HastasyzBaba(32) 1903 nolu banka hesabina 100000$ yatirdi.
0:15:59 | [CMD] TIRCI(16) => /balon
0:16:0 | [CMD] TDSDoctor(27) => /goreviptal
0:16:0 | [CMD] CagatayBro(7) => /vtamir
0:16:2 | [CMD] huso608(17) => /work
0:16:2 | [CMD] TDSDoctor(27) => /rescue
0:16:2 | [CMD] TDSElektro(30) => /rescue
0:16:2 | [CMD] Adem32(21) => /vipneon
0:16:3 | amiral(29): ali turtak nerdesin
0:16:3 | [CMD] TIRCI(16) => /balon
0:16:4 | [CMD] CagatayBro(7) => /work
0:16:4 | [CMD] TDSDoctor(27) => /rescue
0:16:5 | [CMD] GSpor1991(15) => /modifiye
0:16:8 | 
0:16:8 | aliturkak(24): harbour gidiyorum
0:16:9 | [CMD] [AsLt]Cicek.Abbas.(25) => /vtamir
0:16:10 | [CMD] ekmeksevenyiyen(31) => /tamir
0:16:11 | [CMD] TDSDoctor(27) => /meslke
0:16:13 | [CMD] TDSDoctor(27) => /meslek
0:16:15 | aliturkak(24): turkak la soyadým turtak ney
0:16:15 | [CMD] DeStRoYCuK(10) => /convoy
0:16:15 | [CMD] TDSElektro(30) => /meslek
0:16:16 | 
0:16:17 | [CMD] BOZKURT545(19) => /vipneon
0:16:21 | {FFCC00}TDSDoctor(27) {FFFFFF}Kamyoncu olarak spawn oldu.
0:16:23 | [CMD] BOZKURT545(19) => /c nabýyon abbas
0:16:23 | [CMD] Adem32(21) => /saat 12
0:16:23 | [CMD] TDSDoctor(27) => /meslek
0:16:25 | [CMD] DeStRoYCuK(10) => /konvoyiptal
0:16:27 | TDSDoctor(27) Yol Iscisi olarak spawn oldu.
0:16:30 | [CMD] [UP]MUST@F@(18) => /vtamir
0:16:34 | DeStRoYCuK(10): konvoydan nasýl çýkýcam
0:16:34 | [CMD] amiral(29) => /ls
0:16:37 | [CMD] nik0tin(28) => /work 
0:16:38 | [CMD] cucehamster11(33) => /convoy
0:16:40 | [CMD] aliturkak(24) => /convoyat 10
0:16:41 | [CMD] Makarov(22) => /kemer
0:16:42 | huso608(17):   /convoyayril
0:16:43 | TIRCI(16):  /convoyayril 
0:16:47 | [CMD] Makarov(22) => /modifiye
0:16:47 | [CMD] cucehamster11(33) => /rescue
0:16:52 | [CMD] cucehamster11(33) => /araba
0:16:53 | [CMD] Makarov(22) => /work
0:16:56 | aliturkak(24): amiral gelecen mi
0:16:57 | xqHost(26): beynime lag girdi la
0:17:1 | [CMD] nik0tin(28) => /a 53 lvelin nerdeyse yarý ezpsini kastým 
0:17:7 | [CMD] HastasyzBaba(32) => /tamir
0:17:8 | [UP]MUST@F@(18): en ucuz araba kaç m
0:17:8 | [CMD] cCc.Bayram.cCC(9) => /vtamir
0:17:11 | [CMD] [cCc]HulkHulk[cCc](8) => /kurallar
0:17:12 | aliturkak(24): 10m
0:17:14 | [CMD] huso608(17) => /a masallah
0:17:14 | [CMD] GSpor1991(15) => /kurallar
0:17:14 | [CMD] cCc.Bayram.cCC(9) => /c bitirdim ben D:
0:17:15 | [CMD] TIRCI(16) => /vipneon
0:17:19 | ASLANBEY(23): niko convoy gel
0:17:27 | nik0tin(28): exp kasýyorum 
0:17:28 | [CMD] HeRquL(14) => /atamir
0:17:28 | [CMD] DarkFlow(20) => /cevir
0:17:28 | [CMD] DeStRoYCuK(10) => /work
0:17:33 | HeRquL(14):  /sac
0:17:34 | [CMD] buyukustadbitti(6) => /goreviptal
0:17:37 | ASLANBEY(23): ok
0:17:38 | huso608(17): 10 m
0:17:39 | [CMD] buyukustadbitti(6) => /convoyayril
0:17:40 | [CMD] DarkFlow(20) => /tamir
0:17:40 | aliturkak(24): amiral
0:17:41 | [CMD] huso608(17) => /work
0:17:43 | [CMD] buyukustadbitti(6) => /rescue
0:17:44 | [CMD] nik0tin(28) => /work 
0:17:47 | [CMD] ekmeksevenyiyen(31) => /convoyayril
0:17:48 | amiral(29): efendim
0:17:50 | [KAMYONCU] GSLIMERT, Harbour Island Warehouse'den Gameroglu Warehouse(YeniTugis)'e Ofis Esyalari tasidi. Kazanc: 176871$, 1 Skor ve 5 EXP Sure: 574 Saniye
0:17:53 | aliturkak(24): gelecen mi harbour
0:17:53 | [CMD] ekmeksevenyiyen(31) => /rescue
0:17:55 | [CMD] buyukustadbitti(6) => /rescue
0:17:57 | [CMD] ekmeksevenyiyen(31) => /rescue
0:18:5 | aliturkak(24):  /rescue yap harbour gel
0:18:6 | [CMD] TDSDoctor(27) => /work
0:18:8 | [CMD] DarkFlow(20) => /tamir
0:18:8 | [CMD] CagatayBro(7) => /work
0:18:10 | [ANTIHACK] Þüpheli TIRCI(16) => Jetpack-Hilesi
0:18:13 | [CMD] GSLIMERT(13) => /rescue
0:18:13 | amiral(29): kanka ben yeniyim tam bilmiyom 
0:18:17 | [CMD] buyukustadbitti(6) => /convoy
0:18:18 | aliturkak(24): aslan neredesn
0:18:19 | amiral(29): tamam
0:18:19 | [CMD] HeRquL(14) => /convoykontrol
0:18:20 | [CMD] nik0tin(28) => /a balon yaptý 
0:18:20 | [CMD] CagatayBro(7) => /goreviptal
0:18:21 | CagatayBro(7): a
0:18:23 | [LOCAL]ASLANBEY(23): at kanka
0:18:23 | [CMD] ASLANBEY(23) => /l at kanka
0:18:23 | [CMD] amiral(29) => /rescue
0:18:24 | [CMD] ekmeksevenyiyen(31) => /convoy
0:18:24 | [CMD] CagatayBro(7) => /work
0:18:26 | [CMD] Makarov(22) => /convoy
0:18:28 | [CMD] buyukustadbitti(6) => /work
0:18:28 | [CMD] HeRquL(14) => /c adem geliyon mu
0:18:30 | aliturkak(24):  /rescue yaz harbour var oraya týkla
0:18:31 | TIRCI(16): huso abý kadýn sýkýný ýd kac býlýyormusun 
0:18:31 | [CMD] amiral(29) => /rescue
0:18:31 | [LOCAL]ASLANBEY(23): yol bilmiyor
0:18:31 | [CMD] ASLANBEY(23) => /l yol bilmiyor
0:18:32 | [CMD] [UP]MUST@F@(18) => /vtamir
0:18:34 | Adem32(21): gelyorm
0:18:35 | [CMD] GSLIMERT(13) => /convoy
0:18:37 | [CMD] cucehamster11(33) => /rescue
0:18:38 | [CMD] [UP]MUST@F@(18) => /vbenzin
0:18:40 | [CMD] HeRquL(14) => /atamir
0:18:41 | amiral(29): geldim
0:18:42 | [CMD] cucehamster11(33) => /gobus
0:18:43 | [CMD] nik0tin(28) => /work 
0:18:44 | [CMD] nefariouss(12) => /asiriyuk
0:18:46 | huso608(17): maalesef benim skinlerle isim olmadý hic
0:18:48 | aliturkak(24): tamam kapalý kasa týr al
0:18:49 | [CMD] CagatayBro(7) => /vtamir
0:18:50 | [CMD] cucehamster11(33) => /icerigir
0:18:51 | [CMD] aliturkak(24) => /rescue
0:18:51 | [CMD] GSLIMERT(13) => /c nerdesiniz
0:18:53 | [CMD] cucehamster11(33) => /isyerimenu
0:18:55 | [CMD] cCc.Bayram.cCC(9) => /sirket
0:18:56 | [CMD] cucehamster11(33) => /gobus
0:18:56 | [CMD] aliturkak(24) => /c harbour gel
0:18:59 | amiral(29): geldim
0:18:59 | HeRquL(14): 141 yaz
0:18:59 | [CMD] cucehamster11(33) => /icerigir
0:18:59 | TIRCI(16): ahýrcýlar býlýyodur dýmý :F
0:19:0 | [CMD] nik0tin(28) => /atamir 
0:19:0 | [CMD] GSLIMERT(13) => /c geldim
0:19:2 | [CMD] cucehamster11(33) => /isyerimenu
0:19:3 | [CMD] [AsLt]Cicek.Abbas.(25) => /vtamir
0:19:3 | [CMD] nefariouss(12) => /asiriyuk
0:19:5 | [CMD] cucehamster11(33) => /gobus
0:19:7 | [CMD] cucehamster11(33) => /icerigit
0:19:9 | [CMD] nik0tin(28) => /a :D 
0:19:9 | [CMD] TIRCI(16) => /myskin 141
0:19:10 | [CMD] cucehamster11(33) => /icerigir
0:19:12 | [CMD] TDSDoctor(27) => /kemer
0:19:12 | [CMD] cucehamster11(33) => /isyerimenu
0:19:13 | [CMD] HeRquL(14) => /a as.das
0:19:15 | [CMD] GSLIMERT(13) => /kemer
0:19:16 | aliturkak(24): kapalý kasa alýn la
0:19:17 | [CMD] cucehamster11(33) => /rescue
0:19:19 | TIRCI(16): ogretmen oldu :D
0:19:20 | [CMD] nefariouss(12) => /sac
0:19:24 | [CMD] [UP]MUST@F@(18) => /convoy
0:19:25 | [CMD] GSLIMERT(13) => /c baþlat la gorevi
0:19:25 | [CMD] huso608(17) => /work
0:19:27 | HeRquL(14): fake teacher o
0:19:27 | [LOCAL]cCc.Bayram.cCC(9): ben yarýn maaþ alýrmýyým
0:19:27 | [CMD] cCc.Bayram.cCC(9) => /l ben yarýn maaþ alýrmýyým
0:19:29 | aliturkak(24): amiral kapalý kasa týr al
0:19:29 | [CMD] GSLIMERT(13) => /c kapalý alýn
0:19:32 | [CMD] cucehamster11(33) => /myskin 31
0:19:38 | [CMD] Makarov(22) => /tamir
0:19:40 | [CMD] nik0tin(28) => /atamir 
0:19:45 | [CMD] [UP]MUST@F@(18) => /goreviptal
0:19:46 | [CMD] amiral(29) => /kemer
0:19:47 | [CMD] nik0tin(28) => /work 
0:19:47 | [CMD] GSLIMERT(13) => /rc gorevi baþlat la
0:19:48 | [CMD] aliturkak(24) => /convoyat 29
0:19:49 | [CMD] [UP]MUST@F@(18) => /meslek
0:19:52 | ToRYaT(34) oyuna girdi [IP: 95.15.42.10]
0:19:52 | ToRYaT(34) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:19:53 | [CMD] GSLIMERT(13) => /c gorevi baþlat 
0:19:55 | {FFCC00}[UP]MUST@F@(18) {FFFFFF}Kamyoncu olarak spawn oldu.
0:19:56 | [CMD] TIRCI(16) => /vip
0:19:56 | [CMD] cucehamster11(33) => /pm 7 Çaðatay herkez niye výp oldu 
0:19:58 | [CMD] [UP]MUST@F@(18) => /rescue
0:20:3 | amiral(29): ali 
0:20:4 | [CMD] cucehamster11(33) => /pm 7 etk falan mý oldu
0:20:6 | [CMD] CagatayBro(7) => /pm 33 herkese vip verdi
0:20:6 | [CMD] [UP]MUST@F@(18) => /convoy
0:20:8 | aliturkak(24): yine laga girdm
0:20:9 | [CMD] CagatayBro(7) => /pm 33 kurucu
0:20:9 | aliturkak(24): te allam
0:20:11 | [CMD] TIRCI(16) => /rescueü
0:20:13 | [CMD] CagatayBro(7) => /work
0:20:14 | aliturkak(24) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:20:14 | [CMD] TIRCI(16) => /rescue
0:20:14 | HeRquL(14): radyoda hayýr yok
0:20:18 | [CMD] CagatayBro(7) => /goreviptal
0:20:19 | amiral(29): niye kickledin
0:20:20 | [CMD] CagatayBro(7) => /work
0:20:21 | [CMD] cucehamster11(33) => /pm 7 Neden bize vermediler
0:20:22 | [CMD] [UP]MUST@F@(18) => /c harbour demi
0:20:24 | [CMD] CagatayBro(7) => /goreviptal
0:20:25 | [CMD] [UP]MUST@F@(18) => /kemer
0:20:25 | [CMD] CagatayBro(7) => /work
0:20:27 | [CMD] [UP]MUST@F@(18) => /modifiye
0:20:29 | [CMD] HeRquL(14) => /work
0:20:37 | [CMD] ASLANBEY(23) => /convoyayril
0:20:38 | [CMD] cucehamster11(33) => /admins
0:20:38 | [CMD] Adem32(21) => /convoyaryil
0:20:41 | [CMD] nik0tin(28) => /work 
0:20:41 | [CMD] TIRCI(16) => /hfyerlestir
0:20:42 | [CMD] ASLANBEY(23) => /work
0:20:42 | aliturkak(24) oyuna girdi [IP: 176.88.6.200]
0:20:42 | [CMD] [AsLt]Cicek.Abbas.(25) => /vtamir
0:20:43 | [CMD] [UP]MUST@F@(18) => /vipneon
0:20:46 | [CMD] ekmeksevenyiyen(31) => /tamir
0:20:47 | [CMD] Adem32(21) => /convoyayril
0:20:49 | [CMD] CagatayBro(7) => /goreviptal
0:20:49 | 
0:20:50 | [CMD] CagatayBro(7) => /work
0:20:51 | {FFCC00}aliturkak(24) {FFFFFF}Kamyoncu olarak spawn oldu.
0:20:52 | [CMD] Adem32(21) => /meslek
0:20:53 | [CMD] TIRCI(16) => /hfyerlestir
0:20:54 | [CMD] DarkFlow(20) => /araba
0:20:55 | [CMD] aliturkak(24) => /rescue
0:20:56 | [CMD] CagatayBro(7) => /goreviptla
0:20:58 | [CMD] CagatayBro(7) => /work
