0:0:0 | sezzer(6): 120 mi
0:20:18 | [CMD] Yamuk(11) => /stats
0:20:21 | sezzer(6): eren sulu ve cüsseli dimi :D
0:20:23 | [LOCAL]eren1616(7): geldik gönlümün efendisine
0:20:23 | [CMD] eren1616(7) => /l geldik gönlümün efendisine
0:20:25 | [LOCAL]Axefi(12): ilk olucak inþallah çok sikmezler :D
0:20:25 | [CMD] Axefi(12) => /l ilk olucak inþallah çok sikmezler :D
0:20:33 | [LOCAL]eren1616(7): yok yok
0:20:33 | [CMD] eren1616(7) => /l yok yok
0:20:54 | [LOCAL]Axefi(12): kýrbaçlýcanmý :D
0:20:54 | [CMD] Axefi(12) => /l kýrbaçlýcanmý :D
0:20:56 | eren1616(7): in meyen ölür
0:21:4 | eren1616(7): gel
0:21:7 | [CMD] eren1616(7) => /etk dondur
0:21:11 | [CMD] eren1616(7) => /etk skin 178
0:21:14 | eren1616(7): nicee
0:21:22 | [LOCAL]eren1616(7): sezer ilk senden baþlayalým
0:21:22 | [CMD] eren1616(7) => /l sezer ilk senden baþlayalým
0:21:22 | [CMD] swisskobay301(8) => /c bu yol daha zevkliymiþ
0:21:23 | [LOCAL]Axefi(12): harbiden zikcek
0:21:23 | [CMD] Axefi(12) => /l  harbiden zikcek
0:21:25 | [LOCAL]eren1616(7): /dus
0:21:25 | [CMD] eren1616(7) => /l /dus
0:21:28 | [LOCAL]sezzer(6): tmm benden baþla
0:21:28 | [CMD] sezzer(6) => /l tmm benden baþla
0:21:29 | [CMD] DarkFlow(17) => /c eski yol 
0:21:29 | [CMD] Yamuk(11) => /tamir
0:21:33 | [CMD] DarkFlow(17) => /c iyidir 
0:21:37 | [LOCAL]eren1616(7): pardon /duskalk
0:21:37 | [CMD] eren1616(7) => /l pardon /duskalk
0:21:39 | [CMD] TR_Berk_TR(0) => /galeri
0:21:39 | [LOCAL]sezzer(6): sen dus yap ben çekcem
0:21:39 | [CMD] sezzer(6) => /l sen dus yap ben çekcem
0:21:40 | [CMD] swisskobay301(8) => /c :D
0:21:41 | [CMD] eren1616(7) => /dus
0:21:43 | [CMD] DarkFlow(17) => /c :D
0:21:43 | [CMD] TR_Berk_TR(0) => /rescu
0:21:43 | [CMD] Axefi(12) => /dans 3
0:21:44 | [CMD] eren1616(7) => /etk coz
0:21:45 | [CMD] sezzer(6) => /duskalk
0:21:49 | [CMD] Yamuk(11) => /modifiye
0:21:54 | [LOCAL]eren1616(7): afferin çocuðum
0:21:54 | [CMD] eren1616(7) => /l afferin çocuðum
0:21:58 | [LOCAL]eren1616(7): devam et
0:21:58 | [CMD] eren1616(7) => /l devam et
0:22:0 | [LOCAL]Axefi(12): hassiktir  qwekmwqmke
0:22:0 | [CMD] Axefi(12) => /l hassiktir  qwekmwqmke
0:22:5 | [CMD] Axefi(12) => /anikpat
0:22:11 | [LOCAL]eren1616(7): HER USER BÝ GÜN BU ACIYI ÇEKECEKTÝR
0:22:11 | [CMD] eren1616(7) => /l HER USER BÝ GÜN BU ACIYI ÇEKECEKTÝR
0:22:14 | [CMD] Axefi(12) => /animasyonkapat
0:22:19 | [CMD] Yamuk(11) => /renk
0:22:20 | [LOCAL]eren1616(7): EDÝT BY: EVOO
0:22:20 | [CMD] eren1616(7) => /L EDÝT BY: EVOO
0:22:24 | [CMD] Yamuk(11) => /arenk
0:22:25 | [CMD] KamyoncuNecmi(19) => /goreviptal
0:22:27 | [CMD] KamyoncuNecmi(19) => /rescue
0:22:29 | [CMD] eren1616(7) => /dondur 12 250 .
0:22:30 | [CMD] Kefo(9) => /rescue
0:22:35 | [CMD] Kefo(9) => /rescue
0:22:38 | [LOCAL]eren1616(7): afferin oðlum
0:22:38 | [CMD] eren1616(7) => /l afferin oðlum
0:22:41 | [LOCAL]eren1616(7): yeter
0:22:41 | [CMD] eren1616(7) => /l yeter
0:22:41 | [CMD] Kefo(9) => /rescue
0:22:42 | sezzer(6): oþkom yotor
0:22:44 | sezzer(6): oooð
0:22:46 | [CMD] eren1616(7) => /animkapat
0:22:47 | [CMD] Axefi(12) => /dans 2
0:22:49 | [CMD] sezzer(6) => /animkapat
0:22:51 | [CMD] eren1616(7) => /slap 9
0:22:53 | [CMD] KamyoncuNecmi(19) => /rescue
0:22:54 | [CMD] Axefi(12) => /dus
0:22:57 | [CMD] eren1616(7) => /slap 6
0:23:5 | [LOCAL]eren1616(7): /duskalk
0:23:5 | [CMD] eren1616(7) => /l /duskalk
0:23:8 | [CMD] Kefo(9) => /rescue
0:23:9 | [CMD] eren1616(7) => /dus
0:23:11 | [CMD] Axefi(12) => /duskalk
0:23:17 | [CMD] eren1616(7) => /animkapat
0:23:17 | [CMD] TR_Berk_TR(0) => /galeri
0:23:18 | Axefi(12): kolunu yalýyom mwdqkm
0:23:18 | sezzer(6): aa ama bu yapamýyo
0:23:23 | [CMD] eren1616(7) => /dus
0:23:27 | [CMD] KamyoncuNecmi(19) => /kemer
0:23:28 | Axefi(12): ama ben bakireyim :D
0:23:29 | [LOCAL]eren1616(7): afferin
0:23:29 | [CMD] eren1616(7) => /l afferin
0:23:32 | [ARAC] TR_Berk_TR(0), 560 ID'li 
0:23:33 | [CMD] Kefo(9) => /görev
0:23:34 | [LOCAL]eren1616(7): no proglem
0:23:34 | [CMD] eren1616(7) => /l no proglem
0:23:35 | [CMD] KamyoncuNecmi(19) => /work
0:23:36 | [CMD] TR_Berk_TR(0) => /araba
0:23:46 | [LOCAL]eren1616(7): hiç kimse bakire kalmaz.
0:23:46 | [CMD] eren1616(7) => /l hiç kimse bakire kalmaz.
0:23:46 | [CMD] sezzer(6) => /duskalk
0:23:46 | [CMD] KamyoncuNecmi(19) => /asiriyuk
0:23:47 | [CMD] Axefi(12) => /dus
0:23:48 | [CMD] swisskobay301(8) => /c :DD
0:23:52 | [CMD] DarkFlow(17) => /c :D
0:23:52 | [LOCAL]eren1616(7): COMBOO
0:23:52 | [CMD] eren1616(7) => /l COMBOO
0:23:57 | [LOCAL]Axefi(12): amýmý yalýyo mkweemwkqkm
0:23:57 | [CMD] Axefi(12) => /l amýmý yalýyo mkweemwkqkm
0:23:57 | [CMD] Kefo(9) => /asiriyük
0:24:0 | sezzer(6): asdghsjdghas
0:24:1 | [CMD] Kefo(9) => /asýrýyük
0:24:3 | [CMD] Kefo(9) => /aisiriyük
0:24:6 | [LOCAL]eren1616(7): :asda
0:24:6 | [CMD] eren1616(7) => /L :asda
0:24:9 | [CMD] Kefo(9) => /asiriyuk
0:24:10 | [LOCAL]eren1616(7): neyse yeter bu kadar
0:24:10 | [CMD] eren1616(7) => /l neyse yeter bu kadar
0:24:12 | [CMD] eren1616(7) => /etk spawn
0:24:12 | {FFCC00}sezzer(6) {FFFFFF}Pilot olarak spawn oldu.
0:24:16 | {FFCC00}Axefi(12) {FFFFFF}Kamyoncu olarak spawn oldu.
0:24:17 | [LOCAL]Axefi(12): üçlü :D
0:24:17 | [CMD] Axefi(12) => /l üçlü :D
0:24:19 | sezzer(6): oh bee
0:24:19 | [CMD] eren1616(7) => /animkapat
0:24:25 | sezzer(6): çok þükür bugün de ahýrlandýk
0:24:26 | [CMD] DarkFlow(17) => /tamir
0:24:30 | [CMD] eren1616(7) => /fly
0:24:30 | Axefi(12): tadý aðzýmda kaldý wqmkeqmke
0:24:35 | eren1616(7): adam ahýra ilgi duyuyor A:SDA
0:24:36 | sezzer(6): :Dasghdhagd
0:24:44 | [CMD] sezzer(6) => /rescue
0:24:47 | [CMD] eren1616(7) => /spec kefo
0:24:52 | [CMD] eren1616(7) => /specoff
0:24:52 | {FFCC00}eren1616(7) {FFFFFF}Pilot olarak spawn oldu.
0:24:58 | {FFCC00}eren1616(7) {FFFFFF}Pilot olarak spawn oldu.
0:25:0 | [CMD] eren1616(7) => /meslek
0:25:1 | {FFCC00}eren1616(7) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:25:8 | sezzer(6): neyse az kaçýyom ben sonra gelirim
0:25:10 | Axefi(12): sen istiyor ahýr verecek 100 dolar
0:25:12 | [CMD] eren1616(7) => /car nrg 0 0
0:25:12 | sezzer(6): facede takýlam
0:25:12 | Yamuk(11): sezzer neden bu aracalrýn parasý bukadar fazla eskiden nrg 18 miydi 8 em filandý þimdi 100 em olmuþ
0:25:25 | sezzer(6): kanka bilmiyorum
0:25:26 | [CMD] eren1616(7) => /giveweapon 7 28 10000000
0:25:31 | sezzer(6): eskiden 20 m ye inf alýyoduk
0:25:40 | Yamuk(11): aynen
0:25:47 | sezzer(6): ama evler pahalýydý
0:25:48 | [CMD] Yamuk(11) => /work
0:25:48 | Axefi(12): hee valla öyle 37 m e sabre aldým 2 saat önce :D
0:25:55 | [CMD] Axefi(12) => /araba
0:26:2 | sezzer(6): þimdide evler ucuz araçlar pahalý
0:26:3 | eren1616(7): kaç tane arabam var sizce ?
0:26:9 | eren1616(7): doðru bilene 3ömt/asay Araçlar Spawnlanýyor Önemlerinizi Alýn 
0:26:10 | [CMD] eren1616(7) => /cc
0:26:19 | eren1616(7): doðru bilene 3m
0:26:23 | eren1616(7): yanlýþ hepsi
0:26:31 | eren1616(7): 0 doðru :ADSA
0:26:35 | swisskobay301(8): :D
0:26:35 | Axefi(12): hepsinden 3 tane
0:26:37 | eren1616(7): spawnlýyom :D
0:26:47 | eren1616(7) swisskobay301(8)'a 300000$ para gönderdi
0:26:47 | [CMD] eren1616(7) => /paragonder 8 300000
0:26:47 | Axefi(12): eren bana helikopter alsanaa
0:26:51 | [CMD] eren1616(7) => /paragonder 8 3000000
0:26:54 | sezzer(6): neyse çýkýyodum ben dimi
0:26:55 | swisskobay301(8): eyw
0:26:58 | [CMD] KamyoncuNecmi(19) => /work
0:26:58 | Axefi(12): hydrada olur :D
0:27:0 | sezzer(6): hadin iyi oyunlar
0:27:1 | [CMD] KamyoncuNecmi(19) => /goreviptal
0:27:3 | eren1616(7): la 0 koymadým dur banka no ver
0:27:4 | sezzer(6): eren ahýr için saðol
0:27:8 | Axefi(12): saðol grþ
0:27:9 | Axefi(12): :D
0:27:10 | eren1616(7): her zaman
0:27:14 | [CMD] sezzer(6) => /adminol
0:27:15 | sezzer(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:27:15 | (BANKA) swisskobay301(8) 2294 nolu banka hesabi olusturdu.
0:27:18 | eren1616(7): ßß
0:27:22 | [CMD] swisskobay301(8) => /work
0:27:24 | [CMD] Kefo(9) => /goreviptal
0:27:33 | [CMD] Kefo(9) => /market
0:27:34 | Axefi(12): eren bu donduruldunuz yazýsý gitmiyo :D
0:27:37 | [CMD] DarkFlow(17) => /asiriyuk
0:27:38 | [CMD] DarkFlow(17) => /asiriyuk
0:27:40 | [CMD] swisskobay301(8) => /asiriyuk
0:27:48 | [CMD] swisskobay301(8) => /asiriyuk
0:27:53 | [CMD] Kefo(9) => /modifiye
0:27:58 | (BANKA) eren1616(7) 2249 nolu banka hesabina 2700000$ yatirdi.
0:28:6 | (BANKA) eren1616(7) 2249 nolu banka hesabindan 2294 nolu banka hesabina 2700000$ aktardi.
0:28:10 | eren1616(7): attým
0:28:21 | [CMD] eren1616(7) => /dondur 12 1 .
0:28:21 | swisskobay301(8): saðolasýn
0:28:25 | eren1616(7): rica :D
0:28:29 | [CMD] Yamuk(11) => /tamir
0:28:30 | Axefi(12): heh :D
0:28:34 | [CMD] eren1616(7) => /write
0:28:37 | [CMD] TR_Berk_TR(0) => /basarimlar
0:28:52 | [CMD] TR_Berk_TR(0) => /stats
0:28:54 | [CMD] Kefo(9) => /modifiye
0:28:55 | [CMD] Axefi(12) => /as
0:28:57 | [CMD] Yamuk(11) => /stats
0:29:29 | [CMD] Axefi(12) => /rescue
0:29:30 | TR_Berk_TR(0): aleykum selam
0:29:50 | [CMD] TR_Berk_TR(0) => /stats
0:29:53 | KamyoncuNecmi(19): adam havada ceza kesiyo
0:29:54 | Axefi(12): eren bana shamal spawnlayýversene bir iki tur atim
0:29:56 | KamyoncuNecmi(19): ...
0:30:1 | eren1616(7): pilot ol
0:30:8 | [CMD] Yamuk(11) => /stats
0:30:8 | Axefi(12): skor yok
0:30:10 | Axefi(12): :D
0:30:13 | eren1616(7): puðð
0:30:20 | Axefi(12): newim ben :D
0:30:29 | [CMD] TR_Berk_TR(0) => /ise
0:30:36 | [CMD] Kefo(9) => /dance
0:30:40 | [CMD] Kefo(9) => /dans
0:30:42 | [CMD] Kefo(9) => /dans 3
0:30:57 | [CMD] Kefo(9) => /sit
0:31:1 | [CMD] Kefo(9) => /otur 3
0:31:7 | [CMD] Kefo(9) => /animkapat
0:31:10 | [CMD] Kefo(9) => /animkapat
0:31:14 | [CMD] Kefo(9) => /animkapat
0:31:17 | [CMD] Kefo(9) => /animkapat
0:31:25 | [CMD] Kefo(9) => /animkapat
0:31:25 | eren1616(7): axefi
0:31:27 | [CMD] Kefo(9) => /animkapat 
0:31:30 | Axefi(12): ?
0:31:31 | eren1616(7): etk açýcam gelsene biþeyi bakýcam
0:31:33 | [CMD] Kefo(9) => /otur 3
0:31:37 | [CMD] Kefo(9) => /otur 4
0:31:41 | [CMD] Kefo(9) => /animkapat
0:31:45 | [CMD] Kefo(9) => /otur 2
0:31:48 | [CMD] eren1616(7) => /asay Az sonra açýlcak etk'ye @12 den baþkasý gelmesin
0:31:48 | [CMD] eren1616(7) => /asay Az sonra açýlcak etk'ye @12 den baþkasý gelmesin
0:31:49 | [CMD] Kefo(9) => /animkapat
0:31:53 | [CMD] Kefo(9) => /otur 4
0:31:58 | [CMD] Kefo(9) => /animkapat
0:31:59 | Axefi(12): aha heli buldum binebiliyom :D
0:32:2 | [CMD] eren1616(7) => /etk baslat @12 hariç gelmeyin
0:32:7 | [CMD] Axefi(12) => /etkgit
0:32:9 | eren1616(7):  /etkgit yaz
0:32:11 | [CMD] KamyoncuNecmi(19) => /rescue
0:32:18 | eren1616(7): hareket edebiliyonmu 
0:32:18 | TR_Berk_TR(0): bidakka 
0:32:23 | [CMD] Kefo(9) => /rescue
0:32:23 | [LOCAL]Axefi(12): yok
0:32:23 | [CMD] Axefi(12) => /l yok
0:32:27 | KamyoncuNecmi(19): heal res car res
0:32:30 | [CMD] eren1616(7) => /etk skim 294
0:32:31 | TR_Berk_TR(0): bidakka 
0:32:34 | [CMD] eren1616(7) => /etk skin 294
0:32:37 | eren1616(7): tmm eyw
0:32:38 | [CMD] Axefi(12) => /31
0:32:40 | [CMD] eren1616(7) => /etk spawn
0:32:40 | {FFCC00}Axefi(12) {FFFFFF}Kamyoncu olarak spawn oldu.
0:32:42 | [CMD] KamyoncuNecmi(19) => /kemer
0:32:42 | [CMD] Axefi(12) => /animkapat
0:32:44 | [CMD] KamyoncuNecmi(19) => /modifiye
0:32:44 | eren1616(7): gençler
0:32:48 | Axefi(12): yaa heli gitti :D
0:32:54 | eren1616(7): etk yapýcam ama hepinizin gelmek zorunluluðyla
0:32:57 | [CMD] Axefi(12) => /rescue
0:32:57 | [CMD] Kefo(9) => /görev
0:33:2 | eren1616(7): az kiþiyiz zaten
0:33:6 | [CMD] Kefo(9) => /kemer
0:33:9 | [CMD] Kefo(9) => /göreb
0:33:13 | eren1616(7): gelmiycek olan varmý ?
0:33:18 | eren1616(7): ona göre açýcam
0:33:18 | Axefi(12): senin spawnladýðýn heliyi çaldýydým ne güzel etkinliðe geldim suya düþtü :D
0:33:24 | [CMD] eren1616(7) => /atamir
0:33:30 | Yamuk TR_Berk_TR'i öldürdü. Oldurme Sekli: 0
0:33:34 | 
0:33:34 | [CMD] eren1616(7) => /god
0:33:36 | TR_Berk_TR(0) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:33:39 | Yamuk(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:33:42 | swisskobay301(8): þuan görevdeyiz ama
0:33:49 | KamyoncuNecmi(19): car res
0:33:51 | [CMD] DarkFlow(17) => /tamir
0:33:53 | KamyoncuNecmi(19): Araç reslermisiniz
0:34:25 | [CMD] eren1616(7) => /cantazele 
0:34:38 | [CMD] eren1616(7) => /asay Araçlar Spawnlanýyor Önemlerinizi Alýn 
0:34:38 | [CMD] eren1616(7) => /asay Araçlar Spawnlanýyor Önemlerinizi Alýn 
0:34:43 | [CMD] eren1616(7) => /respawncars 
0:34:46 | Axefi(12): uvv lotto kazanmýþým :D
0:34:50 | [CMD] eren1616(7) => /atamir
0:34:51 | [CMD] KamyoncuNecmi(19) => /modifiye
0:34:54 | [CMD] swisskobay301(8) => /c kapý 
0:34:59 | [CMD] DarkFlow(17) => /c ok
0:35:0 | Axefi(12): aha valla duruyo helikopter
0:35:1 | eren1616(7): etk açsam gelirmisiniz la ?
0:35:7 | Axefi(12): ben gelirim
0:35:11 | [CMD] Kefo(9) => /kemer
0:35:13 | [CMD] KamyoncuNecmi(19) => /modifiye
0:35:15 | eren1616(7): kazanan 20 skor 200k
0:35:24 | DarkFlow(17): ne etksi
0:35:26 | DarkFlow(17): eren
0:35:32 | [CMD] Kefo(9) => /modifiye
0:35:33 | eren1616(7): kanata kal yaparým tek baþýma
0:35:38 | Axefi(12): 200 olsun skor ve ben kazanayým :D
0:35:43 | eren1616(7): monster yapýcamda adam yok
0:35:48 | DarkFlow(17): tmm
0:36:11 | [CMD] eren1616(7) => /meslek
0:36:14 | eren1616(7) Itfaiyeci olarak spawn oldu.
0:36:33 | [CMD] eren1616(7) => /etkgit
0:36:38 | [CMD] eren1616(7) => /goetk
0:36:48 | [CMD] eren1616(7) => /goetk7
0:36:49 | [CMD] eren1616(7) => /goetk 7
0:36:53 | [CMD] swisskobay301(8) => /c geldim k.b ya
0:36:58 | [CMD] DarkFlow(17) => /c ö.d
0:37:48 | [CMD] KamyoncuNecmi(19) => /work
0:37:59 | [CMD] DarkFlow(17) => /srespawncars
0:38:26 | [CMD] eren1616(7) => /duyuru 0:40 etk
0:38:36 | [CMD] KamyoncuNecmi(19) => /goreviptal
0:38:37 | [CMD] eren1616(7) => /duyuru gorevleri bitirin
0:38:42 | [CMD] eren1616(7) => /write
0:39:2 | [CMD] DarkFlow(17) => /c katýlcazmý etkya
0:39:13 | [CMD] swisskobay301(8) => /c katýlýrýz ya bitirdik ztn
0:39:18 | [CMD] DarkFlow(17) => /c ok
0:39:25 | [CMD] DarkFlow(17) => /sirket
0:39:36 | DarkFlow(17): duyuru res
0:39:36 | [CMD] eren1616(7) => /pm 19 gelicekmisiniz etk'ye ?
0:39:41 | [CMD] eren1616(7) => /dtemizle
0:39:43 | KamyoncuNecmi(19): evet
0:39:44 | [CMD] Kefo(9) => /otur
0:39:49 | [CMD] KamyoncuNecmi(19) => /pm 7 evet
0:39:54 | [CMD] Kefo(9) => /animbitir
0:39:55 | eren1616(7): beyler hepiniz gelirse olur etk
0:39:56 | [CMD] Kefo(9) => /animbitir
0:39:58 | [CMD] Kefo(9) => /animdurdur
0:39:59 | eren1616(7): en az 5 kiþi
0:40:5 | [CMD] Kefo(9) => /animkapat
0:40:5 | DarkFlow(17): eren gelicez
0:40:6 | [CMD] eren1616(7) => /plane
0:40:7 | KamyoncuNecmi(19): 6 kiþi var zaten
0:40:8 | DarkFlow(17): bitince
0:40:30 | [CMD] eren1616(7) => /etk baslat Kanatta Kal !!
0:40:31 | swisskobay301(8): bitti
0:40:34 | [CMD] Kefo(9) => /dövüstili
0:40:36 | [CMD] eren1616(7) => /duyuru /etkgit
0:40:37 | [CMD] KamyoncuNecmi(19) => /etkgit
0:40:39 | [CMD] Kefo(9) => /etkgit
0:40:39 | [CMD] Axefi(12) => /etkgit
0:40:46 | eren1616(7): gelin hai
0:40:46 | Kefo(9): 13skor verde etkye gelem
0:40:52 | [CMD] DarkFlow(17) => /srespawncarsw
0:40:54 | [CMD] DarkFlow(17) => /srespawncars
0:40:56 | [CMD] eren1616(7) => /etk baslat Kanatta Kal !!
0:40:57 | [CMD] DarkFlow(17) => /karakol
0:40:59 | [CMD] DarkFlow(17) => /cezaode
0:40:59 | [CMD] eren1616(7) => /etk hizala
0:41:0 | KamyoncuNecmi(19): admin 9 a 13 skor verde etk gelsin
0:41:0 | swisskobay301(8): etk kazanýrsan
0:41:2 | swisskobay301(8): 20 skor alýrsýn
0:41:2 | [CMD] DarkFlow(17) => /etkgit
0:41:5 | [CMD] eren1616(7) => /etk sirala
0:41:8 | [CMD] swisskobay301(8) => /etkgit
0:41:23 | eren1616(7): la 1 kiþi daha yokmu
0:41:27 | [CMD] DarkFlow(17) => /sirket
0:41:30 | Kefo(9): SKOR YETMÝYOR
0:41:35 | swisskobay301(8): axefi senin skin niye öyle
0:41:38 | eren1616(7): neyse
0:41:40 | swisskobay301(8): donatormüsün
0:41:44 | eren1616(7): anim açmak yasak
0:41:48 | eren1616(7): vurmak yasak
0:41:52 | DarkFlow(17): eren yapmýþtýr
0:41:53 | Axefi(12): yoo
0:41:55 | KamyoncuNecmi(19): sýçmak yasakmý
0:41:56 | DarkFlow(17): skinini
0:42:0 | Axefi(12): týrcýyým ben
0:42:1 | eren1616(7): uçaðýn üstüne çýkmak yasak
0:42:2 | swisskobay301(8): eren banada 158 i versene
0:42:6 | [CMD] eren1616(7) => /etk sirala
0:42:8 | [LOCAL]Kefo(9): ben orospu cocuguyum
0:42:8 | [CMD] Kefo(9) => /l ben orospu cocuguyum
0:42:11 | [CMD] eren1616(7) => /etk coz
0:42:13 | [CMD] eren1616(7) => /etk coz
0:42:14 | Axefi(12): týrcý skini o
0:42:16 | eren1616(7): kanada
0:42:27 | eren1616(7): necmi
0:42:29 | swisskobay301(8): axefi wuuzi týrcý skini deðil 
0:42:36 | eren1616(7): olsun
0:42:42 | [CMD] eren1616(7) => /etk say
0:42:44 | [CMD] KamyoncuNecmi(19) => /otur
0:42:47 | [CMD] eren1616(7) => /duyuru 3
0:42:48 | KamyoncuNecmi(19): ganatta galýn
0:42:49 | [CMD] eren1616(7) => /duyuru 2
0:42:50 | [CMD] eren1616(7) => /duyuru 1
0:42:54 | [CMD] eren1616(7) => /duyuru goo !!
0:42:57 | swisskobay301(8): ben kazandým galiba fizikden
0:43:5 | DarkFlow(17): :D
0:43:6 | Kefo(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:43:10 | swisskobay301(8): evt :D
0:43:10 | DarkFlow(17): iyi bari ölmedik
0:43:12 | [CMD] KamyoncuNecmi(19) => /animkapat
0:43:14 | Axefi(12): la daha binemedim 
0:43:16 | eren1616(7): la daha manevra yapmadým
0:43:18 | Axefi(12): ne kalktýn :D
0:43:23 | DarkFlow(17): düþtüm ben
0:43:24 | DarkFlow(17): w:D
0:43:28 | swisskobay301(8): necmiyle kaldýk
0:43:30 | Axefi(12): havada kaldým daha uçak kalkmadan
0:43:32 | Axefi(12): :D
0:43:35 | KamyoncuNecmi(19): lan nolyor
0:43:35 | DarkFlow(17): :D
0:43:47 | Axefi(12): allahýn unuttuðu yere düþmüþüm :D
0:43:47 | eren1616(7): aha
0:43:50 | eren1616(7): gg
0:43:50 | KamyoncuNecmi(19): hile hile xd
0:43:53 | swisskobay301(8): :D
0:43:54 | eren1616(7): :DD
0:43:58 | [CMD] Axefi(12) => /rescue
0:43:58 | [CMD] eren1616(7) => /duyuru id 8
0:44:5 | KamyoncuNecmi(19) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:44:8 | eren1616(7): ama seni düþürmezsem olmaz
0:44:10 | swisskobay301(8): fizik kurallarýný biliceksin
0:44:19 | [CMD] eren1616(7) => /odul 8
0:44:20 | [CMD] eren1616(7) => /odul 8
0:44:21 | [CMD] eren1616(7) => /odul 8
0:44:21 | [CMD] eren1616(7) => /odul 8
0:44:28 | swisskobay301(8): teþekkür ettim
0:44:29 | [CMD] swisskobay301(8) => /rescue
0:44:31 | eren1616(7): rica
0:44:37 | [CMD] DarkFlow(17) => /rescue
0:44:43 | eren1616(7): olm ne ara kastamonuya geldik
0:44:50 | [CMD] Axefi(12) => /þikeci admin :D
0:45:2 | eren1616(7) Itfaiyeci olarak spawn oldu.
0:45:7 | [CMD] DarkFlow(17) => /c devam ediyozmu ?
0:45:10 | eren1616(7): benle sumo güreþi yapacak varmý ?
0:45:16 | [CMD] swisskobay301(8) => /c ewt harbaourdayým
0:45:21 | [CMD] DarkFlow(17) => /rescue
0:45:21 | [CMD] swisskobay301(8) => /c sen etmicekmisin
0:45:23 | eren1616(7): arabalarla
0:45:26 | [CMD] DarkFlow(17) => /c geldim
0:45:26 | Axefi(12): olur
0:45:30 | [CMD] eren1616(7) => /etkgit
0:45:35 | [CMD] eren1616(7) => /goetk
0:45:37 | [CMD] eren1616(7) => /goetk 5
0:45:42 | [CMD] eren1616(7) => /get 12
0:45:43 | DarkFlow(17): monster güreþi
0:45:47 | eren1616(7): oha
0:45:50 | Axefi(12): Ç:D
0:45:54 | eren1616(7): in in
0:46:1 | [CMD] DarkFlow(17) => /neonon
0:46:5 | [CMD] eren1616(7) => /scar
0:46:8 | Axefi(12): laa
0:46:10 | Axefi(12): :(
0:46:12 | eren1616(7): gelcek varmý ?
0:46:17 | [CMD] DarkFlow(17) => /kemer
0:46:17 | eren1616(7): daha
0:46:24 | Axefi(12): helikopterimi ver :D
0:46:25 | [CMD] eren1616(7) => /etk arac dumper 1 1
0:46:27 | [ANTIHACK] Þüpheli Axefi(12) => Airbreak-hack
0:46:33 | eren1616(7): köþeye geç
0:46:35 | [CMD] swisskobay301(8) => /work
0:46:37 | [CMD] Axefi(12) => /modifiye
0:46:37 | [CMD] eren1616(7) => /veh
0:46:56 | [CMD] swisskobay301(8) => /asiriyuk
0:47:0 | eren1616(7): 1 baþla
0:47:2 | [CMD] swisskobay301(8) => /modifiye
0:47:30 | [CMD] DarkFlow(17) => /asiriyuk
0:47:32 | [CMD] DarkFlow(17) => /asiriyuk
0:48:29 | eren1616(7): nice
0:48:31 | [CMD] Axefi(12) => /cevir
0:48:41 | [CMD] Axefi(12) => /tamir
0:48:47 | [CMD] eren1616(7) => /cevir
0:48:59 | [CMD] eren1616(7) => /atamir
0:49:7 | DarkFlow(17): huso izinlimi
0:49:11 | eren1616(7): ht/asay Araçlar Spawnlanýyor Önemlerinizi Alýn 
0:49:12 | [CMD] eren1616(7) => /cc
0:49:13 | eren1616(7): galiba
0:49:24 | DarkFlow(17): gelirdi o 
0:49:31 | [CMD] Axefi(12) => /tamir
0:49:35 | [CMD] Axefi(12) => /cevir
0:49:35 | [ANTIHACK] Þüpheli Axefi(12) => Can-Hilesi
0:49:38 | eren1616(7): yeee
0:49:40 | {FFCC00}Axefi(12) {FFFFFF}Kamyoncu olarak spawn oldu.
0:49:44 | Axefi(12): lan niye öldüm 
0:49:49 | Axefi(12): :D
0:49:52 | eren1616(7): ters döndün A:SD
0:50:1 | [CMD] eren1616(7) => /goto 12
0:50:5 | [CMD] eren1616(7) => /plane
0:50:18 | [CMD] eren1616(7) => /atamir
0:50:23 | Axefi(12): benide al :D
0:51:1 | [CMD] Axefi(12) => /araba
0:52:20 | eren1616(7) Itfaiyeci olarak spawn oldu.
0:52:23 | [CMD] eren1616(7) => /cleanupcar
0:52:24 | [CMD] eren1616(7) => /cleanupcars
0:52:42 | [CMD] Axefi(12) => /ise
0:52:54 | [CMD] Axefi(12) => /sigara 2
0:52:55 | [CMD] eren1616(7) => /veh
0:52:57 | swisskobay301(8): ciddimi ya
0:52:58 | [CMD] Axefi(12) => /sigara
0:53:2 | swisskobay301(8): dark bi el atsana
0:53:4 | [CMD] Axefi(12) => /animlist
0:53:6 | DarkFlow(17): noldu
0:53:7 | [CMD] eren1616(7) => /goto 8
0:53:9 | DarkFlow(17): bekle
0:53:9 | eren1616(7): ya hak
0:53:9 | swisskobay301(8): sýkýþtýgým yere bak aS:DSA
0:53:11 | [CMD] eren1616(7) => /goto 8
