0:0:0 | [CMD] TIRCI(23) => /basarimlar
0:37:37 | [CMD] DarkFlow(18) => /cezaode
0:37:40 | {FFCC00}XhackerS(9) Otobus Soforu olarak spawn oldu.
0:37:41 | [CMD] DarkFlow(18) => /meslek
0:37:43 | [CMD] Jodor(0) => /araba
0:37:44 | {FFCC00}DarkFlow(18) Otobus Soforu olarak spawn oldu.
0:37:49 | [CMD] DarkFlow(18) => /rescue
0:37:50 | Asi_Kaptan(20): gorevi verem geliyorum
0:37:54 | Jodor(0): otobüs þöförü olun sizi diskoya götürecem
0:37:56 | [CMD] Jodor(0) => /araba
0:38:3 | [CMD] Jodor(0) => /araba
0:38:9 | Asi_Kaptan(20): neyse siz devam edin yol uzun
0:38:12 | huso608(8): gecerken yol ustunden beni de alýrsýnýz
0:38:22 | [CMD] XhackerS(9) => /work
0:38:26 | Jodor(0): tamam baþkan
0:38:28 | [CMD] DarkFlow(18) => /kemer
0:38:31 | dostluk(19): huso bekle geliyom
0:38:34 | [CMD] huso608(8) => /work
0:38:51 | [CMD] Jodor(0) => /icerigir
0:38:53 | [CMD] huso608(8) => /duyuru karar vermis bu aksam beni goturur 
0:39:4 | Jodor(0): stripci kulube geldik :D
0:39:7 | Jodor(0): karý yok :D
0:39:9 | XhackerS(9): su atobus soferi olduk gidecegim yeri denizin icin gosteriyo nasil gidiyim ora XD
0:39:19 | [CMD] DarkFlow(18) => /icerigir
0:39:35 | DarkFlow(18): karýlar nerde la
0:39:35 | [CMD] huso608(8) => /duyuru sirkete kurmadinmi bar
0:39:38 | DarkFlow(18): :D
0:39:50 | huso608(8): kýrmýzý bayragý takip et
0:40:0 | [CMD] dostluk(19) => /tamir
0:40:13 | XhackerS(9): kirmizi bayrak denizin basinda
0:40:16 | [CMD] DarkFlow(18) => /sirket
0:40:16 | huso608(8): mapa gelince kýrmýzý ucgeni takip ediceksin
0:40:27 | huso608(8): tamam ilk once kýrmýzý bayrak
0:40:31 | huso608(8): ek maplar orasý
0:40:33 | [CMD] Jodor(0) => /myskin 99
0:40:35 | [CMD] huso608(8) => /work
0:40:43 | [LOCAL]Jodor(0): bara gidek
0:40:43 | [CMD] Jodor(0) => /l bara gidek
0:40:46 | [CMD] Jodor(0) => /isyerimenu
0:40:53 | [CMD] huso608(8) => /pm 9 neresi diyor sag mor alana bi bak 7
0:40:53 | XhackerS(9): tamam onun gelmesinimi bekleyim
0:40:55 | [CMD] DarkFlow(18) => /isyeirmenu
0:41:0 | [CMD] DarkFlow(18) => /isyerimenu
0:41:6 | huso608(8): baskan nereye gideceksin
0:41:8 | [CMD] Jodor(0) => /vtamir
0:41:34 | [CMD] Jodor(0) => /icerigir
0:41:40 | [SirketCHT] Jodor(0): ! hehe
0:41:41 | [CMD] DarkFlow(18) => /icerigir
0:41:57 | [KAMYONCU] Asi_Kaptan, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 495 Saniye
0:41:57 | [LOCAL]DarkFlow(18): ooooo :D
0:41:57 | [CMD] DarkFlow(18) => /l ooooo :D
0:42:0 | Jodor(0): hamster ne alaka
0:42:0 | huso608(8): @9 ??
0:42:5 | [CMD] Asi_Kaptan(20) => /work
0:42:11 | [CMD] huso608(8) => /spec 0
0:42:13 | [CMD] huso608(8) => /spec 0
0:42:17 | Jodor(0): bu ne lan
0:42:21 | DarkFlow(18): :D
0:42:21 | Jodor(0): huso gelsene
0:42:24 | huso608(8): o testere
0:42:25 | sezzer(10) oyuna girdi [IP: 85.102.68.110]
0:42:28 | XhackerS(9): ya Vallaha bisey anlamadim arkadasim kusura bakma yeni geldim bura
0:42:33 | Jodor(0): testereye bak
0:42:40 | [CMD] huso608(8) => /specoff
0:42:40 | huso608(8) Oduncu olarak spawn oldu.
0:42:44 | [CMD] huso608(8) => /goto 9
0:42:53 | DarkFlow(18): duvardakýler de býcaklarýmý :D
0:42:55 | Jodor(0): darko gel
0:42:58 | [LOCAL]huso608(8): /l konus
0:42:58 | [CMD] huso608(8) => /l /l konus
0:43:4 | huso608(8): ivit
0:43:11 | 
0:43:19 | {FFCC00}sezzer(10) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:43:20 | Jodor(0): ahlakým bozuldu
0:43:20 | [CMD] dostluk(19) => /kemer
0:43:21 | [LOCAL]huso608(8): sag ustte lwl yazýyor onun altýnda mor yer yazar
0:43:21 | [CMD] huso608(8) => /l sag ustte lwl yazýyor onun altýnda mor yer yazar
0:43:22 | [CMD] sezzer(10) => /sa
0:43:23 | Jodor(0): gidiyorum burdan
0:43:26 | [CMD] DarkFlow(18) => /as
0:43:27 | [CMD] huso608(8) => /as
0:43:29 | Jodor(0): sex shopa girdik
0:43:30 | [CMD] sezzer(10) => /araba
0:43:33 | [CMD] Jodor(0) => /isyerimenu
0:43:37 | XhackerS(9): 2126 metre mesafe var diyo
0:43:38 | [CMD] Asi_Kaptan(20) => /asiriyuk
0:43:39 | huso608(8): hýmm testere aldýnmý
0:43:40 | [CMD] DarkFlow(18) => /isyeirmenu
0:43:46 | [CMD] DarkFlow(18) => /isyerimenu
0:43:47 | [CMD] Asi_Kaptan(20) => /as
0:43:51 | dostluk(19): huso
0:43:55 | huso608(8): buyur baba
0:44:2 | [LOCAL]huso608(8): baskan /l ýle konus
0:44:2 | [CMD] huso608(8) => /l baskan /l ýle konus
0:44:7 | [CMD] huso608(8) => /cantazele
0:44:7 | XhackerS(9): tester nedirse biliyonmu diyo sor sen :D
0:44:9 | [CMD] huso608(8) => /atamir
0:44:9 | [CMD] huso608(8) => /fuel
0:44:11 | dostluk(19): nerdesin
0:44:19 | [CMD] XhackerS(9) => /i
0:44:35 | huso608(8): @9 la birlikteyiz ls de
0:44:47 | [CMD] Jodor(0) => /icerigir
0:44:51 | [CMD] DarkFlow(18) => /icerigir
0:45:4 | [LOCAL]huso608(8): baskan yer olarak ne yazýyor
0:45:4 | [CMD] huso608(8) => /l baskan yer olarak ne yazýyor
0:45:8 | XhackerS(9): onu biliyom 
0:45:11 | [CMD] sezzer(10) => /araba
0:45:13 | dostluk(19): bekleyin beni
0:45:19 | DarkFlow(18): :D
0:45:21 | [CMD] Jodor(0) => /myskin 102
0:45:26 | Jodor(0): bunu sen istedin
0:45:36 | Jodor(0): ballas çetesine bulaþmayacaktýn
0:45:41 | huso608(8): testereler nasýldý shopta
0:45:54 | huso608(8): yeni urunlerimiz 
0:45:55 | Jodor(0): o ne biçim testere
0:46:5 | DarkFlow(18): duvarda asýlý býçaklarda fenamýs :D
0:46:9 | [CMD] sezzer(10) => /rescue
0:46:14 | Jodor(0): onu alacak vardýr o testereyi tamamen içine alacak vardýr
0:46:14 | huso608(8): ivit degisik onlarda
0:46:19 | Jodor(0): ben inanýyorum
0:46:21 | dostluk(19): huso bekleyin beni
0:46:23 | [CMD] sezzer(10) => /araba
0:46:25 | Jodor(0): :D
0:46:30 | [CMD] XhackerS(9) => /testere
0:46:32 | [CMD] huso608(8) => /duyuru muhtesem
0:46:40 | [CMD] huso608(8) => /duyuru anlatmaya gerek yok
0:46:49 | [CMD] Jodor(0) => /sandalyeyeotur
0:46:53 | [CMD] Jodor(0) => /animlist
0:47:2 | [CMD] Jodor(0) => /sandalyeotur
0:47:8 | [CMD] huso608(8) => /ogorev 9
0:47:9 | [CMD] DarkFlow(18) => /yemek
0:47:9 | [CMD] Jodor(0) => /animkapat
0:47:14 | [CMD] Jodor(0) => /sarap
0:47:15 | [ANTIHACK] Þüpheli dostluk(19) => Airbreak-hack
0:47:20 | [CMD] DarkFlow(18) => /sarap
0:47:20 | [CMD] Jodor(0) => /isyerimenu
0:47:22 | [CMD] huso608(8) => /spec 19
0:47:24 | XhackerS(9): huso guzel arac suruyommu?:D
0:47:26 | [CMD] DarkFlow(18) => /isyermenu
0:47:27 | [CMD] huso608(8) => /specoff
0:47:27 | huso608(8) Oduncu olarak spawn oldu.
0:47:31 | [CMD] DarkFlow(18) => /isyerimenu
0:47:36 | huso608(8): off dehset nefesim tutuldu
0:47:44 | XhackerS(9): :D
0:47:49 | huso608(8): sen bi de gidecegin yeri soylesen var ya 
0:47:52 | Asi_Kaptan(20): arac res
0:47:53 | huso608(8): daha iyi olacak
0:47:54 | [CMD] huso608(8) => /asay Arac Res Geliyor!!! 
0:47:57 | [CMD] huso608(8) => /asay Arac Res Geliyor!!! 
0:47:59 | [CMD] sezzer(10) => /araba
0:48:0 | [CMD] huso608(8) => /asay Arac Res Geliyor!!! 
0:48:1 | [CMD] huso608(8) => /respawncars
0:48:2 | [CMD] huso608(8) => /cantazele
0:48:13 | XhackerS(9): bilmiyorum men nereye gidic3em napacam
0:48:18 | [CMD] sezzer(10) => /araba
0:48:20 | [CMD] DarkFlow(18) => /sarap
0:48:43 | huso608(8): sag tarafýnda lwl yazan kýsmýn altýnda godecegýn yer mor isaretli gozukuyor 
0:48:51 | huso608(8): onu soylersen bana yardýmcý olacam
0:49:1 | [SirketCHT] Jodor(0): ! boombox çaðýralým bizim þirketin sahilidnen
0:49:3 | [CMD] sezzer(10) => /araba
0:49:3 | [CMD] Jodor(0) => /rescue
0:49:7 | [SirketCHT] Jodor(0): ! þirkete gel
0:49:8 | [CMD] DarkFlow(18) => /rescue
0:49:11 | [SirketCHT] DarkFlow(18): ! ok
0:49:14 | XhackerS(9): konyo otogardan las venturas otogarna
0:49:24 | huso608(8): mor isaret nereyi gosteriyor
0:49:39 | huso608(8): konya mý las venturas mý
0:49:49 | [SirketCHT] Jodor(0): ! sf ye gidelim araç kiralayacaz. ben dondurmacý sen köfteci ol :D
0:49:51 | [CMD] Jodor(0) => /rescue
0:49:58 | [CMD] huso608(8) => /car ýnfernus 4 4
0:49:59 | [CMD] Jodor(0) => /ehliyetyeri
0:49:59 | [SirketCHT] DarkFlow(18): ! ok
0:50:2 | [SirketCHT] Jodor(0): ! Araçta kal
0:50:3 | [CMD] DarkFlow(18) => /rescue
0:50:4 | [CMD] huso608(8) => /car infernus 4 4
0:50:5 | XhackerS(9): konya otogarindan las venturas otogarina yazilmis
0:50:8 | [CMD] Jodor(0) => /araba
0:50:9 | [SirketCHT] DarkFlow(18): ! cek 
0:50:11 | [ANTIHACK] Þüpheli DarkFlow(18) => Airbreak-hack
0:50:21 | [LOCAL]sezzer(10): sa
0:50:21 | [CMD] sezzer(10) => /l sa
0:50:22 | huso608(8): tamm seni konyaya gotureyim bi deniz havasý aldýrayým
0:50:23 | Jodor(0): sf ye çek þöförrr
0:50:31 | huso608(8): takip et
0:50:42 | Jodor(0): beyler birazdan enfes açýk hava partisi olacak herkesi bekleriz
0:50:44 | (BANKA) dostluk(19) 2213 nolu banka hesabi olusturdu.
0:50:48 | XhackerS(9): tamam
0:50:49 | [CMD] DarkFlow(18) => /rentcar
0:50:49 | Jodor(0): lv de olacaktýr
0:50:53 | [CMD] Jodor(0) => /rentcar
0:51:10 | [CMD] Jodor(0) => /Rentcar
0:51:12 | dostluk(19): huso beni al araçsýz kaldým
0:51:18 | huso608(8): takip edermisin @9 
0:51:20 | [CMD] Jodor(0) => /rentcar
0:51:27 | XhackerS(9): ederim
0:51:33 | [CMD] huso608(8) => /get 19
0:51:34 | [LOCAL]sezzer(10): aloooo
0:51:34 | [CMD] sezzer(10) => /l aloooo
0:51:37 | huso608(8): aracýnla
0:51:39 | [LOCAL]sezzer(10): lolololololo
0:51:39 | [CMD] sezzer(10) => /l lolololololo
0:51:39 | [CMD] Jodor(0) => /rentcar
0:51:50 | [CMD] Jodor(0) => /rentcar
0:52:0 | XhackerS(9): tamamda edierim
0:52:11 | huso608(8): bekliyorsun
0:52:14 | [CMD] Jodor(0) => /rentcar
0:52:17 | huso608(8): calýstýr su aracý artýk
0:52:21 | [CMD] Jodor(0) => /rentcar
0:52:22 | XhackerS(9): sende gitmiyosun
0:52:26 | [SirketCHT] DarkFlow(18): ! dondurma arabasý alsana 
0:52:27 | dostluk(19): huso bindim yanýna
0:52:30 | Asi_Kaptan(20): Huso Ýtelede Calýssýn Vurdur
0:52:31 | [SirketCHT] Jodor(0): ! nerede
0:52:32 | XhackerS(9): karsimda durmussun
0:52:32 | [LOCAL]huso608(8): tmm
0:52:32 | [CMD] huso608(8) => /l tmm
0:52:46 | [CMD] Jodor(0) => /rentcar
0:52:47 | [CMD] huso608(8) => /get 9
0:52:47 | [ANTIHACK] Þüpheli XhackerS(9) => Airbreak-hack
0:52:58 | [CMD] huso608(8) => /get 9
0:53:9 | [CMD] Jodor(0) => /arenk1
0:53:14 | [CMD] Jodor(0) => /arenk2
0:53:22 | dostluk(19): huso nereye gidiyoz
0:53:22 | Jodor(0): darko
0:53:28 | Jodor(0): dondurma vardýr :D
0:53:28 | huso608(8): konya ya
0:53:36 | dostluk(19): tamam
0:53:54 | [KAMYONCU] Asi_Kaptan, Longway Warehouse'den Diver Island Farm'e Degerli Esyalar tasidi. Kazanc: 186371$, 1 Skor ve 5 EXP Sure: 491 Saniye
0:53:58 | [CMD] sezzer(10) => /stami
0:54:0 | [CMD] huso608(8) => /get 9
0:54:4 | [ANTIHACK] Þüpheli XhackerS(9) => Airbreak-hack
0:54:6 | [CMD] Jodor(0) => /arenk1
0:54:7 | [CMD] Asi_Kaptan(20) => /pm 8 baskan mafia olsana
0:54:9 | [CMD] Asi_Kaptan(20) => /work
0:54:11 | [CMD] Jodor(0) => /arenk2
0:54:16 | [CMD] Jodor(0) => /arenk2
0:54:17 | [SirketCHT] DarkFlow(18): ! buldunmu
0:54:18 | [CMD] huso608(8) => /pm 20 maalesef olamýyorum
0:54:18 | XhackerS(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:54:24 | [CMD] Asi_Kaptan(20) => /pm 8 neden ?
0:54:29 | dostluk(19): huso banada senin gibi arac alsak
0:54:32 | [SirketCHT] Jodor(0): ! buldum ya
0:54:41 | [CMD] Jodor(0) => /rentcar
0:54:45 | [CMD] Asi_Kaptan(20) => /ta
0:54:48 | [CMD] Jodor(0) => /rentcar
0:54:49 | [CMD] Asi_Kaptan(20) => /tamir
0:54:51 | huso608(8): @9 geliyormusun
0:54:58 | [CMD] Jodor(0) => /rentcar
0:55:5 | [CMD] Jodor(0) => /rentcar
0:55:14 | [CMD] Asi_Kaptan(20) => /pm 8 o isi halledince mafia olur musun hep?
0:55:21 | huso608(8): kendi aracýmý vereyim istersen 
0:55:26 | [CMD] dostluk(19) => /MARKET
0:55:32 | [CMD] Jodor(0) => /arenk1
0:55:42 | [CMD] huso608(8) => /pm 20 mafya meslegi yapmýyorum adminlik yuzunden
0:55:46 | [CMD] Jodor(0) => /arenk2
0:55:52 | sezzer(10): bi dk lan ben çeviðim dimi
0:55:58 | dostluk(19): sen kendin napcan
0:55:59 | [CMD] Asi_Kaptan(20) => /pm 8 baqkan gorev yapmýycaksýn zaten
0:56:2 | sezzer(10): niye radarlarda yavaþlýyom deminden beri
0:56:20 | [LOCAL]Jodor(0): sesi duyuyor muysun
0:56:20 | [CMD] Jodor(0) => /l sesi duyuyor muysun
0:56:33 | [CMD] DarkFlow(18) => /c evet
0:56:48 | [LOCAL]DarkFlow(18): yok
0:56:48 | [CMD] DarkFlow(18) => /l yok
0:56:50 | Jodor(0): eskileriniz getirin size dondurma vereyim
0:56:55 | [LOCAL]DarkFlow(18): radyo açýk
0:56:55 | [CMD] DarkFlow(18) => /l radyo açýk
0:57:15 | [SirketCHT] Asi_Kaptan(20): ! jodor
0:57:17 | dostluk(19): huso  hadi diskoya gidelim
0:57:21 | [SirketCHT] Jodor(0): ! evet
0:57:26 | [SirketCHT] Asi_Kaptan(20): ! birazdan mafia olsana
0:57:28 | huso608(8): galeriye gidiyoruz
0:57:32 | [SirketCHT] Jodor(0): ! neden
0:57:36 | dostluk(19): tamam
0:57:40 | [SirketCHT] Asi_Kaptan(20): ! birþeye bakcam
0:57:44 | [SirketCHT] Asi_Kaptan(20): ! degisme ama
0:58:2 | [SirketCHT] Jodor(0): ! olmaz þu an partideyiz
0:58:7 | [SirketCHT] Jodor(0): ! ne oldu tam oalrak
0:58:14 | [SirketCHT] Jodor(0): ! týr çalma muhabbeti mi
0:58:20 | [SirketCHT] Asi_Kaptan(20): ! mafia yuku dýkkatýmý cekti ona bakcam
0:58:32 | [SirketCHT] Jodor(0): ! mafia yükü yok
0:58:39 | [SirketCHT] Asi_Kaptan(20): ! var gozukuyor ama
0:58:46 | [SirketCHT] Jodor(0): ! polis lagýdýr o
0:58:52 | dostluk(19): jador nerdesin dostum
0:58:52 | sezzer(10): lan turlamakdan sýkýldým suç iþleyin
0:58:55 | [SirketCHT] DarkFlow(18): ! týrcýlarýn yuku olur 
0:59:7 | [SirketCHT] DarkFlow(18): ! kýrmýzýysa bugtur
0:59:8 | Asi_Kaptan(20): Mafia Ol Sezzer ;)
0:59:18 | Jodor(0): lv otogarýna gel
0:59:24 | sezzer(10): yok aðlarsýn falan
0:59:30 | Asi_Kaptan(20): :D
0:59:32 | tavsanpaladin55(7): sezer h.g kýnýk
0:59:39 | sezzer(10): nerdesin olm yanýna geldim
0:59:43 | [LOCAL]huso608(8): burasý galeri
0:59:43 | [CMD] huso608(8) => /l burasý galeri
0:59:43 | sezzer(10): sa yazdým tepki yok
0:59:48 | Jodor(0): beyler partimiz sürüyor
0:59:49 | tavsanpaladin55(7): afk idim :D
0:59:52 | Jodor(0): ooo sezer
0:59:54 | Jodor(0): h.o.
1:0:1 | huso608(8): arac alýp kiralayabilirsin
1:0:5 | DarkFlow(18): h.o sezer
1:0:9 | [SirketCHT] DarkFlow(18): ! psn :D 
1:0:10 | tavsanpaladin55(7): lag çýkdýydý içeri gittiydim kaldým orda knk
1:0:15 | sezzer(10): ney h.o knk
1:0:21 | Jodor(0): psn ya
1:0:22 | dostluk(19):  bekle beni
1:0:33 | Jodor(0): anadolu yu batýrdýn psn yi de batýracan :D
1:0:36 | sezzer(10): 1 haftalýk geçtim la
1:0:36 | tavsanpaladin55(7): hala lag var lan 
1:0:37 | DarkFlow(18): :D
1:0:40 | [CMD] dostluk(19) => /rntcar
1:0:51 | [CMD] tavsanpaladin55(7) => /goreviptal
1:0:52 | Jodor(0): adamlardan yüklü prim alýyormuþsun doðru mu
1:0:52 | sezzer(10): turluyom araçla knk
1:0:59 | sezzer(10): nerdesin alam senide
1:1:4 | [CMD] dostluk(19) => /rentcar
1:1:7 | tavsanpaladin55(7): relog atýyorum knk
1:1:8 | tavsanpaladin55(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:1:11 | sezzer(10): tmm
1:1:23 | Jodor(0): dostluk lv otogarýna ýþýnlan
1:1:27 | Jodor(0):  ,/rescue
1:1:28 | [CMD] huso608(8) => /cleanupcars
1:1:33 | tavsanpaladin55(7) oyuna girdi [IP: 88.244.117.180]
1:1:38 | Jodor(0): geldik yoktun
1:1:44 | dostluk(19): tamam
1:1:47 | 
1:1:51 | 
1:1:53 | DarkFlow(18): bekliyoz 
1:1:54 | [CMD] dostluk(19) => /rescue
1:1:57 | [LOCAL]tavsanpaladin55(7): .
1:1:57 | [CMD] tavsanpaladin55(7) => /l .
1:2:1 | MenHo.(9) oyuna girdi [IP: 186.94.128.31]
1:2:2 | [LOCAL]tavsanpaladin55(7): /./(
1:2:2 | [CMD] tavsanpaladin55(7) => /l /./(
1:2:8 | [CMD] dostluk(19) => /rescue
1:2:15 | [LOCAL]tavsanpaladin55(7): []
1:2:15 | [CMD] tavsanpaladin55(7) => /l []
1:2:25 | Jodor(0): huso nerdesin gel dondurma verem sana
1:2:32 | [CMD] dostluk(19) => /rescue
1:2:33 | 
1:2:35 | sezzer(10): knk çevik ol da lv karakol gel bari
1:2:40 | [CMD] tavsanpaladin55(7) => /meslek
1:2:55 | huso608(8): @0 sagolasýn cayý tazeliyordum
1:2:56 | Jodor(0): lv otogarýna geleen var mý
1:2:56 | [CMD] sezzer(10) => /tamir
1:2:58 | [LOCAL]DarkFlow(18): dondurma caný çeken yok :D 
1:2:58 | [CMD] DarkFlow(18) => /l dondurma caný çeken yok :D 
1:3:2 | Jodor(0): of gece çayý
1:3:5 | Jodor(0): afiye olsun
1:3:7 | [CMD] sezzer(10) => /tamir
1:3:13 | huso608(8): beraber olsun
1:3:17 | MenHo.(9):  sad
1:3:22 | MenHo.(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:3:22 | dostluk(19): jador otogarýn ismi ne
1:3:23 | Jodor(0): oradan þekersiz bi çay dök bana
1:3:24 | tavsanpaladin55(7): Manyak lag var la :D
1:3:25 | [CMD] Asi_Kaptan(20) => /as
1:3:26 | huso608(8): sabaha kadar nasýl gecer baska turlu
1:3:28 | DarkFlow(18): las ventruas
1:3:28 | [CMD] huso608(8) => /as
1:3:31 | [CMD] huso608(8) => /spec 9
1:3:33 | sezzer(10): pingin normal la
1:3:33 | Asi_Kaptan(20):  /sa /as
1:3:34 | [CMD] DarkFlow(18) => /as
1:3:38 | Jodor(0): sen daha benim ismimi söyleyemiyorsun jador diyorsun
1:3:40 | tavsanpaladin55(7): bende anlama çalýþýyorum
1:3:46 | Jodor(0): otogarýna ismini nasýl anlayacan :D
1:3:55 | Jodor(0): las venturas
1:3:56 | DarkFlow(18): :D
1:3:59 | tavsanpaladin55(7): suan kargocuyum knk mesela :D
1:4:4 | [CMD] dostluk(19) => /rescue
1:4:4 | sezzer(10): þýmartýyorsunuz server bey
1:4:5 | tavsanpaladin55(7): ls de dolasýyorum
1:4:12 | sezzer(10): vay akü
1:4:16 | [LOCAL]DarkFlow(18): kodor :D
1:4:16 | [CMD] DarkFlow(18) => /l kodor :D
1:4:22 | [CMD] huso608(8) => /spec 7
1:4:29 | dostluk(19): pardon jador
1:4:34 | Jodor(0): jador
1:4:34 | tavsanpaladin55(7): boyutlar arasý geziyorum
1:4:37 | Jodor(0): deðil
1:4:41 | Jodor(0): Jodor
1:4:44 | tavsanpaladin55(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:4:44 | huso608(8) Oduncu olarak spawn oldu.
1:4:45 | Jodor(0): Jodorowsky
1:4:53 | Jodor(0): Alejandro Jodorowsky
1:5:0 | [CMD] dostluk(19) => /rescue
1:5:5 | sezzer(10): kapattým motoru lv karakolda seni bekliyom
1:5:7 | Jodor(0): kapýdayýz gel dostluk
1:5:9 | [KAMYONCU] Asi_Kaptan, Diver Island Farm'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 175822$, 1 Skor ve 5 EXP Sure: 512 Saniye
1:5:28 | dostluk(19): arabayla gelim
1:5:34 | [LOCAL]DarkFlow(18): :D
1:5:34 | [CMD] DarkFlow(18) => /l :D
1:5:36 | [CMD] huso608(8) => /spec 19
1:5:44 | Jodor(0):  /rescue yap gel
1:5:48 | {FFCC00}dostluk(19) Otobus Soforu olarak spawn oldu.
1:5:49 | huso608(8): oldu
1:5:53 | [CMD] Jodor(0) => /animlist
1:5:57 | huso608(8): koca benzinligi patlattý
1:6:0 | [CMD] dostluk(19) => /rescue
1:6:7 | [CMD] Jodor(0) => /yagmurduaisi
1:6:14 | [CMD] Jodor(0) => /yagmurduasi
1:6:25 | [CMD] huso608(8) => /spec 19
1:6:27 | tavsanpaladin55(7) oyuna girdi [IP: 88.244.117.180]
1:6:30 | dostluk(19): hangisine ýþýnlancam
1:6:33 | [CMD] Jodor(0) => /animkapat
1:6:37 | 
1:6:38 | huso608(8): @19 /rescue lv 
1:6:38 | Jodor(0): las venturas
1:6:40 | {FFCC00}tavsanpaladin55(7) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
1:6:42 | [CMD] DarkFlow(18) => /animlist
1:6:42 | Jodor(0): las venturas
1:6:46 | Jodor(0): las venturas
1:6:47 | [CMD] DarkFlow(18) => /konus
1:6:51 | [CMD] dostluk(19) => /rescue
1:6:55 | [CMD] DarkFlow(18) => /konus
1:7:0 | [CMD] huso608(8) => /spec 7
1:7:3 | [CMD] tavsanpaladin55(7) => /araba
1:7:9 | tavsanpaladin55(7): düzeldi sanýrým
1:7:11 | [CMD] DarkFlow(18) => /konus
1:7:17 | sezzer(10): o zaman lv 
1:7:26 | [CMD] huso608(8) => /specoff
1:7:26 | huso608(8) Oduncu olarak spawn oldu.
1:7:26 | [CMD] tavsanpaladin55(7) => /rescue
1:7:30 | [CMD] huso608(8) => /rescue
1:7:40 | [CMD] huso608(8) => /odunsat
1:7:45 | [CMD] huso608(8) => /meslek
1:7:53 | {FFCC00}huso608(8) {FFFFFF}Kamyoncu olarak spawn oldu.
1:7:58 | [LOCAL]tavsanpaladin55(7): camýný sileyimmi abi
1:7:58 | [CMD] tavsanpaladin55(7) => /l camýný sileyimmi abi
1:8:7 | [LOCAL]sezzer(10): olm saçmalama koskoca fbý
1:8:7 | [CMD] sezzer(10) => /l olm saçmalama koskoca fbý
1:8:9 | [SirketCHT] Jodor(0): ! iöçeriden güzel sürülüyor
1:8:14 | [LOCAL]tavsanpaladin55(7): dur abi ekmek parasý be
1:8:14 | [CMD] tavsanpaladin55(7) => /l dur abi ekmek parasý be
1:8:15 | [LOCAL]sezzer(10): cam mý siler
1:8:15 | [CMD] sezzer(10) => /l cam mý siler
1:8:17 | [CMD] tavsanpaladin55(7) => /ise
1:8:22 | [LOCAL]tavsanpaladin55(7): gýv gýv
1:8:22 | [CMD] tavsanpaladin55(7) => /l gýv gýv
1:8:22 | [LOCAL]sezzer(10): sen benzin koy bakim
1:8:22 | [CMD] sezzer(10) => /l sen benzin koy bakim
1:8:27 | [CMD] tavsanpaladin55(7) => /animkapat
1:8:32 | [LOCAL]tavsanpaladin55(7): qweqewq
1:8:32 | [CMD] tavsanpaladin55(7) => /l qweqewq
1:8:34 | dostluk(19): otobus alýyýmmý
1:8:34 | [LOCAL]tavsanpaladin55(7): ln
1:8:34 | [CMD] tavsanpaladin55(7) => /l ln
1:8:37 | [SirketCHT] DarkFlow(18): ! ayn :D
1:8:41 | Jodor(0): alma
1:8:45 | tavsanpaladin55(7): küpekler ve suriler giremez yazýyor
1:8:49 | dostluk(19): tamam
1:8:54 | sezzer(10): o zaman ben iniyim
1:8:58 | tavsanpaladin55(7): hoyda
1:9:24 | [LOCAL]tavsanpaladin55(7): son ses acýk unutmusum aq
1:9:24 | [CMD] tavsanpaladin55(7) => /l son ses acýk unutmusum aq
1:9:26 | [LOCAL]tavsanpaladin55(7): kulagým acýdý
1:9:26 | [CMD] tavsanpaladin55(7) => /l kulagým acýdý
1:9:26 | sezzer(10): bu saçma ve anlamsýz hareketten sonra devam edebiliriz
1:9:36 | tavsanpaladin55(7): ee knk nabýyon
1:9:37 | tavsanpaladin55(7): :D
1:9:38 | dostluk(19): disko bekle bizi
1:9:40 | sezzer(10): napim knk
1:9:45 | [LOCAL]DarkFlow(18): :D
1:9:45 | [CMD] DarkFlow(18) => /l :D
1:9:57 | [CMD] huso608(8) => /sirketdorse
1:10:2 | [CMD] Jodor(0) => /boombox yerekoy
1:10:11 | [CMD] DarkFlow(18) => /sarap
1:10:21 | [LOCAL]DarkFlow(18): /sarap yaz 
1:10:21 | [CMD] DarkFlow(18) => /l /sarap yaz 
1:10:27 | [CMD] Jodor(0) => /sarap
1:10:28 | sezzer(10): týr mý yapsak napsak
1:10:31 | tavsanpaladin55(7): bu aracýn arkasýnda üçgen var
1:10:34 | [CMD] dostluk(19) => /sarap
1:10:37 | tavsanpaladin55(7): kesin immunati 
1:10:48 | [LOCAL]DarkFlow(18): mause sag týk 
1:10:48 | [CMD] DarkFlow(18) => /l mause sag týk 
1:10:53 | sezzer(10): bu bilgiyle artýk yaþamana izin veremeyiz
1:11:4 | [CMD] tavsanpaladin55(7) => /hayatziplamasi
1:11:5 | [CMD] huso608(8) => /work
1:11:7 | tavsanpaladin55(7): qwewqe
