0:0:16 | [CMD] TIRCI(16) => /araba
0:37:8 | Yumurta(10): çünkü þuan bana konya diyor ben los santosdayým :ASD:ASD:
0:37:8 | huso608(7): bunlarý gorev yaparak alýsaxaksýnýz
0:37:17 | [CMD] huso608(7) => /goto 10
0:37:24 | sezzer(19): tamam konya ya ls den giriliyo zaten
0:37:52 | huso608(7): takip et
0:38:4 | [CMD] sezzer(19) => /work
0:38:7 | enginaydemir(8): amerikayla türkiye çiftleþmiþ gibi
0:38:13 | [CMD] huso608(7) => /atamir
0:38:14 | [CMD] huso608(7) => /fuel
0:38:43 | [CMD] sezzer(19) => /work
0:38:48 | [CMD] sezzer(19) => /work
0:39:58 | [OTOBUSCU] Yumurta, Las Venturas Otogar'den Konya Otogar'e Yolcu tasidi. Kazanc: 20048$ ve 3 Skor Sure: 1312 Saniye
0:40:9 | Yumurta(10): Teþekkür ettim huso 
0:40:17 | huso608(7): Rica Edeerim Vazifem
0:40:31 | Yumurta(10): Daha yeni görevden 17 bin para aldým 22 bin kapýlara gitti ben biþey anlamadým hahahaahaha
0:40:48 | huso608(7): @10 bu sw de geldigi gibi gider para
0:40:55 | huso608(7): týr mesleginde para var
0:41:5 | huso608(7): otobus mesleginde skor kazanýrsýn
0:41:5 | baraodichnl(11): 100binn
0:41:11 | baraodichnl(11): ama cok zor :d
0:41:14 | Yumurta(10): Týrcý olamýyormuyuz :D
0:41:15 | [CMD] sezzer(19) => /work
0:41:23 | huso608(7): olursun   /meslek
0:41:30 | [CMD] Yumurta(10) => /meslek
0:41:34 | [CMD] Yumurta(10) => /meslek
0:41:36 | [CMD] Yumurta(10) => /meslek
0:41:40 | [OTOBUSCU] enginaydemir, Ankara Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 9795$ ve 2 Skor Sure: 1573 Saniye
0:41:48 | huso608(7): ehliyetin olursa senin avantajýn olur kendin secersin gidecegin yeri 
0:41:49 | Yumurta(10): aranýyorken meslek deðiþtiremezsiniz diyor
0:41:54 | huso608(7):   /karakol
0:41:59 | huso608(7):   /cezaode
0:42:1 | [CMD] Yumurta(10) => /karakol 
0:42:8 | [CMD] Yumurta(10) => /cezaode
0:42:14 | [CMD] Yumurta(10) => /meslek
0:42:20 | {FFCC00}Yumurta(10) {FFFFFF}Kamyoncu olarak spawn oldu.
0:42:30 | [CMD] enginaydemir(8) => /tamir
0:42:36 | huso608(7): yýldýzýn bulundugu icin oyunda polis yok ise /karakol ýsýnlanýrsýn /cezaode ile ceaný odersin
0:42:42 | [CMD] Yumurta(10) => /kemer
0:42:51 | [CMD] Yumurta(10) => /work
0:42:55 | huso608(7): polis veya cevik var ise arkadaslar gelip cezaný keserler
0:43:6 | [CMD] Yumurta(10) => /work
0:43:10 | [CMD] sezzer(19) => /work
0:43:16 | [CMD] huso608(7) => /cleanupcars
0:43:54 | [CMD] sezzer(19) => /saat 13
0:44:8 | [CMD] enginaydemir(8) => /meslek
0:44:12 | [CMD] huso608(7) => /asay Rehber Alýmlarý Acýlmýstýr. Basvuru Yapmak icin www.truckksamp.com a Basvurularýný Yapabilirler
0:44:21 | [CMD] huso608(7) => /asay Rehber Alýmlarý Acýlmýstýr. Basvuru Yapmak icin www.trucksamp.com a Basvurularýný Yapabilirler
0:44:25 | {FFCC00}enginaydemir(8) {FFFFFF}Kamyoncu olarak spawn oldu.
0:44:34 | [CMD] huso608(7) => /asay2 Rehber Alýmlarý Acýlmýstýr. Basvuru Yapmak icin www.trucksamp.com a Basvurularýný Yapabilirler
0:44:48 | huso608(7): Rehber Alýmlarý Acýlmýstýr. Basvuru Yapmak icin www.trucksamp.com a Basvurularýný Yapabilirler
0:45:54 | [CMD] huso608(7) => /asay Vip,Donator,Sirket,Para,Skor Satýslarýmýz Son Hýzla Devam Etmektedir.www.trucksamp.com
0:46:3 | [CMD] sezzer(19) => /work
0:46:9 | [CMD] huso608(7) => /rescue
0:46:17 | [CMD] huso608(7) => /cleanupcars
0:46:37 | [CMD] huso608(7) => /cantazele
0:46:40 | [CMD] sezzer(19) => /skapat
0:46:53 | Yumurta(10): LS Warehouse'a nasýl giderim 
0:47:16 | sezzer(19): ek map deðil galiba o
0:47:22 | sezzer(19): esc bas map den bak
0:47:29 | sezzer(19): denizde deðilse orjinal mapdedir
0:47:33 | sezzer(19): e onu da bulursun artýk
0:47:45 | huso608(7): ls de onu kendin de bulabilirsin
0:47:52 | Yumurta(10): denizde olduðu için sordum
0:47:57 | huso608(7): kýrmýzý ucgeni takip et
0:49:16 | [CMD] sezzer(19) => /work
0:50:10 | Yumurta(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:50:40 | [CMD] sezzer(19) => /stamir
0:50:55 | Sancak(12):  
0:50:59 | [CMD] Sancak(12) => /a hüso baþkan
0:51:4 | [CMD] Sancak(12) => /a instigram   Trucksampp
0:51:7 | [CMD] Sancak(12) => /a takip et abi
0:51:17 | [CMD] Sancak(12) => /asay TruckSamp Ýnstigram Sayfamýz Açýlmýþtýr Takip Ýçin trucksampp
0:51:17 | [CMD] Sancak(12) => /asay TruckSamp Ýnstigram Sayfamýz Açýlmýþtýr Takip Ýçin trucksampp
0:51:37 | [CMD] huso608(7) => /a tmm baba instigram yazma instagram yaz baskan
0:51:51 | [CMD] Sancak(12) => /a he abi la dogru :ASD.SA
0:51:59 | [CMD] Sancak(12) => /a abim ben kaçar sen duyurursun arada
0:51:59 | [CMD] huso608(7) => /a sen iyisin demi
0:52:6 | [CMD] huso608(7) => /a aynen gorusuruz
0:52:15 | Sancak(12) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:53:27 | [CMD] sezzer(19) => /work
0:53:50 | enginaydemir(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:54:50 | ahmet55(6) oyuna girdi [IP: 78.167.145.181]
0:54:52 | baraodichnl(11): O mu Ben mi Dedim sizce o ne dedi
0:55:2 | 
0:55:6 | 
0:55:12 | sezzer(19): o dedi
0:55:13 | [CMD] ahmet55(6) => /sa
0:55:15 | [CMD] baraodichnl(11) => /as
0:55:16 | [CMD] sezzer(19) => /as
0:55:18 | [CMD] huso608(7) => /as
0:55:37 | baraodichnl(11): o bunu dedi : Ben Ne Biliyim YAAANDEXmiyim
0:55:38 | [CMD] ahmet55(6) => /work
0:55:48 | sezzer(19): kaç kaç kaç
0:55:52 | baraodichnl(11): :D
0:55:57 | [CMD] huso608(7) => /uyar 11 Buyuk Harf Yasak
0:56:3 | baraodichnl(11): hoppala 
0:56:8 | baraodichnl(11): ayip ayi
0:56:11 | baraodichnl(11): ayip ayip
0:56:20 | sezzer(19): ayýp yatakda olur kanka
0:56:24 | baraodichnl(11): :D
0:56:25 | [CMD] sezzer(19) => /work
0:56:27 | baraodichnl(11): sjsjadfsjfnjk
0:56:48 | baraodichnl(11): olmek istiyorum
0:56:59 | baraodichnl(11): olmedim
0:57:4 | sezzer(19): 1 görev daha yapmak istemiyorum la
0:57:5 | baraodichnl(11): oyuncu olmuyor :D
0:57:9 | sezzer(19): 100 k ateþlicek var mý
0:57:18 | baraodichnl(11) sezzer(19)'a 500000$ para gönderdi
0:57:18 | [CMD] baraodichnl(11) => /paragonder 19 500000
0:57:22 | baraodichnl(11): 5 tane 100k :D
0:57:31 | sezzer(19): oo adam 500 ateþledi atlýyorum uçakdan :D
0:57:36 | baraodichnl(11): asdasfionam
0:57:41 | sezzer(19): öldüm
0:57:43 | {FFCC00}sezzer(19) {FFFFFF}Pilot olarak spawn oldu.
0:57:43 | sezzer(19): hjasgdhsd
0:57:47 | [CMD] sezzer(19) => /rescue
0:57:49 | baraodichnl(11): hayirr ben olucektim :d
0:57:58 | [CMD] ahmet55(6) => /tamir
0:58:0 | baraodichnl(11): abi banada olmek formulunu versene
0:58:11 | sezzer(19): helvam un helvasý olsun
0:58:17 | sezzer(19): þekerini az atmayýn
0:58:25 | baraodichnl(11): yarim saatir arac otoparklarinin ustune cikip atliyorum olmuyorum
0:58:32 | baraodichnl(11): tamam :d
0:59:2 | baraodichnl(11): kanka
0:59:11 | [CMD] sezzer(19) => /galeri
0:59:20 | [ARAC] sezzer(19), 541 ID'li 
0:59:27 | baraodichnl(11): ben bi res atip geliyorum
0:59:31 | sezzer(19): tmm
0:59:33 | [CMD] sezzer(19) => /araba
0:59:45 | baraodichnl(11): ASNFKJandgjsngjkNKGNJKASNFASFNNNNNNNNNNNNNNNNNNNN
0:59:50 | baraodichnl(11): asiofJFiooooooooooooooooooooooooooooooooooo
0:59:56 | baraodichnl(11): ASSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
1:0:2 | [CMD] sezzer(19) => /meslek
1:0:4 | baraodichnl(11): OSPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP
1:0:7 | sezzer(19) Itfaiyeci olarak spawn oldu.
1:0:7 | [CMD] huso608(7) => /mute 11 500 Gereksiz Ýsgal
1:0:11 | sezzer(19): ahsdgjhgasda
1:0:14 | sezzer(19): kick yemedi
1:0:17 | [CMD] sezzer(19) => /araba
1:0:18 | [CMD] baraodichnl(11) => /pm 19 ;adasd
1:0:33 | [CMD] baraodichnl(11) => /sorusor admin bey ac bisey dicemD:
1:0:36 | huso608(7): fazla uzatýrsa ban a kadar yolu var
1:0:41 | [CMD] huso608(7) => /sorular
1:0:47 | [CMD] ahmet55(6) => /pcc
1:0:58 | [CMD] huso608(7) => /sorukabul 11
1:1:5 | [CMD] huso608(7) => /ypm evet soyle bakalým
1:1:16 | [CMD] baraodichnl(11) => /ypm sana degil sezere soyleyecegim :D
1:1:29 | [CMD] huso608(7) => /ypm pm si ile gonder
1:1:42 | [CMD] baraodichnl(11) => /ypm gitmiyor
1:1:48 | [CMD] baraodichnl(11) => /ypm susturulmusken atamiyorum
1:2:2 | [CMD] huso608(7) => /ypm saniyeni bekle uzatmaya devam edersen ban seebebine kadar gider
1:2:11 | [CMD] baraodichnl(11) => /ypm uzatmiyorum
1:2:21 | [CMD] baraodichnl(11) => /ypm ac sunu bisey dicem
1:2:34 | [CMD] huso608(7) => /ypm saniyeni bekle
1:2:36 | [CMD] sezzer(19) => /rescue
1:2:37 | [CMD] huso608(7) => /ybitir
1:2:45 | [CMD] sezzer(19) => /araba
1:2:58 | [CMD] baraodichnl(11) => /basarimlar
1:3:40 | baraodichnl(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:3:40 | [CMD] sezzer(19) => /araba
1:3:52 | [CMD] sezzer(19) => /tamir
1:4:10 | Jodor(8) oyuna girdi [IP: 88.244.176.80]
1:4:21 | 
1:4:26 | {FFCC00}Jodor(8) {FFFFFF}Kamyoncu olarak spawn oldu.
1:4:26 | sezzer(19): ulan ben bu araç düzenini yapmakdan býktým
1:4:30 | [CMD] ahmet55(6) => /work
1:4:31 | [CMD] Jodor(8) => /sa
1:4:33 | sezzer(19): park ediyorum evin önüne
1:4:35 | [CMD] huso608(7) => /as
1:4:37 | [CMD] Jodor(8) => /myskin 292
1:4:43 | sezzer(19): reset atýlýnca araçlar baþka yere gidiyo
1:4:45 | [CMD] sezzer(19) => /as
1:4:47 | [CMD] Jodor(8) => /karakol
1:4:53 | huso608(7): aynen problem bulunmakta matite bey ilgilenecek
1:4:53 | [CMD] Jodor(8) => /cezaode
1:4:57 | [CMD] Jodor(8) => /meslek
1:5:2 | Jodor(8) Mafya olarak spawn oldu.
1:5:2 | [CMD] sezzer(19) => /araba
1:5:11 | [CMD] Jodor(8) => /rescue
1:5:12 | [CMD] sezzer(19) => /araba
1:5:21 | [CMD] Jodor(8) => /work
1:5:32 | [CMD] Jodor(8) => /kemer
1:5:49 | [CMD] sezzer(19) => /araba
1:6:4 | [CMD] sezzer(19) => /araba
1:6:21 | [CMD] sezzer(19) => /araba
1:6:56 | [CMD] sezzer(19) => /araba
1:8:25 | [CMD] huso608(7) => /paggesize 10
1:8:54 | [CMD] sezzer(19) => /araba
1:9:13 | [CMD] sezzer(19) => /araba
1:9:25 | [CMD] ahmet55(6) => /tamir
1:9:41 | [CMD] Jodor(8) => /vtamir
1:9:46 | [CMD] huso608(7) => /sirketdorse
1:9:49 | [CMD] sezzer(19) => /araba
1:10:19 | [CMD] huso608(7) => /boombox yerdenkaldýr
1:10:21 | Sancak(9) oyuna girdi [IP: 88.251.31.141]
1:10:25 | [CMD] sezzer(19) => /park
1:10:25 | [CMD] huso608(7) => /boombox 
1:10:30 | [CMD] sezzer(19) => /araba
1:10:31 | 
1:10:32 | [CMD] huso608(7) => /boombox yerdenal
1:10:32 | {FFCC00}Sancak(9) {FFFFFF}Kamyoncu olarak spawn oldu.
1:10:34 | [CMD] Sancak(9) => /admgiris
1:10:36 | [CMD] Sancak(9) => /sa
1:10:37 | [CMD] Sancak(9) => /afk
1:10:38 | [CMD] huso608(7) => /boombox yerdenal
1:10:38 | [CMD] sezzer(19) => /as
1:10:39 | [CMD] sezzer(19) => /araba
1:10:41 | [CMD] Jodor(8) => /as
1:10:41 | [CMD] Sancak(9) => /musait
1:10:42 | [CMD] ahmet55(6) => /As
1:10:44 | Sancak(9): afk
1:10:46 | [CMD] huso608(7) => /as
1:10:48 | [CMD] ahmet55(6) => /meslek
1:10:49 | [CMD] huso608(7) => /a tmm
1:10:53 | [CMD] Sancak(9) => /sac
1:10:54 | sezzer(19):  /park komutu sýkýntýlý
1:11:7 | [CMD] Jodor(8) => /vtamir
1:11:11 | {FFCC00}ahmet55(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:11:14 | sezzer(19): araç benim ama kendinize ait olmayan aracý park edemezsiniz diyo
1:11:21 | Jodor(8): mafya vipliyken fena para veriyormuþ :)
1:11:22 | [CMD] huso608(7) => /boombox
1:11:24 | [CMD] Jodor(8) => /work
1:11:25 | sezzer(19): araç menüsünden girip park et yapmak zorunda kalýyoruz
1:11:32 | [CMD] Jodor(8) => /work
1:11:40 | [CMD] Jodor(8) => /work
1:11:46 | [CMD] Jodor(8) => /work
1:11:51 | [CMD] sezzer(19) => /araba
1:11:55 | [CMD] ahmet55(6) => /sirketdorse
1:11:58 | [CMD] sezzer(19) => /araba
1:12:6 | huso608(7) oyundan cIktI (Hata/Crash) (IP: 178.245.234.216)
1:12:15 | [CMD] ahmet55(6) => /sirketdorse
1:12:15 | huso608(7) oyuna girdi [IP: 178.245.234.216]
1:12:19 | [CMD] sezzer(19) => /araba
1:12:27 | [CMD] sezzer(19) => /araba
1:12:30 | [CMD] ahmet55(6) => /work
1:12:47 | huso608(7) oyundan cIktI (Hata/Crash) (IP: 178.245.234.216)
1:12:48 | [CMD] ahmet55(6) => /bonus
1:12:49 | [CMD] sezzer(19) => /araba
1:12:57 | Jodor(8): huso crash veriyor
1:13:16 | [CMD] ahmet55(6) => /pcc
1:13:16 | huso608(7) oyuna girdi [IP: 178.245.234.216]
1:13:19 | [CMD] sezzer(19) => /araba
1:13:27 | 
1:13:29 | sezzer(19): araç res plz
1:13:32 | {FFCC00}huso608(7) {FFFFFF}Kamyoncu olarak spawn oldu.
1:13:36 | [CMD] huso608(7) => /admgiris
1:13:42 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:13:44 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:13:46 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:13:48 | [CMD] huso608(7) => /respawncars
1:13:48 | [CMD] huso608(7) => /cantazele
1:13:58 | Sancak(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:13:58 | Jodor(8) oyundan cIktI (Hata/Crash) (IP: 88.244.176.80)
1:14:15 | [CMD] huso608(7) => /boombox Yerekoy
1:14:22 | [CMD] huso608(7) => /boombox Yerdenal
1:14:40 | [CMD] huso608(7) => /boombox Yerdenal
1:14:46 | sezzer(19): ooo ihsan ýn evi kes
1:14:52 | [CMD] huso608(7) => /spec 19
1:14:53 | sezzer(19): havuzmu mavuzlu
1:15:21 | [CMD] huso608(7) => /specoff
1:15:21 | {FFCC00}huso608(7) {FFFFFF}Kamyoncu olarak spawn oldu.
1:15:41 | [CMD] huso608(7) => /kemer
1:15:48 | [CMD] huso608(7) => /sirketdorse
1:16:20 | [CMD] ahmet55(6) => /rescue
1:16:24 | [CMD] ahmet55(6) => /gobus
1:16:26 | [CMD] huso608(7) => /work
1:16:33 | [CMD] ahmet55(6) => /rescue
1:17:0 | [CMD] ahmet55(6) => /meslek
1:17:9 | 
1:17:20 | [CMD] ahmet55(6) => /work
1:17:34 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:17:36 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:17:39 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:17:41 | [CMD] huso608(7) => /respawncars
1:17:43 | [CMD] huso608(7) => /cantazele
1:17:50 | [CMD] ahmet55(6) => /modifiye
1:17:57 | [CMD] huso608(7) => /cc
1:18:2 | [CMD] huso608(7) => /dtemizle
1:18:3 | [CMD] ahmet55(6) => /modifiye
1:18:18 | [CMD] ahmet55(6) => /modifiye
1:19:8 | [CMD] ahmet55(6) => /cevir
1:19:12 | [CMD] huso608(7) => /asiriyuk
1:19:12 | [CMD] ahmet55(6) => /tamir
1:20:1 | Jere20101(8) oyuna girdi [IP: 87.155.228.35]
1:20:30 | {FFCC00}Jere20101(8) Otobus Soforu olarak spawn oldu.
1:20:44 | Jere20101(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
1:21:51 | [CMD] sezzer(19) => /sigara1
1:21:53 | [CMD] sezzer(19) => /sigara1
1:22:28 | [CMD] sezzer(19) => /sigara1
1:22:39 | [KAMYONCU] huso608, LV Refinery'den Countryside Gas Station'e Kursunsuz Benzin tasidi. Kazanc: 23614$, 2 Skor ve 5 EXP Sure: 163 Saniye
1:22:47 | [CMD] huso608(7) => /work
1:23:0 | [CMD] sezzer(19) => /animkapat
1:23:7 | [CMD] sezzer(19) => /sigara1
1:23:17 | [CMD] sezzer(19) => /animkapat
1:23:59 | [CMD] ahmet55(6) => /work
1:24:40 | sezzer(19) Itfaiyeci olarak spawn oldu.
1:24:49 | [CMD] sezzer(19) => /araba
1:26:7 | [CMD] sezzer(19) => /modifiye
1:27:17 | [CMD] sezzer(19) => /tamir
1:29:1 | [CMD] ahmet55(6) => /work
1:29:39 | [CMD] sezzer(19) => /tair
1:29:43 | [CMD] sezzer(19) => /tamir
1:30:10 | [CMD] sezzer(19) => /rescue
1:30:38 | huso608(7): su an en zengin týrcýyým kardaslar nedeni ise su kursunsuz benzin yuklu týrým
1:30:58 | huso608(7): litresi 6 lira
1:31:5 | [CMD] sezzer(19) => /tamir
1:31:8 | [CMD] sezzer(19) => /araba
1:33:58 | [CMD] ahmet55(6) => /tamir
1:35:29 | [CMD] ahmet55(6) => /araba
1:35:32 | [CMD] sezzer(19) => /meslek
1:35:35 | 
1:35:38 | [CMD] sezzer(19) => /araba
1:35:53 | [LOCAL]sezzer(19): kg reyiz
1:35:53 | [CMD] sezzer(19) => /l kg reyiz
1:36:9 | [LOCAL]ahmet55(6): sagol gel býrlýkte yapalým
1:36:9 | [CMD] ahmet55(6) => /l sagol gel býrlýkte yapalým
1:36:19 | [LOCAL]sezzer(19): geziyom kanka nrg yi yeni aldým
1:36:19 | [CMD] sezzer(19) => /l geziyom kanka nrg yi yeni aldým
1:36:24 | [LOCAL]sezzer(19): tozunu atýyom
1:36:24 | [CMD] sezzer(19) => /l tozunu atýyom
1:36:26 | [CMD] ahmet55(6) => /araba
1:37:22 | sezzer(19): :D
1:37:25 | ahmet55(6): :d
1:37:31 | sezzer(19): keþke video çeken olsa
1:38:10 | huso608(7): bandicam yokmu sende
1:38:13 | sezzer(19): kanka atla köprünün tepesine çýkalým
1:38:17 | sezzer(19): yok
1:38:24 | sezzer(19): çok güzel sigara içiliyo orda
1:38:27 | huso608(7): indir baba rahat edersin
1:38:36 | sezzer(19): üþengeçlik
1:39:49 | ahmet55(6): :D
1:39:52 | sezzer(19): in babuþ
1:39:57 | [CMD] ahmet55(6) => /dans 4
1:39:58 | sezzer(19): dikkat et düþme
1:40:24 | [CMD] sezzer(19) => /sigara1
1:40:31 | sezzer(19): gel send eyak bi dane
1:40:47 | sezzer(19): araç res
1:40:51 | huso608(7): caným cekti 
1:40:51 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:40:54 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:40:56 | [CMD] huso608(7) => /asay Arac Res Geliyor!!! 
1:40:58 | [CMD] huso608(7) => /respawncars
1:40:58 | [CMD] huso608(7) => /cantazele
1:41:10 | [CMD] ahmet55(6) => /sigara 1
1:41:12 | sezzer(19): arkaný duvara ver
1:41:15 | sezzer(19): dön
1:41:22 | sezzer(19): yaz
1:41:22 | [CMD] ahmet55(6) => /sigara 1
1:41:27 | [CMD] ahmet55(6) => /sigara1
1:41:41 | huso608(7): gonder bi tane mounths dayým
1:41:45 | sezzer(19): :D
1:41:48 | [CMD] ahmet55(6) => /sarap
1:41:52 | sezzer(19): goto ol sende gel babuþ
1:41:55 | [CMD] ahmet55(6) => /sarap
1:41:59 | sezzer(19): burasý püfür püfür
1:42:1 | sezzer(19): esiyo
1:42:15 | [CMD] ahmet55(6) => /uzan
1:42:18 | huso608(7): ne zengin ol ne fukara her yemekten sonra yak bi cýgara
1:42:23 | [CMD] ahmet55(6) => /animlist
1:42:31 | [CMD] ahmet55(6) => /31
1:42:51 | sezzer(19): ss aldým ahmet atarým eðlence bölümüne
1:42:54 | [CMD] ahmet55(6) => /animkapat
1:43:0 | ahmet55(6): olur :D
1:43:11 | sezzer(19): köprü baþýnda mola veren kargocular
1:43:11 | [CMD] ahmet55(6) => /animkapat
1:43:12 | sezzer(19): :D
1:43:16 | ahmet55(6): :D
1:43:20 | [CMD] ahmet55(6) => /dans 4
1:43:38 | sezzer(19): ovvv yis 
1:44:17 | [KAMYONCU] huso608, KACC Military Fuels'den Xoomer Gas Station'e Kursunsuz Benzin tasidi. Kazanc: 37550$, 1 Skor ve 5 EXP Sure: 731 Saniye
1:44:19 | sezzer(19): :D
1:44:27 | [CMD] sezzer(19) => /animkapat
1:44:28 | [CMD] ahmet55(6) => /sabri
1:44:31 | [CMD] sezzer(19) => /dans4
1:44:33 | [CMD] sezzer(19) => /dans 4
1:44:39 | [CMD] ahmet55(6) => /dans 4
1:44:50 | sezzer(19): o hareketleri nasý yapýyoz
1:45:6 | sezzer(19): ?
1:45:7 | ahmet55(6): w bosluk býrlýkte bas
1:45:23 | [CMD] huso608(7) => /spec 6
1:45:43 | ahmet55(6): :D
1:45:46 | huso608(7): striptiz mi baslýyor yoksa
1:45:50 | [CMD] huso608(7) => /specoff
1:45:50 | {FFCC00}huso608(7) {FFFFFF}Kamyoncu olarak spawn oldu.
1:46:9 | sezzer(19): burda pek iyi þeyler olmuyo :D
1:46:13 | [CMD] sezzer(19) => /dans 1
1:46:14 | [CMD] sezzer(19) => /dans 1
1:46:14 | [CMD] huso608(7) => /kemer 
1:46:17 | [CMD] ahmet55(6) => /ise
1:46:17 | [CMD] huso608(7) => /work
1:46:20 | [CMD] ahmet55(6) => /31
1:46:44 | [CMD] ahmet55(6) => /dans 2
1:46:52 | [CMD] sezzer(19) => /saplakat
1:46:52 | [CMD] huso608(7) => /l
1:46:54 | [CMD] sezzer(19) => /saplakat
1:47:0 | [CMD] ahmet55(6) => /elsalla
1:47:4 | [CMD] ahmet55(6) => /dans 3
1:47:5 | [CMD] sezzer(19) => /saplakat
1:47:13 | [CMD] sezzer(19) => /saplakat
1:47:16 | ahmet55(6): :D
1:47:22 | sezzer(19): olm ne ss ler aldým ya komedi :D
1:47:25 | [CMD] ahmet55(6) => /elsalla
1:47:33 | [CMD] sezzer(19) => /otur
1:47:43 | [CMD] ahmet55(6) => /animlist
1:47:47 | [CMD] ahmet55(6) => /dus
1:47:53 | ahmet55(6): :D
1:47:54 | [CMD] sezzer(19) => /animkapat
1:47:55 | huso608(7): aslýnda kamera olucak o zaman nasýl gulmekten olurler var ya
1:48:2 | [CMD] sezzer(19) => /duskalk
1:48:11 | ahmet55(6): huso gel sende
1:48:34 | huso608(7): sagolun islerim var
1:48:35 | [CMD] sezzer(19) => /animkapat
1:48:44 | [CMD] ahmet55(6) => /kalk
1:48:47 | [CMD] sezzer(19) => /dus
1:48:50 | [CMD] ahmet55(6) => /animlist
1:48:58 | [CMD] sezzer(19) => /animkapat
1:49:0 | [CMD] huso608(7) => /cevir
1:49:3 | [CMD] ahmet55(6) => /saril
1:49:6 | [CMD] ahmet55(6) => /dans 4
1:49:15 | [CMD] ahmet55(6) => /saril
1:49:16 | [CMD] huso608(7) => /atamir
1:49:16 | [CMD] huso608(7) => /fuel
1:49:19 | sezzer(19): bu güzel molayý burda bitirip aþaðý mý atlasak
1:49:22 | [CMD] ahmet55(6) => /saril
1:49:27 | ahmet55(6): :D
1:49:32 | [CMD] ahmet55(6) => /saril
1:49:42 | huso608(7): denize atlarsanýz daha kýyak olur 
1:49:45 | [CMD] ahmet55(6) => /saril
1:49:57 | [CMD] ahmet55(6) => /animlis
1:49:58 | [CMD] sezzer(19) => /saril
1:50:6 | [CMD] ahmet55(6) => /animlist
1:50:12 | sezzer(19): hadi atlayalým artýk
1:50:19 | [CMD] ahmet55(6) => /sarjör
1:50:19 | sezzer(19): hayatziplamasi yapýcam
1:50:22 | sezzer(19): iyi izle
1:50:26 | [CMD] sezzer(19) => /hayatziplamasi
1:50:34 | 
1:50:37 | ahmet55(6): :D
1:50:39 | 
1:50:39 | sezzer(19): beton varmýþ la aþaðýda
1:50:46 | huso608(7): puhh :(
1:50:49 | [CMD] ahmet55(6) => /saril
1:50:50 | sezzer(19): fukara sümüðü gibi yapýþtým
1:50:59 | [CMD] ahmet55(6) => /saril
1:51:24 | [CMD] ahmet55(6) => /uzan
1:51:25 | sezzer(19): alt tuþuna basýlý tut
1:51:29 | sezzer(19): öyle yürü
1:52:49 | sezzer(19): hayde bre pehlivan
1:53:3 | ahmet55(6): :D
1:53:5 | sezzer(19): D
1:53:14 | [CMD] ahmet55(6) => /saril
1:53:26 | [CMD] ahmet55(6) => /saril
1:53:26 | sezzer(19): sarýlmalara doymadý adam :D
1:53:38 | [CMD] ahmet55(6) => /ise
1:53:40 | [CMD] ahmet55(6) => /31
1:53:43 | [CMD] huso608(7) => /atamir
1:54:5 | ahmet55(6): sanat yapýyorum bak
1:54:6 | [CMD] huso608(7) => /loc
1:54:11 | sezzer(19): adýmý yazsana :D
1:54:20 | [CMD] sezzer(19) => /ise
1:54:23 | [CMD] sezzer(19) => /31
1:54:25 | [CMD] huso608(7) => /portloc
1:54:26 | ahmet55(6): o kadar yapamam
1:54:54 | [CMD] sezzer(19) => /animkapat
1:54:57 | ahmet55(6): yarýs yapalým
1:54:58 | ahmet55(6): :D
1:55:4 | huso608(7): beyler cay koydum buyrun beraber olsun
1:55:5 | sezzer(19): bana bakýp çekiyo adam :D
1:55:16 | ahmet55(6): eyw
1:55:29 | sezzer(19): iyi hatýrlattýn 
1:55:33 | sezzer(19): bnde bi çay koyam
1:55:36 | [CMD] sezzer(19) => /animkapat
1:55:38 | [CMD] ahmet55(6) => /uzan
1:55:40 | [CMD] sezzer(19) => /animkapat
1:55:44 | [CMD] sezzer(19) => /uzan
1:55:46 | [CMD] sezzer(19) => /animkapat
1:55:54 | [CMD] ahmet55(6) => /31
1:56:3 | [CMD] ahmet55(6) => /uzan
1:56:9 | [CMD] ahmet55(6) => /dans 4
1:56:22 | [CMD] ahmet55(6) => /araba
