0:0:0 | Kraply(13): -_-
0:9:46 | [CMD] huso608(8) => /ahirjob 19
0:9:49 | Gezegen(15): Kafalara Dikkat !!
0:9:52 | [CMD] emre_cool(13) => /tamir
0:9:52 | Konyali42(23): aga ilk imi ikincisimi
0:9:54 | [CMD] huso608(8) => /ahirjob 15
0:9:56 | [CMD] huso608(8) => /ahirjob 15
0:9:57 | HeRquL(10): ikinci
0:9:58 | Kraply(19) Itfaiyeci olarak spawn oldu.
0:9:59 | Kraply(19): hacým bi salýn beni ya
0:9:59 | [CMD] huso608(8) => /ahirjob 15
0:10:0 | [CMD] huso608(8) => /ahirjob 15
0:10:2 | Kraply(19): efkarlýyým zaten
0:10:3 | [LOCAL]HeRquL(10): ben çýkcam birazdan 
0:10:3 | [CMD] HeRquL(10) => /l ben çýkcam birazdan 
0:10:3 | Gezegen(15): la bi durun :D
0:10:4 | Konyali42(23): arada 60 var
0:10:10 | [CMD] Kraply(19) => /rescue
0:10:13 | [CMD] Emirhan4427(7) => /aa gezegenle iþiniz varmý gelirse düþürcem onu
0:10:13 | [CMD] Gezegen(15) => /animkapat
0:10:13 | HeRquL(10): sendeki sistem hangisi
0:10:16 | [CMD] Jodor(9) => /vtamir
0:10:20 | [CMD] Gezegen(15) => /animkapat
0:10:22 | CcCAtakan1907(12) oyundan cIktI (Hata/Crash) (IP: 78.190.153.55)
0:10:23 | [CMD] huso608(8) => /a geldi yanýmda
0:10:24 | Moskova_Kurdu(14): qwlejq
0:10:24 | EvoturK(24): oha
0:10:25 | [CMD] Gezegen(15) => /animkapat
0:10:25 | HeRquL(10): iç donanýmlar
0:10:26 | [LOCAL]emre_cool(13): tmm bb
0:10:26 | [CMD] emre_cool(13) => /l tmm bb
0:10:29 | [CMD] Kraply(19) => /meslek
0:10:30 | [CMD] ahmet55(16) => /meslek
0:10:31 | {FFCC00}Kraply(19) {FFFFFF}Polis olarak spawn oldu.
0:10:34 | Konyali42(23): hangi anlamda
0:10:35 | [CMD] EvoturK(24) => /fly
0:10:35 | {FFCC00}ahmet55(16) {FFFFFF}Pilot olarak spawn oldu.
0:10:35 | [CMD] Kraply(19) => /rescue
0:10:35 | [CMD] Gezegen(15) => /uzan
0:10:41 | [CMD] Gezegen(15) => /31
0:10:46 | Gezegen(15): huso nasýl :
0:10:47 | [CMD] EvoturK(24) => /giveweapon 24 rock 5000
0:10:48 | Gezegen(15): huso nasýl :D
0:10:49 | huso608(8): gezegen sende de ne cevherler varmýs 
0:10:50 | [CMD] Emirhan4427(7) => /cleanupcars tbd 
0:10:51 | huso608(8): masallah
0:10:54 | [CMD] Kraply(19) => /kemer
0:10:55 | emre_cool(13): benle kargocu olcak varmý ?
0:10:57 | [CMD] efepro0550(18) => /tamir
0:10:57 | HeRquL(10): cpu harddisk video card
0:10:58 | Konyali42(23): i5 3,2 ghz 3,6 ya kadar ucuyor
0:10:58 | huso608(8): kedicikleri aratmadýn
0:11:2 | Gezegen(15): þuan benim ekranda 31 çekiyorum
0:11:3 | [CMD] Emirhan4427(7) => /fly
0:11:4 | Gezegen(15): animkapat
0:11:8 | [CMD] Gezegen(15) => /animkapat
0:11:10 | [CMD] Jodor(9) => /sirket
0:11:11 | huso608(8): ahir isgal altýnda
0:11:12 | [CMD] Gezegen(15) => /animkapat
0:11:16 | [CMD] emre_cool(13) => /kemer
0:11:22 | [CMD] emre_cool(13) => /meslek
0:11:22 | Konyali42(23): 250 gb ssd ve beraberinde 1tb hdd
0:11:24 | Gezegen(15): Ölümsüzüm la ben :D
0:11:25 | {FFCC00}emre_cool(13) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:11:32 | Konyali42(23): ve ekran karti nvidia gtx 1050 2bg
0:11:33 | [CMD] emre_cool(13) => /rescue
0:11:33 | Moskova_Kurdu huso608'i öldürdü. Oldurme Sekli: 37
0:11:33 | [CMD] Gezegen(15) => /31
0:11:36 | Konyali42(23): ve ekran karti nvidia gtx 1050 2gb
0:11:38 | EvoturK(24): asfsaf
0:11:38 | {FFCC00}huso608(8) {FFFFFF}Kamyoncu olarak spawn oldu.
0:11:42 | [CMD] emre_cool(13) => /sac
0:11:43 | Gezegen(15): Ölümsüzüm la ben :D
0:11:43 | [CMD] huso608(8) => /goto 24
0:11:44 | Konyali42(23): toplam 430
0:11:45 | [KAMYONCU] Jodor, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 576 Saniye
0:11:46 | [CMD] emre_cool(13) => /kemer
0:11:47 | Gezegen(15): Ölümsüzüm la ben :D :D :D
0:11:47 | [CMD] Emirhan4427(7) => /god
0:11:48 | [ANTIHACK] Þüpheli Emirhan4427(7) => Can-Hilesi
0:11:48 | [CMD] Emirhan4427(7) => /god
0:11:56 | [LOCAL]huso608(8): ne yapýyon
0:11:56 | [CMD] huso608(8) => /l ne yapýyon
0:11:56 | [CMD] emre_cool(13) => /modifiye
0:11:58 | Jodor(9): 2bin150tl ediyor konyalý
0:11:59 | HeRquL(10): @23 bi tane de bize yolla :D
0:11:59 | Kraply(19): kolsuz
0:12:2 | Kraply(19): :d
0:12:6 | [CMD] Moskova_Kurdu(14) => /giveweapon 14 minigun 555555
0:12:11 | [CMD] Kraply(19) => /tamir
0:12:11 | Gezegen(15): evo çözsene bi kaldým bole kadýn baþýna 31 çekiyom
0:12:12 | Gezegen(15): evo çözsene bi kaldým bole kadýn baþýna 31 çekiyom
0:12:13 | [LOCAL]EvoturK(24): emirhaný roketliyom asfsa
0:12:13 | [CMD] EvoturK(24) => /l emirhaný roketliyom asfsa
0:12:14 | HeRquL(10): abdullah gta 5 kaldýrýrmý
0:12:19 | {FFCC00}Kraply(19) {FFFFFF}Polis olarak spawn oldu.
0:12:20 | [CMD] huso608(8) => /ahirjob 15
0:12:20 | [CMD] EvoturK(24) => /fly
0:12:21 | [CMD] huso608(8) => /ahirjob 15
0:12:21 | HeRquL(10): :ASD:asd
0:12:21 | Konyali42(23): bu tür bilgisayar türkiyede kac tl dir
0:12:24 | [CMD] huso608(8) => /cantazele
0:12:24 | Kraply(19): amdin
0:12:24 | [CMD] Gezegen(15) => /animkapat
0:12:25 | [CMD] Gezegen(15) => /31
0:12:27 | Konyali42(23): kaldirir 
0:12:28 | huso608(8): buyrun
0:12:30 | Kraply(19): niye tarýon
0:12:32 | Kraply(19): kafama geldi
0:12:34 | [CMD] huso608(8) => /ahirjob 15
0:12:34 | [CMD] Kraply(19) => /rescue
0:12:35 | [CMD] huso608(8) => /ahirjob 15
0:12:36 | Moskova_Kurdu(14): qwlejqme
0:12:36 | [KAMYONCU] Mike_, Quarry Top'den LS Construction Site'e Cimento tasidi. Kazanc: 6616$, 2 Skor ve 5 EXP Sure: 237 Saniye
0:12:37 | [LOCAL]Gezegen(15): þuan bende sana 31 çekiyorum
0:12:37 | [CMD] Gezegen(15) => /l þuan bende sana 31 çekiyorum
0:12:37 | Moskova_Kurdu(14): emir
0:12:38 | Emirhan4427(7) Gemici olarak spawn oldu.
0:12:38 | [CMD] Gezegen(15) => /animkapat
0:12:40 | [CMD] Gezegen(15) => /31
0:12:41 | Konyali42(23): daha alacam selcuk almadim
0:12:43 | [CMD] huso608(8) => /ahirjob 15
0:12:43 | Kraply(19): dur bekle
0:12:44 | [CMD] Emirhan4427(7) => /goto 14
0:12:44 | [CMD] huso608(8) => /ahirjob 15
0:12:46 | [CMD] Gezegen(15) => /animkapat
0:12:46 | [CMD] Gezegen(15) => /31
0:12:47 | Kraply(19): bi bombalýyýmda
0:12:47 | [CMD] emre_cool(13) => /skapat
0:12:51 | Moskova_Kurdu Emirhan4427'i öldürdü. Oldurme Sekli: 38
0:12:51 | [CMD] Emirhan4427(7) => /goto evo
0:12:51 | huso608(8): sen calýsmalara devam et
0:12:52 | Kraply(19): minigunu göstrcm
0:12:53 | [CMD] huso608(8) => /ahirjob 15
0:12:54 | [CMD] Kraply(19) => /meslek
0:12:54 | [CMD] huso608(8) => /ahirjob 15
0:12:54 | Asi_Kaptan(12) oyuna girdi [IP: 78.183.35.11]
0:12:55 | [CMD] Gezegen(15) => /animkapat
0:12:56 | {FFCC00}Kraply(19) {FFFFFF}Pilot olarak spawn oldu.
0:12:56 | [CMD] Gezegen(15) => /31
0:12:56 | Emirhan4427(7) Gemici olarak spawn oldu.
0:12:58 | Hargosh(17) oyuna girdi [IP: 85.99.12.18]
0:12:59 | CcCAtakan1907(20) oyuna girdi [IP: 78.190.153.55]
0:12:59 | [CMD] huso608(8) => /ahirjob 19
0:12:59 | [CMD] Konyali42(23) => /asay Istek Sarkiniz Çaliniyor. Iyi Oyunlar Dileriz...     
0:13:1 | [CMD] huso608(8) => /ahirjob 19
0:13:1 | [CMD] Kraply(19) => /rescue
0:13:2 | 
0:13:2 | [CMD] emre_cool(13) => /sac
0:13:3 | [CMD] huso608(8) => /ahirjob 19
0:13:3 | Moskova_Kurdu ahmet55'i öldürdü. Oldurme Sekli: 51
0:13:3 | [CMD] Emirhan4427(7) => /giveweapon 
0:13:4 | emre_cool(13):  /sac
0:13:4 | [CMD] huso608(8) => /ahirjob 19
0:13:6 | 
0:13:7 | emre_cool(13):  /sac
0:13:8 | huso608(8): goster bakalým
0:13:9 | {FFCC00}ahmet55(16) {FFFFFF}Pilot olarak spawn oldu.
0:13:9 | [CMD] Asi_Kaptan(12) => /sa
0:13:9 | 
0:13:11 | Kraply(19): yetherrrrrrrrrrrr
0:13:11 | {FFCC00}CcCAtakan1907(20) {FFFFFF}Kamyoncu olarak spawn oldu.
0:13:11 | [CMD] Asi_Kaptan(12) => /rescue
0:13:12 | [CMD] EvoturK(24) => /as
0:13:12 | [CMD] emre_cool(13) => /as
0:13:14 | [CMD] Emirhan4427(7) => /giveweapon 7 knife 1 1 
0:13:14 | [CMD] ahmet55(16) => /as
0:13:15 | Kraply(19): &as
0:13:15 | [CMD] CcCAtakan1907(20) => /sa
0:13:16 | [CMD] Emirhan4427(7) => /god
0:13:17 | [CMD] Gezegen(15) => /31
0:13:17 | [CMD] EvoturK(24) => /as
0:13:17 | [CMD] Kraply(19) => /as
0:13:18 | [CMD] Emirhan4427(7) => /god
0:13:18 | [CMD] emre_cool(13) => /as
0:13:19 | [CMD] HeRquL(10) => /adminol
0:13:20 | [CMD] Emirhan4427(7) => /goto evo
0:13:21 | 
0:13:21 | HeRquL(10) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:13:21 | [CMD] Moskova_Kurdu(14) => /giveweapon 17 rocket 55555555
0:13:22 | emre_cool(13): bb
0:13:23 | huso608(8): ßß
0:13:23 | [CMD] Asi_Kaptan(12) => /admins
0:13:25 | {FFCC00}Hargosh(17) Otobus Soforu olarak spawn oldu.
0:13:26 | [CMD] Emirhan4427(7) => /goto mos
0:13:27 | [CMD] Kraply(19) => /vipol
0:13:28 | [CMD] Kraply(19) => /vipol
0:13:29 | [CMD] huso608(8) => /ahirjob 15
0:13:29 | Jodor(9): admin kayboldum yardým
0:13:30 | [CMD] huso608(8) => /ahirjob 15
0:13:31 | [CMD] emre_cool(13) => /vipol
0:13:32 | [CMD] Emirhan4427(7) => /giveweapon 7 knife 1 1 
0:13:33 | [CMD] Gezegen(15) => /animkapat
0:13:33 | [CMD] Gezegen(15) => /31
0:13:34 | emre_cool(13):  /vipol
0:13:35 | [CMD] Moskova_Kurdu(14) => /a la
0:13:36 | [CMD] emre_cool(13) => /tamir
0:13:39 | Mike_(0): gençler beraber yük taþýcak kamyoncu var mý
0:13:40 | [CMD] Emirhan4427(7) => /silahizni 7
0:13:41 | [CMD] Moskova_Kurdu(14) => /a adama roket verdim yanlýþýkla Q:WEq
0:13:42 | huso608(8): evo dukkan arkasý da guzel gidiyor
0:13:43 | [CMD] Moskova_Kurdu(14) => /goto 17 
0:13:43 | [CMD] Asi_Kaptan(12) => /pm 8 S.a
0:13:45 | [CMD] Emirhan4427(7) => /giveweapon 7 knife 1 1 
0:13:46 | [CMD] Gezegen(15) => /animkapat
0:13:46 | Asi_Kaptan(12): Huso
0:13:47 | [CMD] Gezegen(15) => /31
0:13:49 | {FFCC00}EvoturK(24) {FFFFFF}Kamyoncu olarak spawn oldu.
0:13:49 | [CMD] EvoturK(24) => /god
0:13:50 | [CMD] EvoturK(24) => /god
0:13:50 | [LOCAL]Moskova_Kurdu(14): Kullanamadýn dimi 
0:13:50 | [CMD] Moskova_Kurdu(14) => /l Kullanamadýn dimi 
0:13:50 | [CMD] Gezegen(15) => /31
0:13:51 | EvoturK(24): asfdsafsa
0:13:52 | [CMD] Emirhan4427(7) => /goto mos
0:13:52 | [CMD] Gezegen(15) => /31
0:13:52 | [CMD] EvoturK(24) => /goto 8
0:13:52 | [CMD] Gezegen(15) => /31
0:13:53 | [CMD] EvoturK(24) => /sac
0:13:53 | huso608(8): buyur baba
0:13:54 | [CMD] Gezegen(15) => /animkapat
0:13:55 | [CMD] Gezegen(15) => /31
0:13:55 | [CMD] CcCAtakan1907(20) => /goto 24
0:13:57 | Mike_(0): gençler beraber yük taþýcak kamyoncu var mý
0:13:58 | Asi_Kaptan(12): yanýna ceker misin
0:13:59 | EvoturK(24): sniperdan sizi izliyodum asfsa
0:14:2 | EvoturK(24): mikemmel
0:14:2 | [LOCAL]CcCAtakan1907(20): nassýnýz
0:14:2 | [CMD] CcCAtakan1907(20) => /l nassýnýz
0:14:4 | [CMD] huso608(8) => /ahirjob 20
0:14:5 | [LOCAL]Gezegen(15): þuan sizde ne gozukuyor ??
0:14:5 | [CMD] Gezegen(15) => /l þuan sizde ne gozukuyor ??
0:14:6 | [CMD] huso608(8) => /ahirjob 20
0:14:10 | [CMD] CcCAtakan1907(20) => /goto 24
0:14:14 | [CMD] CcCAtakan1907(20) => /myskin 1
0:14:14 | [CMD] Emirhan4427(7) => /goto evo
0:14:14 | emre_cool(13): :d
0:14:15 | Jodor(9): admin öldüm
0:14:15 | [CMD] Moskova_Kurdu(14) => /goto 13
0:14:16 | [CMD] emre_cool(13) => /tamir
0:14:17 | Kraply(19): memelerim duvara deðiyo
0:14:19 | Jodor(9): admin yardým
0:14:20 | [CMD] huso608(8) => /ahirjob 12
0:14:20 | [CMD] Gezegen(15) => /31
0:14:22 | [CMD] Moskova_Kurdu(14) => /goto 15 
0:14:22 | [LOCAL]CcCAtakan1907(20): evodan baþkasýna vermem
0:14:22 | [CMD] CcCAtakan1907(20) => /l evodan baþkasýna vermem
0:14:24 | [CMD] huso608(8) => /ahirjob 12
0:14:27 | huso608(8): problem nedir
0:14:29 | [CMD] Hargosh(17) => /work
0:14:31 | emre_cool(13): evoturk bey bugün size çokkk teþekkür ederim
0:14:31 | [LOCAL]Asi_Kaptan(12): bu ne hal :S
0:14:31 | [CMD] Asi_Kaptan(12) => /l bu ne hal :S
0:14:33 | [CMD] Gezegen(15) => /31
0:14:36 | huso608(8): problem nedir
0:14:37 | [CMD] Kraply(19) => /sarap
0:14:37 | [CMD] Moskova_Kurdu(14) => /giveweapon 14 rocket 555555
0:14:38 | [CMD] Jodor(9) => /balon
0:14:38 | [CMD] huso608(8) => /ahirjob 12
0:14:39 | [CMD] huso608(8) => /ahirjob 12
0:14:42 | [CMD] CcCAtakan1907(20) => /saril
0:14:43 | EvoturK(24): 23 nisanda size vip ýsmarlayacam
0:14:44 | [CMD] CcCAtakan1907(20) => /saril
0:14:44 | [CMD] Kraply(19) => /otur
0:14:45 | Asi_Kaptan(12): Birak
0:14:45 | [CMD] Moskova_Kurdu(14) => /giveweapon 14 rocket 555555
0:14:47 | huso608(8): :D
0:14:47 | EvoturK(24): rica ederim emre görevimiz
0:14:48 | Gezegen(15): ölümsüzüm ben :D
0:14:50 | [CMD] Moskova_Kurdu(14) => /meslek
0:14:50 | [CMD] Gezegen(15) => /animkapat
0:14:50 | [CMD] huso608(8) => /ahirjob 12
0:14:50 | emre_cool(13): a
0:14:51 | [CMD] Asi_Kaptan(12) => /animkapat
0:14:51 | {FFCC00}Moskova_Kurdu(14) {FFFFFF}Pilot olarak spawn oldu.
0:14:52 | [CMD] Moskova_Kurdu(14) => /meslek
0:14:53 | {FFCC00}Moskova_Kurdu(14) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:14:55 | [CMD] Moskova_Kurdu(14) => /giveweapon 14 rocket 555555
0:14:58 | [CMD] Moskova_Kurdu(14) => /goto Emir
0:14:59 | [CMD] Gezegen(15) => /ise
0:14:59 | [CMD] Hargosh(17) => /kemer
0:15:1 | [CMD] CcCAtakan1907(20) => /saril
0:15:2 | [CMD] Jodor(9) => /balon
0:15:4 | [CMD] Hargosh(17) => /work
0:15:6 | [CMD] Gezegen(15) => /ise
0:15:10 | [CMD] EvoturK(24) => /car sultan 1 1
0:15:11 | [CMD] efepro0550(18) => /goreviptal
0:15:12 | [CMD] Gezegen(15) => /ise
0:15:15 | [CMD] EvoturK(24) => /cleanupcars
0:15:15 | Moskova_Kurdu(14): Kraply :QWEq
0:15:16 | [CMD] Kraply(19) => /animkapat
0:15:17 | [CMD] EvoturK(24) => /rescue
0:15:18 | [CMD] Gezegen(15) => /ise
0:15:19 | Kraply(19): weqeqweqwe
0:15:21 | Kraply(19): xd
0:15:24 | Asi_Kaptan(12): Adam Roket Cýkardý Acýn Yolu :D
0:15:26 | [CMD] efepro0550(18) => /rescue
0:15:27 | Kraply(19): oturarak uçtum xd
0:15:27 | [CMD] Gezegen(15) => /ise
0:15:28 | [CMD] Moskova_Kurdu(14) => /write
0:15:30 | [CMD] EvoturK(24) => /vuroni
0:15:31 | [CMD] CcCAtakan1907(20) => /goto 24
0:15:31 | [CMD] EvoturK(24) => /vuroni 24
0:15:34 | Kraply(19): can res
0:15:35 | {FFCC00}EvoturK(24) {FFFFFF}Kamyoncu olarak spawn oldu.
0:15:35 | [CMD] EvoturK(24) => /sac
0:15:36 | huso608(8): oluyorum
0:15:37 | [CMD] efepro0550(18) => /rescue
0:15:37 | [CMD] huso608(8) => /cantazele
0:15:38 | [CMD] EvoturK(24) => /goto huso
0:15:39 | emre_cool(13): beyler hesabýnýz sýfýrlanýrsa merak etmeyin evoya veya huseyin bey'e söyleyin onlar uðraþýp üþenmeyip hesabý geri getiriyor
0:15:40 | Kraply(19): xd
0:15:43 | [CMD] Gezegen(15) => /ise
0:15:44 | [CMD] ahmet55(16) => /araba
0:15:46 | [CMD] CcCAtakan1907(20) => /myskin 29
0:15:50 | [CMD] Gezegen(15) => /ise
0:15:53 | [CMD] Emirhan4427(7) => /a eski pýçakçýlardan kim kaldý be
0:15:57 | [CMD] efepro0550(18) => /kemer
0:15:59 | Asi_Kaptan(12): Evoturk :D
0:16:0 | [CMD] huso608(8) => /duyuru @13 bi ahira ne dersin tatli cocuk
0:16:1 | [CMD] Mike_(0) => /v1
0:16:1 | [CMD] efepro0550(18) => /work
0:16:5 | [CMD] Mike_(0) => /araba
0:16:7 | Kraply(19): yok alym
0:16:9 | efepro0550(18): atakan
0:16:10 | Kraply(19): almym
0:16:11 | [CMD] emre_cool(13) => /kemer
0:16:12 | CcCAtakan1907(20): efm
0:16:14 | [CMD] Mike_(0) => /galeri
0:16:16 | Kraply(19): tecavüz ediyo
0:16:16 | efepro0550(18): ankara nerde
0:16:19 | efepro0550(18): haritada
0:16:19 | Kraply(19): yardým edin
0:16:20 | [CMD] huso608(8) => /slap 8
0:16:21 | Hargosh(17): serverin discordu yada ts varmý
0:16:23 | CcCAtakan1907(20): en alttqa
0:16:23 | Asi_Kaptan(12): Suna Bak Trol :D
0:16:26 | [CMD] Kraply(19) => /otur
0:16:27 | CcCAtakan1907(20): sol en altta
0:16:28 | efepro0550(18): tm
0:16:29 | [CMD] Kraply(19) => /animkapat
0:16:30 | [CMD] huso608(8) => /rehberler
0:16:36 | CcCAtakan1907(20): hareket edemiyom
0:16:36 | {FFCC00}ahmet55(16) {FFFFFF}Pilot olarak spawn oldu.
0:16:37 | Moskova_Kurdu Kraply'i öldürdü. Oldurme Sekli: 51
0:16:38 | [CMD] EvoturK(24) => /vuroni 24
0:16:39 | [CMD] emre_cool(13) => /tamir
0:16:39 | Kraply(19): ya
0:16:40 | Kraply(19): xd
0:16:41 | {FFCC00}Kraply(19) {FFFFFF}Pilot olarak spawn oldu.
0:16:41 | [CMD] Asi_Kaptan(12) => /admins
0:16:42 | {FFCC00}EvoturK(24) {FFFFFF}Kamyoncu olarak spawn oldu.
0:16:43 | [CMD] huso608(8) => /slap 12
0:16:43 | [CMD] EvoturK(24) => /sac
0:16:44 | [CMD] EvoturK(24) => /god
0:16:45 | [CMD] EvoturK(24) => /god
0:16:46 | [CMD] Kraply(19) => /rescue
0:16:47 | [CMD] EvoturK(24) => /goto huso
0:16:49 | Asi_Kaptan(12): Huso Baqkan
0:16:50 | Kraply(19): ahýra çek
0:16:51 | [CMD] EvoturK(24) => /araba
0:16:53 | huso608(8): buyur baba
0:16:57 | [CMD] EvoturK(24) => /kemer
0:16:57 | [CMD] CcCAtakan1907(20) => /goto 24
0:17:4 | ahmet55(16): benýde cekýn
0:17:4 | [CMD] Jodor(9) => /araba
0:17:7 | Asi_Kaptan(12): A7 Yakýsmýs
0:17:8 | emre_cool(13): evo bana asla füze atamassýn
0:17:11 | [CMD] huso608(8) => /ahirjob 12
0:17:12 | [CMD] Gezegen(15) => /ise
0:17:15 | [CMD] huso608(8) => /ahirjob 16
0:17:17 | [CMD] huso608(8) => /ahirjob 16
0:17:17 | [CMD] Kraply(19) => /rescue
0:17:18 | [CMD] huso608(8) => /ahirjob 16
0:17:20 | [CMD] huso608(8) => /ahirjob 16
0:17:20 | [CMD] Gezegen(15) => /ise
0:17:20 | Moskova_Kurdu(14): o bendim
0:17:25 | ahmet55(16): tersten
0:17:25 | [CMD] Emirhan4427(7) => /fly
0:17:27 | Hargosh(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:17:29 | [CMD] huso608(8) => /ahirjob 16
0:17:29 | {FFCC00}emre_cool(13) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:17:30 | [CMD] huso608(8) => /ahirjob 16
0:17:30 | Moskova_Kurdu(14): Biþey mi demiþtin
0:17:30 | emre_cool(13): of ya
0:17:32 | Kraply(19): moskova sniper gibi roket atýyo xd
0:17:32 | Moskova_Kurdu(14): QW:EQ
0:17:36 | emre_cool(13): yok abi
0:17:40 | [CMD] huso608(8) => /etkcoz
0:17:41 | [CMD] Kraply(19) => /kemer
0:17:42 | emre_cool(13): yok abi demedim
0:17:42 | [CMD] Mike_(0) => /kemer
0:17:43 | [CMD] huso608(8) => /etk coz
0:17:46 | [CMD] emre_cool(13) => /meslek
0:17:48 | [CMD] Asi_Kaptan(12) => /pm 16 napýyorsun la :d
0:17:48 | {FFCC00}emre_cool(13) {FFFFFF}Pilot olarak spawn oldu.
0:17:51 | [LOCAL]Moskova_Kurdu(14): Se nabüyün maynak .d
0:17:51 | [CMD] Moskova_Kurdu(14) => /l Se nabüyün maynak .d
0:17:52 | [CMD] emre_cool(13) => /rescue
0:17:52 | [CMD] Mike_(0) => /work
0:17:54 | [CMD] huso608(8) => /etk kill
0:17:54 | [ANTIHACK] Þüpheli CcCAtakan1907(20) => Can-Hilesi
0:17:56 | Moskova_Kurdu(14): Q:WEq
0:17:57 | {FFCC00}Moskova_Kurdu(14) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:17:57 | 
0:17:57 | Emirhan4427(7) Gemici olarak spawn oldu.
0:17:58 | {FFCC00}EvoturK(24) {FFFFFF}Kamyoncu olarak spawn oldu.
0:17:58 | {FFCC00}ahmet55(16) {FFFFFF}Pilot olarak spawn oldu.
0:17:58 | {FFCC00}CcCAtakan1907(20) {FFFFFF}Kamyoncu olarak spawn oldu.
0:18:0 | [CMD] EvoturK(24) => /god
0:18:0 | [CMD] EvoturK(24) => /god
0:18:0 | [CMD] Moskova_Kurdu(14) => /goto Emir
0:18:0 | Kraply(19): xd
0:18:1 | [CMD] EvoturK(24) => /goto 8
0:18:4 | Kraply(19): rip emre
0:18:6 | [CMD] emre_cool(13) => /kemer
0:18:6 | ahmet55(16): :d
0:18:7 | [CMD] Moskova_Kurdu(14) => /giveweapon 14 rocket 5555555
0:18:7 | [CMD] EvoturK(24) => /kemer
0:18:8 | [CMD] Emirhan4427(7) => /goto 14
0:18:10 | emre_cool(13): :D
0:18:10 | [LOCAL]Moskova_Kurdu(14): qW:EQ 
0:18:10 | [CMD] Moskova_Kurdu(14) => /l qW:EQ 
0:18:12 | [CMD] Moskova_Kurdu(14) => /goto Evo
0:18:14 | [CMD] Emirhan4427(7) => /giveweapon 7 knife 1 1 
0:18:15 | [CMD] emre_cool(13) => /kemer
0:18:16 | [CMD] huso608(8) => /animkapat
0:18:18 | [CMD] Moskova_Kurdu(14) => /dtemizle
0:18:19 | [CMD] Emirhan4427(7) => /goto mos
0:18:22 | [CMD] Gezegen(15) => /meslek
0:18:23 | [CMD] huso608(8) => /animlist
0:18:23 | {FFCC00}Gezegen(15) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
0:18:27 | [CMD] Asi_Kaptan(12) => /admins
0:18:31 | [CMD] huso608(8) => /goto 24
0:18:33 | Kraply(19): Evet sayýn seyirciler þuan da ahýrdan canlý yayýndayýz gençler grup yapýyorlar
0:18:35 | [CMD] Emirhan4427(7) => /vuroni 8
0:18:36 | [CMD] Moskova_Kurdu(14) => /aka 0
0:18:36 | emre_cool(13): Kamu Spotudur:Moskovaya meydan okumayýn.
0:18:37 | [CMD] efepro0550(18) => /sac
0:18:38 | huso608(8): :D
0:18:39 | {FFCC00}huso608(8) {FFFFFF}Kamyoncu olarak spawn oldu.
0:18:40 | [CMD] Emirhan4427(7) => /get 8 
0:18:42 | [CMD] Asi_Kaptan(12) => /meslek
0:18:44 | [CMD] emre_cool(13) => /kemer4
0:18:45 | {FFCC00}Asi_Kaptan(12) {FFFFFF}Pilot olarak spawn oldu.
0:18:45 | [CMD] huso608(8) => /goto 7
0:18:45 | [CMD] emre_cool(13) => /kemer
0:18:50 | [CMD] Emirhan4427(7) => /a bugdan kurtardým artýk
0:18:50 | [CMD] huso608(8) => /goto 7
0:18:52 | {FFCC00}CcCAtakan1907(20) {FFFFFF}Kamyoncu olarak spawn oldu.
0:18:54 | Jodor(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:18:57 | [CMD] ahmet55(16) => /rescue
0:18:58 | [CMD] Emirhan4427(7) => /kemer
0:19:0 | [CMD] huso608(8) => /otur
0:19:2 | [CMD] ahmet55(16) => /rescue
0:19:2 | [CMD] Emirhan4427(7) => /kemer
0:19:3 | [CMD] Asi_Kaptan(12) => /kemer
0:19:9 | [LOCAL]emre_cool(13): napýyonla burda
0:19:9 | [CMD] emre_cool(13) => /l napýyonla burda
0:19:12 | Kraply(19): doc skills
0:19:14 | [CMD] huso608(8) => /a isterseniz arabanýn uustunde de yapayým
0:19:16 | ahmet55(16): asi ucak kaldýrmayý býlmýyo :D
0:19:24 | CcCAtakan1907(20): ww/asay Sorularýnýzý /sorusor Komutu Ýle Bizlere Sorabilirsiniz. 
0:19:25 | [LOCAL]xqHost(11): takýlýyom
0:19:25 | [CMD] xqHost(11) => /l takýlýyom
0:19:28 | [CMD] Moskova_Kurdu(14) => /giveweapon 14 heat 5555555
0:19:31 | [CMD] huso608(8) => /cc
0:19:32 | Asi_Kaptan(12): Kaldýrgýmýz Kadarýyla Ýdare Ediyoruz :D
0:19:32 | [CMD] ahmet55(16) => /rescue
0:19:34 | [CMD] CcCAtakan1907(20) => /asay Yolunu Bulamayan, Yardýma Ýhtiyacý Olan ? 
0:19:38 | [CMD] ahmet55(16) => /rescue
0:19:44 | Kraply Moskova_Kurdu'i öldürdü. Oldurme Sekli: 50
