0:0:2 | [CMD] huso608(12) => /admins
0:25:53 | [CMD] DarkFlow(17) => /l eskisi gibi kasamayabilirim
0:25:57 | Madness(7): o seneye :D
0:26:1 | [CMD] buyukustadbitti(11) => /GOREVÝPTAL
0:26:2 | nik0tin(16): kolay o 
0:26:4 | [LOCAL]Jodor(6): biþey olmaz 8m kassan yeter
0:26:4 | [CMD] Jodor(6) => /l biþey olmaz 8m kassan yeter
0:26:4 | [LOCAL]DarkFlow(17): ama belli de olmaz
0:26:4 | [CMD] DarkFlow(17) => /l ama belli de olmaz
0:26:8 | buyukustadbitti(11): goreviptal
0:26:9 | Madness(7): full ezber
0:26:11 | [CMD] buyukustadbitti(11) => /work
0:26:20 | [CMD] buyukustadbitti(11) => /goreviptal
0:26:20 | nik0tin(16): ezber ilk baþta 
0:26:21 | [LOCAL]Jodor(6): yarýsý da prim verecem :) 
0:26:21 | [CMD] Jodor(6) => /l yarýsý da prim verecem :) 
0:26:22 | huso608(12): turev integralde kolay
0:26:25 | [CMD] buyukustadbitti(11) => /work
0:26:30 | [LOCAL]Jodor(6): ilk bi ay öyle olacak 
0:26:30 | [CMD] Jodor(6) => /l ilk bi ay öyle olacak 
0:26:33 | nik0tin(16): uyku ilacý gibi 
0:26:39 | [LOCAL]DarkFlow(17): 8 m kasarýz :D
0:26:39 | [CMD] DarkFlow(17) => /l 8 m kasarýz :D
0:26:39 | [CMD] buyukustadbitti(11) => /goreviptal
0:26:42 | [CMD] buyukustadbitti(11) => /work
0:26:42 | huso608(12): ussun usleri varsa usleri carp
0:26:50 | Madness(7): bravo ya car buga girdi
0:26:50 | [CMD] buyukustadbitti(11) => /goreviptal
0:26:53 | Madness(7): yol gözükmedi  assa düstüm
0:26:53 | [CMD] ahmet55(14) => /basarimlar
0:26:54 | [CMD] buyukustadbitti(11) => /work
0:26:56 | Madness(7): simdi saniye sayýyo
0:26:58 | [CMD] buyukustadbitti(11) => /goreviptal
0:26:59 | Madness(7): o kadar yol gitmistim ben
0:27:0 | nik0tin(16): uslu sayýlar deðil mi o :D 
0:27:0 | [CMD] buyukustadbitti(11) => /work
0:27:0 | sezzer(10): en iyisi trene kaçak binmek
0:27:4 | [CMD] sezzer(10) => /otur
0:27:5 | [CMD] sezzer(10) => /otur
0:27:7 | [CMD] buyukustadbitti(11) => /goreviptal
0:27:9 | [CMD] buyukustadbitti(11) => /work
0:27:12 | Madness(7): off
0:27:14 | huso608(12): turevlerde de var
0:27:14 | [LOCAL]DarkFlow(17): 8 ekip kaç kiþi olucak 
0:27:14 | [CMD] DarkFlow(17) => /l 8 ekip kaç kiþi olucak 
0:27:18 | [CMD] Sahildeniz(8) => /tamir
0:27:25 | [LOCAL]DarkFlow(17): ekip kaç kiþi olucak 
0:27:25 | [CMD] DarkFlow(17) => /l ekip kaç kiþi olucak 
0:27:27 | [CMD] Madness(7) => /rescue
0:27:31 | [LOCAL]Jodor(6): belli deðil daha 
0:27:31 | [CMD] Jodor(6) => /l belli deðil daha 
0:27:36 | [LOCAL]Jodor(6): gelen olur 
0:27:36 | [CMD] Jodor(6) => /l gelen olur 
0:27:36 | nik0tin(16): temel matematik her konuda çýkýyor 
0:27:39 | Madness(7): neyse ya gorusuruz
0:27:41 | huso608(12): aynen
0:27:42 | huso608(12): ßß
0:27:43 | nik0tin(16): en kötüsü geometri 
0:27:43 | Madness(7): calýsayým sabaha kadar
0:27:44 | [LOCAL]DarkFlow(17): :d
0:27:44 | [CMD] DarkFlow(17) => /l :d
0:27:45 | Madness(7): ne olacaksa
0:27:51 | [CMD] sezzer(10) => /uzan
0:27:53 | Madness(7): 50 alayým yeter
0:27:59 | huso608(12): sen o kafayla biraz zor
0:28:8 | Madness(7): hangi kafa
0:28:12 | huso608(12): olmayan la
0:28:13 | [LOCAL]DarkFlow(17): kazýk :d
0:28:13 | [CMD] DarkFlow(17) => /l kazýk :d
0:28:18 | Madness(7): :( 
0:28:22 | Madness(7): nie öle dion
0:28:23 | huso608(12): sýnavýn var sw de ne arýyon
0:28:29 | huso608(12): ailene yazýk degilmi
0:28:32 | Madness(7): baðýmlýlýk
0:28:32 | [LOCAL]Jodor(6): infoyu çýkar yarýþalým
0:28:32 | [CMD] Jodor(6) => /l infoyu çýkar yarýþalým
0:28:34 | buyukustadbitti(11): YARIN OKULU OLAN KAÇ KÝÞÝ VAR
0:28:37 | [CMD] Jodor(6) => /araba
0:28:39 | [CMD] DarkFlow(17) => /araba
0:28:41 | [CMD] sezzer(10) => /animkapat
0:28:43 | Jodor(6): ne okulu
0:28:43 | [CMD] huso608(12) => /uyar 11 Buyuk Harf Yasak
0:28:50 | [CMD] Jodor(6) => /kemer
0:28:51 | Madness(7): okulu olanlar +1lesin
0:28:54 | Sahildeniz(8): okulu olmayanlar - lesin
0:28:55 | [CMD] DarkFlow(17) => /kemer
0:28:59 | nik0tin(16):  - 
0:29:1 | sezzer(10): -
0:29:3 | Sahildeniz(8): -
0:29:6 | Jodor(6): X
0:29:9 | Jodor(6): haha
0:29:14 | huso608(12): +
0:29:15 | [CMD] sezzer(10) => /meslek
0:29:16 | nik0tin(16): kurs öðretmeni :D 
0:29:29 | {FFCC00}sezzer(10) {FFFFFF}Kamyoncu olarak spawn oldu.
0:29:32 | Madness(7): bana trigonometri calýstýrýn
0:29:34 | Madness(7): deliricem
0:29:34 | Jodor(6): niko biliyor
0:29:36 | [CMD] Madness(7) => /rescue
0:29:39 | [CMD] Sahildeniz(8) => /work
0:29:43 | Jodor(6): :)
0:29:54 | nik0tin(16): en kýyak seninki iþlem yok formül yok koy kamerayý bas 
0:30:3 | [CMD] DarkFlow(17) => /tamir
0:30:5 | Jodor(6): daha da sýkýntý
0:30:10 | [CMD] buyukustadbitti(11) => /work
0:30:11 | Madness(7): ne demek formul yok
0:30:14 | Jodor(6): saçma sapan projelerle uðraþýyorum
0:30:17 | [CMD] buyukustadbitti(11) => /goreviptal
0:30:20 | [CMD] buyukustadbitti(11) => /work
0:30:20 | [CMD] Jodor(6) => /vtamir
0:30:26 | [CMD] buyukustadbitti(11) => /goreviptal
0:30:28 | [CMD] buyukustadbitti(11) => /work
0:30:31 | sezzer(10): ahmet
0:30:34 | Jodor(6): fotoðraf sergisi yapacaktýk kursun sonunda
0:30:43 | Jodor(6): fotoðraflar çok kötü
0:30:45 | nik0tin(16): alýrým makineyi çýkarým sahile az eðilirim çýt çýt çekerim mis :D 
0:30:50 | Jodor(6): tekniði kötü
0:30:52 | sezzer(10): ahmett
0:30:55 | Madness(7): sin(75) kaça eþit
0:30:56 | nik0tin(16): instadan atayým mý foto 
0:31:3 | nik0tin(16): iþine yara belki 
0:31:3 | Jodor(6): at bakayým
0:31:13 | Jodor(6): senin çektiðin olsun
0:31:14 | nik0tin(16): atýyým 
0:31:20 | [KAMYONCU] huso608, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 539817$, 1 Skor ve 5 EXP Sure: 507 Saniye
0:31:21 | [CMD] buyukustadbitti(11) => /basarimlar
0:31:25 | nik0tin(16): tabi benim kuzenimle ortak çektik 
0:31:30 | [LOCAL]DarkFlow(17): nosla ucuyoýn :D
0:31:30 | [CMD] DarkFlow(17) => /l nosla ucuyoýn :D
0:31:30 | [CMD] sezzer(10) => /araba
0:31:32 | [CMD] huso608(12) => /work
0:31:38 | Madness(7): beyler sin(75) in en sade hali nee
0:31:39 | [CMD] sezzer(10) => /modifiye
0:31:44 | nik0tin(16): telefonla çekim ama 
0:31:48 | [CMD] huso608(12) => /asiriyuk
0:31:53 | [LOCAL]Jodor(6): buradan baþla
0:31:53 | [CMD] Jodor(6) => /l buradan baþla
0:32:1 | Jodor(6): biþey olmaz
0:32:9 | Jodor(6): ýþýða ve açýya bakaacam
0:32:17 | Madness(7): matematikten anlayan varsa bir soru sormam lazým
0:32:31 | Jodor(6): sor bakayým
0:32:31 | huso608(12): fotograf uzerine mi calýsýyorsunuz
0:32:42 | Jodor(6): fotoðraf kursu veriyorum huso
0:32:45 | [CMD] DarkFlow(17) => /pm 6 nosla ucuyon .d
0:32:48 | Jodor(6): halk eðitimde
0:32:49 | huso608(12): hýmm nerede
0:32:56 | huso608(12): bolge
0:33:0 | Madness(7): 7sinx - 24cosx = 25 ise sinx nedir?
0:33:4 | Jodor(6): þu an memleketteyim
0:33:7 | Jodor(6): bingöl
0:33:15 | sezzer(10): madnes yapma elim ayaðým titriyo
0:33:18 | Jodor(6): okul konya
0:33:23 | Madness(7): noldu sezer
0:33:32 | sezzer(10): matematikden konu açma
0:33:32 | [CMD] Jodor(6) => /vtamir
0:33:36 | huso608(12): calýsma su an nerde bingol uzerine mi
0:33:38 | Madness(7): yardým lazm
0:33:46 | [CMD] ahmet55(14) => /afk
0:33:54 | [CMD] DarkFlow(17) => /tamir
0:34:0 | Jodor(6): öyle soru olmaz madness
0:34:4 | Madness(7): ne demek olmaz
0:34:7 | Madness(7): kitapta öyle yazýyo
0:34:12 | Jodor(6): yok eðitim
0:34:15 | Jodor(6): fotoðraf nedir
0:34:20 | [CMD] Sahildeniz(8) => /cevir
0:34:21 | huso608(12): @7 sen bunlarý daha once cozmediniz mi
0:34:23 | Jodor(6): fotoðraf çekim teknikleri falan
0:34:30 | Madness(7): hatýrlamýyom ki 
0:34:47 | huso608(12): sen sýnavý býrak kendini at istersen
0:34:47 | Madness(7): cevap 7/25 ama nasýl ypaýlacaðý hakkýnda fikrim yok
0:35:3 | Jodor(6): þekil olmasý lazým
0:35:9 | huso608(12): sen calýsmamýssýn ki hicbisey bilgin yok
0:35:11 | Madness(7): þekil yok 
0:35:25 | huso608(12): býrak hocayý mocayý biraz konu tekrarý ap
0:35:35 | Jodor(6): niko fotoyu atmadýn
0:35:39 | Madness(7): sýçtým galiba sýnavda
0:35:43 | [CMD] DarkFlow(17) => /tamir
0:35:45 | Madness(7): dur azcýkd aha týr süreym baslýcam
0:35:47 | huso608(12): @6 baba konu calýsmasý su an bingol calýsmasý mý yapýyorsun
0:35:52 | Jodor(6): herkes infernus kullanmasýn kardeþim ya
0:35:55 | Jodor(6): :D
0:36:2 | Madness(7): huso
0:36:3 | Jodor(6): asfalt aðladý be
0:36:7 | huso608(12): evet
0:36:7 | Madness(7): sen en iyisi beni sabaha kadar banla
0:36:9 | [CMD] DarkFlow(17) => /araba
0:36:12 | Madness(7): yoksa oynamaya devam edicem
0:36:22 | huso608(12): banlasam ne olcak baska hesaba bulasýrsýn
0:36:27 | huso608(12): kicklerim sabaha kadar
0:36:28 | Madness(7): ordanda banlarsýn
0:36:29 | Madness(7): :DD
0:36:53 | Madness(7): sabah 7 ye kadar banla sen beni
0:37:7 | buyukustadbitti(11): 7. gorev ve basarim vermedi kaçýncýda vericek ya
0:37:10 | huso608(12): banlasamda bisey farketmez aklýn gene burada olacak
0:37:11 | Jodor(6): sandinking bize meydan okuyor
0:37:13 | [CMD] Sahildeniz(8) => /rescue
0:37:14 | [ANTIHACK] Þüpheli DarkFlow(17) => Airbreak-hack
0:37:18 | huso608(12): @11 calýsmaya devam
0:37:18 | DarkFlow(17): :D
0:37:20 | Madness(7): o zaman sabaha kadar samp
0:37:22 | [CMD] DarkFlow(17) => /tamir
0:37:29 | nik0tin(16): attým jodor aga 
0:37:31 | buyukustadbitti(11): eywahh bitmez bu :D
0:37:38 | [CMD] Sahildeniz(8) => /kemer
0:37:42 | [CMD] huso608(12) => /basarimlar
0:37:42 | nik0tin(16): kalite biraz kötü ama 
0:37:46 | [CMD] buyukustadbitti(11) => /work
0:37:48 | Madness(7): yada görüþürzü ben çalýþmaya gidiyom
0:37:52 | Madness(7): yoksa mühendis olamýcam
0:38:1 | [CMD] buyukustadbitti(11) => /goreviptal
0:38:3 | [CMD] buyukustadbitti(11) => /work
0:38:7 | [CMD] buyukustadbitti(11) => /goreviptal
0:38:9 | [CMD] buyukustadbitti(11) => /work
0:38:10 | Jodor(6): niko beðendim
0:38:21 | nik0tin(16): lazýmsa 
0:38:31 | Sahildeniz(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:38:33 | Jodor(6): sondaki fotoðrafta altýn oran tekniðini kullanmýþsýn
0:38:38 | huso608(12): benim fotolarda var baskan benimkiler sýkýntýlý
0:38:38 | nik0tin(16): koyabilirsin veya nasýl yapýlýyosa 
0:38:39 | Jodor(6): 1/3 kuralý diyoruz ona
0:38:43 | Madness(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:38:43 | {FFCC00}nik0tin(16) {FFFFFF}Kamyoncu olarak spawn oldu.
0:38:44 | sezzer(10): ev lv de ama içine giriyosun camlardan ls görünüyo iþte gta
0:38:55 | Jodor(6): sergi yi iptal ettik
0:38:57 | nik0tin(16): anladým 
0:38:58 | [CMD] Jodor(6) => /vtamir
0:39:14 | nik0tin(16): otobüs fotolarýda var 
0:39:15 | huso608(12): @6 benim fotolarda var baskan benimkiler sýkýntýlý konusu buyuk
0:39:29 | Jodor(6): konusu nasýl buyuk :)
0:39:33 | huso608(12): aksiyon
0:39:33 | nik0tin(16): :D 
0:39:50 | [CMD] buyukustadbitti(11) => /tamir
0:39:51 | Jodor(6): konulu diyorsun yani
0:39:58 | huso608(12): aynen
0:40:9 | huso608(12): bu yastaki adamdan ne beklersin baska
0:40:11 | Jodor(6): nü çalýþýyorsun
0:40:13 | nik0tin(16): 2 tanede çiçel attým 
0:40:28 | [CMD] buyukustadbitti(11) => /basarimlar
0:40:37 | Jodor(6) oyundan cIktI (Hata/Crash) (IP: 78.168.26.18)
0:40:43 | nik0tin(16): zamanýnda aþýrýsýyla deðer verdiðim kýza armaðan etmiþtim 
0:41:35 | [CMD] DarkFlow(17) => /karakol
0:41:38 | [CMD] DarkFlow(17) => /cezaode
0:41:48 | [CMD] DarkFlow(17) => /araba
0:41:50 | buyukustadbitti(11): 8. görev
0:42:3 | nik0tin(16): baþarým mý alcaksýn 
0:42:6 | buyukustadbitti(11): aynn
0:42:27 | [CMD] buyukustadbitti(11) => /work
0:42:33 | nik0tin(16): hmm 
0:42:34 | [CMD] buyukustadbitti(11) => /goreviptal
0:42:36 | [CMD] buyukustadbitti(11) => /work
0:42:38 | [CMD] buyukustadbitti(11) => /goreviptal
0:42:40 | [CMD] buyukustadbitti(11) => /work
0:42:57 | [CMD] nik0tin(16) => /a aga ben kaçtým sana kg 
0:43:3 | [CMD] huso608(12) => /a sagolasýn
0:43:9 | [CMD] nik0tin(16) => /a iyi geceler 
0:43:10 | [CMD] huso608(12) => /a allah rahatlýk versin
0:43:16 | [CMD] nik0tin(16) => /a saol sanada 
0:43:25 | [CMD] huso608(12) => /a akýl olarak mý
0:43:31 | [CMD] huso608(12) => /a olabilir
0:43:43 | [CMD] nik0tin(16) => /a rahatlýk akýl :D 
0:43:49 | [CMD] nik0tin(16) => /a farketmez 
0:43:59 | [CMD] huso608(12) => /a seni tutmayayým aileye saygýlar
0:44:9 | [CMD] nik0tin(16) => /a babam baskýn yapcak :D 
0:44:13 | [CMD] nik0tin(16) => /a eyv :D 
0:44:33 | [CMD] nik0tin(16) => /adminol 
0:44:38 | huso608(12): ßß
0:44:41 | nik0tin(16): ßß
0:44:42 | nik0tin(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:45:33 | DarkFlow(17) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:46:2 | buyukustadbitti(11): 9. görev
0:46:47 | ahmet55(14) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
0:47:5 | [CMD] buyukustadbitti(11) => /work
0:47:12 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:14 | [CMD] buyukustadbitti(11) => /work
0:47:15 | DarkFlow(6) oyuna girdi [IP: 78.178.95.146]
0:47:17 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:20 | [CMD] buyukustadbitti(11) => /work
0:47:22 | [CMD] huso608(12) => /atamir
0:47:25 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:26 | [CMD] huso608(12) => /fuel
0:47:27 | [CMD] buyukustadbitti(11) => /work
0:47:30 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:32 | [CMD] buyukustadbitti(11) => /work
0:47:36 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:39 | [CMD] buyukustadbitti(11) => /work
0:47:40 | [CMD] huso608(12) => /fuel
0:47:41 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:43 | [CMD] buyukustadbitti(11) => /work
0:47:46 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:48 | [CMD] buyukustadbitti(11) => /work
0:47:51 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:53 | [CMD] buyukustadbitti(11) => /work
0:47:56 | [CMD] buyukustadbitti(11) => /goreviptal
0:47:57 | [CMD] buyukustadbitti(11) => /work
0:48:0 | [CMD] buyukustadbitti(11) => /goreviptal
0:48:1 | [CMD] buyukustadbitti(11) => /work
0:48:4 | [CMD] buyukustadbitti(11) => /goreviptal
0:48:5 | [CMD] buyukustadbitti(11) => /work
0:48:9 | [CMD] buyukustadbitti(11) => /goreviptal
0:48:11 | [CMD] buyukustadbitti(11) => /work
0:48:33 | 
0:48:35 | {FFCC00}DarkFlow(6) {FFFFFF}Kamyoncu olarak spawn oldu.
0:48:59 | [CMD] DarkFlow(6) => /saat 22
0:49:3 | [CMD] DarkFlow(6) => /hava 1
0:49:8 | [CMD] DarkFlow(6) => /hava 18
0:49:11 | [CMD] DarkFlow(6) => /araba
0:49:33 | [CMD] buyukustadbitti(11) => /výpol
0:49:38 | [CMD] DarkFlow(6) => /kemer
0:50:4 | [CMD] buyukustadbitti(11) => /basarimlar
0:50:5 | Con(7) oyuna girdi [IP: 78.165.71.153]
0:50:15 | Con(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
0:50:19 | con(7) oyuna girdi [IP: 78.165.71.153]
0:50:42 | con(7) oyundan cIktI (Hata/Crash) (IP: 78.165.71.153)
0:50:42 | DarkFlow(6): con :D
0:50:48 | [KAMYONCU] huso608, Longway Warehouse'den Diver Island Farm'e Elektronik Esyalar tasidi. Kazanc: 559113$, 1 Skor ve 5 EXP Sure: 886 Saniye
0:50:56 | [CMD] huso608(12) => /work
0:51:4 | [CMD] sezzer(10) => /araba
0:51:8 | [CMD] huso608(12) => /asiriyuk
0:52:3 | buyukustadbitti(11): ohhh be
0:52:7 | buyukustadbitti(11): sonunda
0:52:18 | buyukustadbitti(11): þu nalet mesleði býrakabilirim
0:52:27 | [CMD] buyukustadbitti(11) => /meslek
0:52:31 | {FFCC00}buyukustadbitti(11) {FFFFFF}Kamyoncu olarak spawn oldu.
0:52:45 | huso608(12): o meslegin ehliyeti olsa anlarsýn zevkini de
0:53:1 | buyukustadbitti(11): ehliyeti kaç skora
0:53:12 | huso608(12):   /ehliyetyeri
0:53:19 | [CMD] buyukustadbitti(11) => /ehliyetyeri
0:53:27 | [CMD] buyukustadbitti(11) => /ehliyetyeri
0:53:30 | [CMD] DarkFlow(6) => /ehliyetyeri
0:53:34 | [CMD] buyukustadbitti(11) => /olmuyo
0:53:38 | [CMD] buyukustadbitti(11) => /rescue
0:53:42 | huso608(12): hýz teknesi alýcaksýn
0:53:48 | huso608(12): bakýcaksýn rahatýna
0:53:51 | [CMD] buyukustadbitti(11) => /meslek
0:53:52 | [CMD] DarkFlow(6) => /ehliyetyeri
0:53:53 | huso608(12): speeder gibi
0:53:54 | {FFCC00}buyukustadbitti(11) Otobus Soforu olarak spawn oldu.
0:53:59 | [CMD] sezzer(10) => /uzan
0:54:49 | buyukustadbitti(11): hýz teknesi nasýl alýcam
0:55:1 | huso608(12): galeriden kiralýyacaksýn
0:55:7 | buyukustadbitti(11): kaç para
0:55:19 | huso608(12): bak galeriden
0:55:27 | [CMD] buyukustadbitti(11) => /rescue
0:55:34 | [CMD] DarkFlow(6) => /cevir
0:55:43 | [CMD] DarkFlow(6) => /tamirw
0:55:48 | [CMD] DarkFlow(6) => /tamir
0:55:48 | [CMD] sezzer(10) => /animkapat
0:55:58 | [CMD] DarkFlow(6) => /sirket
0:56:0 | [CMD] sezzer(10) => /afk
0:56:4 | buyukustadbitti(11): cidden hýz teknesi olsa en iyi meslek o skor için
0:56:13 | [CMD] DarkFlow(6) => /rescue
0:56:53 | huso608(12): 1250 skor ol da skor kasmak daha da kolaylasýyor
0:57:0 | huso608(12): kargo meslegi var 5 skor 
0:57:3 | [CMD] DarkFlow(6) => /kemer
0:57:4 | [CMD] DarkFlow(6) => /motor
0:57:7 | huso608(12): ortak bul 10 skor
0:57:9 | [CMD] buyukustadbitti(11) => /tamir
0:57:36 | buyukustadbitti(11): ulan ya çar gitmese 1194 skor
0:57:48 | huso608(12): @11 ekmek yiyen kim
0:57:58 | buyukustadbitti(11): od_gamers
0:58:19 | huso608(12): nasýl
0:58:51 | buyukustadbitti(11): seni výp yapacam dedi bir þey indirtti pc me nasýl çaldýysa artýk
0:58:56 | huso608(12): sen nerden oynuyorsun bu oyunu
0:59:4 | buyukustadbitti(11): dizüstü
0:59:11 | huso608(12): sehir olarak
0:59:17 | buyukustadbitti(11): zonguldak
0:59:34 | [CMD] DarkFlow(6) => /work
0:59:36 | huso608(12): su an ekmekyiyeni kim kullanýyor
0:59:45 | [CMD] huso608(12) => /bangor ekmekyiyen
0:59:58 | buyukustadbitti(11): o kullanýyodur banlanmýþ çünkü
1:0:15 | huso608(12): aksam beraberdiniz ya ekmekseven midir
1:0:20 | [CMD] huso608(12) => /aka 11
1:0:23 | buyukustadbitti(11): aynn
1:0:33 | huso608(12): ekmekseven kim
1:0:42 | buyukustadbitti(11): o kardeþim ya pc den oynuo
1:0:50 | huso608(12): onu sorayým dedim
1:1:2 | huso608(12): gecen yazdým cevap ermedin aklýmdayken sorayým dedim
1:1:19 | buyukustadbitti(11): ekmek seven yiyen ne alaka ya
1:1:23 | buyukustadbitti(11): :d
1:1:31 | [CMD] huso608(12) => /aka 11
1:1:39 | huso608(12): kardesine sormadýn mý
1:1:49 | buyukustadbitti(11): sordum trol amaçlý koymuþ
1:2:29 | [CMD] buyukustadbitti(11) => /basarimlar
1:2:55 | buyukustadbitti(11): þu hýz teknesini nereden alýcam ya
1:3:20 | [CMD] huso608(12) => /pm 11 gýzlý var sf de pizzacýný orada
1:3:42 | [CMD] buyukustadbitti(11) => /pm 12 bakayým
1:4:7 | [CMD] huso608(12) => /pm 11 denize dogru orada deniz altý var onun solunda
1:4:41 | [CMD] huso608(12) => /vipneon
1:4:43 | [KAMYONCU] huso608, Diver Island Farm'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 559113$, 1 Skor ve 5 EXP Sure: 633 Saniye
1:4:48 | [CMD] huso608(12) => /vipneon
1:4:49 | [CMD] buyukustadbitti(11) => /meslek
1:4:55 | [CMD] huso608(12) => /work
1:4:56 | buyukustadbitti(11) Gemici olarak spawn oldu.
1:5:2 | [CMD] buyukustadbitti(11) => /rescue
1:5:9 | [CMD] huso608(12) => /asiriyuk
1:5:37 | [CMD] buyukustadbitti(11) => /pm 12 bulamadým
1:6:2 | [CMD] huso608(12) => /pm 11 sf de pizzacýyý buldunmu denizine dogru yuru onune cýkýcak
1:7:4 | [CMD] buyukustadbitti(11) => /pm 12 pizzacýyý bulamadým haritada yok
1:7:14 | [CMD] buyukustadbitti(11) => /araba
1:7:21 | [CMD] huso608(12) => /pm 11 geliyorum
1:7:25 | [CMD] buyukustadbitti(11) => /araba
1:7:41 | [CMD] buyukustadbitti(11) => /araba
1:8:11 | [CMD] buyukustadbitti(11) => /basarimlar
1:8:31 | [CMD] buyukustadbitti(11) => /araba
1:9:16 | [CMD] huso608(12) => /get 11
1:9:25 | [CMD] huso608(12) => /cantazele
1:9:26 | [CMD] huso608(12) => /atamir
1:9:27 | [CMD] huso608(12) => /fuel
1:10:10 | Madness(7) oyuna girdi [IP: 95.10.178.91]
1:10:19 | 
1:10:22 | {FFCC00}Madness(7) {FFFFFF}Kamyoncu olarak spawn oldu.
1:10:24 | [CMD] Madness(7) => /sa
1:10:27 | [CMD] huso608(12) => /as
1:10:36 | [CMD] DarkFlow(6) => /as
1:10:48 | Madness(7): azýcýk arka sokaklar izledim geldim
1:10:54 | DarkFlow(6): ping yakýo gene
1:11:4 | DarkFlow(6): :D
1:11:6 | Madness(7): matematýk calýsýyom ondan
1:11:46 | [LOCAL]huso608(12): burada
1:11:46 | [CMD] huso608(12) => /l burada
1:11:58 | Madness(7): hadi grþ
1:12:7 | Madness(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:12:7 | DarkFlow(6): ßß
1:12:21 | [KAMYONCU] DarkFlow, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 169754$, 1 Skor ve 5 EXP Sure: 570 Saniye
1:12:27 | [CMD] DarkFlow(6) => /sirket
1:12:28 | [CMD] buyukustadbitti(11) => /work
1:12:41 | [CMD] DarkFlow(6) => /tamir
1:12:54 | [CMD] buyukustadbitti(11) => /pm12 oo eyw adamsýn
1:13:1 | [CMD] buyukustadbitti(11) => /pm 12 oo eyw adamsýn
1:13:1 | [CMD] DarkFlow(6) => /pm 12 gel konvoy yapalým 
1:13:10 | [CMD] sezzer(10) => /geldim
1:13:26 | [CMD] huso608(12) => /pm 11 rica ederim
1:13:32 | [CMD] huso608(12) => /pm 6 harboura geliyorum
1:13:43 | [CMD] DarkFlow(6) => /pm 12 docka gel
1:14:3 | [CMD] huso608(12) => /pm 6 sen gec baskan gorevi býrakýp geliyorum
1:14:12 | [CMD] DarkFlow(6) => /pm 12 tmm
1:14:18 | [CMD] sezzer(10) => /gobus
1:14:30 | [CMD] sezzer(10) => /icerigir
1:14:34 | [CMD] sezzer(10) => /isyerimenu
1:14:35 | [CMD] sezzer(10) => /isyerimenu
1:14:39 | [CMD] DarkFlow(6) => /pm 12 longwaya yuku býraktým
1:14:41 | [CMD] sezzer(10) => /icerigir
1:14:42 | [CMD] sezzer(10) => /isyerimenu
1:14:44 | [CMD] sezzer(10) => /isyerimenu
1:14:52 | [CMD] huso608(12) => /pm 6 tmm
1:14:53 | [CMD] sezzer(10) => /icerigir
1:14:54 | [CMD] sezzer(10) => /isyerimenu
1:14:55 | [CMD] sezzer(10) => /isyerimenu
1:15:20 | [CMD] sezzer(10) => /icerigir
1:15:44 | [CMD] sezzer(10) => /isyerimenu
1:15:52 | [CMD] sezzer(10) => /icerigir
1:16:4 | Jose(7) oyuna girdi [IP: 177.246.169.217]
1:16:10 | Emre(8) oyuna girdi [IP: 78.172.151.81]
1:16:14 | Jose(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
1:16:16 | [CMD] sezzer(10) => /isyerimenu
1:16:46 | Emre(8) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
1:17:6 | [CMD] DarkFlow(6) => /motor
1:17:53 | [CMD] sezzer(10) => /rescue
1:18:4 | [CMD] DarkFlow(6) => /ogorev 12
1:18:34 | [CMD] huso608(12) => /cevir
1:18:36 | [CMD] huso608(12) => /atamir
1:18:52 | [CMD] huso608(12) => /cantazele
1:19:43 | [CMD] buyukustadbitti(11) => /tamit
1:19:48 | [CMD] buyukustadbitti(11) => /tamir
1:19:56 | [CMD] sezzer(10) => /work
1:20:17 | sezzer(10): lv de yoldaki dorselerden birini aldým görev yapýyom ahsgdkgasdhg
1:20:26 | sezzer(10): dekor mekor ama çalýþýyo
1:20:40 | [KAMYONCU] huso608, Longway Warehouse'den Harbour Island Warehouse'e Elektronik Esyalar tasidi. Kazanc: 539817$, 1 Skor ve 5 EXP Sure: 721 Saniye
1:20:44 | [CMD] huso608(12) => /spec 10
1:21:6 | [CMD] huso608(12) => /specoff
