0:0:5 | [CMD] Freezer3543(6) => /tamir
1:2:51 | [CMD] tavsanpaladin55(9) => /as
1:2:55 | [CMD] tavsanpaladin55(9) => /rescue
1:2:57 | [CMD] sezzer(0) => /as
1:2:58 | [CMD] Lucifer(8) => /as
1:3:5 | [CMD] psychosociaL_(10) => /work
1:3:6 | [CMD] Jodor(6) => /as
1:3:10 | [CMD] Lucifer(8) => /asiriyuk
1:3:13 | [CMD] huso608(7) => /a aynen de para kazandýgýmýn hakkýný vermek isterim oturmak bize gelmiyor
1:3:24 | [CMD] psychosociaL_(10) => /icergitr
1:3:26 | [CMD] psychosociaL_(10) => /icerigir
1:3:29 | huso608(7): @10 kurallar ý oku sonra kabul et
1:3:31 | [CMD] psychosociaL_(10) => /isyerimenu
1:3:39 | [CMD] huso608(7) => /kurallar
1:3:39 | [CMD] tavsanpaladin55(9) => /convoy
1:3:41 | Jodor(6): sezzer convoy açacam convoya gelin
1:3:43 | huso608(7):   /kurallar
1:3:43 | [CMD] psychosociaL_(10) => /kurallar
1:3:45 | sezzer(0): knk sen yoktun 2 defa onurlandým :D
1:3:48 | Jodor(6): docksdayým
1:3:51 | [CMD] huso608(7) => /specoff
1:3:52 | huso608(7) Oduncu olarak spawn oldu.
1:3:54 | sezzer(0): geziyom knk ya sýktý konvoy
1:3:55 | [CMD] huso608(7) => /sac
1:3:56 | tavsanpaladin55(9): heelaal
1:4:1 | [CMD] huso608(7) => /work
1:4:1 | psychosociaL_(10): ++
1:4:2 | Jodor(6): okw
1:4:15 | [CMD] Lucifer(8) => /a oda dogru da bu devýrde ýyý de calýssan hakkýný vermýyorlar karsýlýgý yok
1:4:19 | [CMD] tavsanpaladin55(9) => /meslek
1:4:22 | huso608(7): @10 /yardim a bakarak meslekler hakkýnda bilgiler alabilirsin
1:4:27 | [CMD] psychosociaL_(10) => /yardim
1:4:38 | tavsanpaladin55(9) Itfaiyeci olarak spawn oldu.
1:4:47 | psychosociaL_(10): teþekkürler.
1:4:52 | huso608(7): Rica Ederiz
1:5:0 | [KAMYONCU] Jodor, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 539817$, 1 Skor ve 5 EXP Sure: 528 Saniye
1:5:0 | [CMD] tavsanpaladin55(9) => /rescue
1:5:5 | [CMD] Jodor(6) => /sirket 
1:5:9 | [CMD] huso608(7) => /a biz zorlugu gordugumuz icin bunlar hep sebebi
1:5:12 | [CMD] Jodor(6) => /work
1:5:12 | [CMD] psychosociaL_(10) => /kemer
1:5:21 | sezzer(0): olm motoru buraya mý park etsem
1:5:23 | [CMD] psychosociaL_(10) => /work
1:5:28 | sezzer(0): gizli kasa zannedip uðraþsýnlar :D
1:5:36 | [CMD] huso608(7) => /a dostlarým hep iyi yasayalým dedi para yetmedi borc ustune borc + banka kartlarý
1:5:42 | [CMD] huso608(7) => /a bitirdiler kendilerini
1:5:52 | [CMD] huso608(7) => /a iyilik yaptým kredi cektim
1:6:7 | [CMD] huso608(7) => /a odedim neyse bu sefer daha fazlasýna acýldýlar
1:6:9 | [CMD] huso608(7) => /work
1:6:10 | [CMD] sezzer(0) => /araba
1:6:22 | [CMD] sezzer(0) => /araba
1:6:23 | [CMD] Lucifer(8) => /a zorluk degýlde sen ýyý yapsanda senýnle ayný ýsý yapan yapmýyor ama ayný parayý alýyorsun
1:6:29 | sezzer(0): araç res
1:6:29 | [CMD] huso608(7) => /a tefecilerle tanýstým bunlarýn yuzunden meblag buyuk olunca
1:6:47 | [CMD] Lucifer(8) => /a ama býr yerde de sen alýstýrmýssýn oonlarý
1:6:56 | sezzer(0): huu huuu
1:6:59 | sezzer(0): adminleeer
1:7:10 | [CMD] huso608(7) => /a sagolsun tefeci arkadaslarýmda yrdým ettiler + faizsiz verdiler
1:7:11 | [CMD] Lucifer(8) => /asay Araç Res Geliyor !! 
1:7:12 | [CMD] Lucifer(8) => /asay Araç Res Geliyor !! 
1:7:12 | [CMD] Lucifer(8) => /asay Araç Res Geliyor !! 
1:7:17 | [CMD] Lucifer(8) => /respawncars
1:7:21 | [CMD] huso608(7) => /a bu yuzden basým beladan kurtulmadý
1:7:33 | [CMD] huso608(7) => /a her odemediklerinde beni buldular
1:7:44 | [CMD] huso608(7) => /a beni bu yuzden daga kacýrdýlar
1:7:48 | [CMD] Lucifer(8) => /a valla býr ýnsan tefecýye bulastýysa sonu hayýr degýldýr 
1:7:51 | sezzer(0): asdasd
1:7:52 | tavsanpaladin55(9): slm
1:7:53 | tavsanpaladin55(9): qwewqeqw
1:7:56 | sezzer(0): as asdhajsd
1:8:3 | [CMD] huso608(7) => /a tek ki onlara zarar gelmesin diye hepsinin yuvasý ve cocuklarý var
1:8:5 | sezzer(0): vaay motor almýþýn
1:8:5 | [CMD] huso608(7) => /work
1:8:13 | tavsanpaladin55(9): :(
1:8:19 | sezzer(0): noldu la
1:8:21 | tavsanpaladin55(9): Jodorun
1:8:22 | [CMD] huso608(7) => /a benim bi anam+babam+ bi de yukarýdaki 
1:8:24 | tavsanpaladin55(9): knk
1:8:27 | sezzer(0): :(
1:8:31 | tavsanpaladin55(9): dýrýrýý
1:8:31 | [CMD] huso608(7) => /a bu yuzden kabul ettik
1:8:35 | [CMD] psychosociaL_(10) => /gise
1:8:38 | sezzer(0): hiç motora binen motor görmemiþtim dur ss alam
1:8:42 | [CMD] Jodor(6) => /asiriyuk
1:8:55 | [CMD] Lucifer(8) => /a kolay degýl valla 
1:8:56 | Jodor(6): ne oldu
1:8:57 | [CMD] huso608(7) => /a benim asýl meslegim yarýscýydým otomobil yarýslarý
1:8:58 | sezzer(0): çok iyi yeeeað
1:9:0 | Jodor(6): ha motor
1:9:16 | Jodor(6): ben de star wars mobil modu yüklü :)
1:9:17 | [CMD] huso608(7) => /a drag uzerinden calýstým sonrasý drift ve kontrol yonetimi
1:9:25 | [CMD] huso608(7) => /a 15 yasýnda bulastým
1:9:26 | [CMD] tavsanpaladin55(9) => /31
1:9:27 | [CMD] tavsanpaladin55(9) => /31
1:9:41 | [SirketCHT] Jodor(6): ! heli lazým olursa söyle açayým
1:9:45 | [CMD] huso608(7) => /a cok kazandým buradan dostlarým iste
1:9:48 | [CMD] Lucifer(8) => /a suan ne kadar var peký kalan
1:9:54 | [CMD] huso608(7) => /work
1:10:0 | [SirketCHT] tavsanpaladin55(9): ! Þuan lazým deðil ya saðolasýn
1:10:7 | [SirketCHT] Jodor(6): ! ok
1:10:7 | [CMD] huso608(7) => /a cok sukur gecen sene yazýn ortasý temmuzda bitti
1:10:13 | [CMD] huso608(7) => /a ama bende bittim
1:10:13 | [LOCAL]tavsanpaladin55(9): peki sen burda ne yapýyon
1:10:13 | [CMD] tavsanpaladin55(9) => /l peki sen burda ne yapýyon
1:10:16 | [LOCAL]tavsanpaladin55(9): amk issizi
1:10:16 | [CMD] tavsanpaladin55(9) => /l amk issizi
1:10:22 | [LOCAL]tavsanpaladin55(9): peki sen burda ne yapýyon
1:10:22 | [CMD] tavsanpaladin55(9) => /l peki sen burda ne yapýyon
1:10:24 | [LOCAL]tavsanpaladin55(9): amk issizi
1:10:24 | [CMD] tavsanpaladin55(9) => /l amk issizi
1:10:24 | [CMD] huso608(7) => /a pc ile aram yoktu sadece telefon uzerine
1:10:24 | [CMD] Lucifer(8) => /a 600 býn býttý
1:10:32 | [LOCAL]sezzer(0): ne bilim knk sýkýntý bastý
1:10:32 | [CMD] sezzer(0) => /l ne bilim knk sýkýntý bastý
1:10:33 | [CMD] huso608(7) => /a 650 bin
1:10:36 | [LOCAL]sezzer(0): geldim öyle
1:10:36 | [CMD] sezzer(0) => /l geldim öyle
1:10:37 | [KAMYONCU] Lucifer, Lucifer Esya Deposu'den Harbour Island Warehouse'e Elektronik Esyalar tasidi. Kazanc: 63683$, 1 Skor ve 5 EXP Sure: 341 Saniye
1:10:41 | [LOCAL]tavsanpaladin55(9): Bendede var o knk ya
1:10:41 | [CMD] tavsanpaladin55(9) => /l Bendede var o knk ya
1:10:46 | Jodor(6): :D
1:10:46 | [LOCAL]tavsanpaladin55(9): iþyerlerý canýmý sýktý
1:10:46 | [CMD] tavsanpaladin55(9) => /l iþyerlerý canýmý sýktý
1:10:48 | [LOCAL]tavsanpaladin55(9): zati
1:10:48 | [CMD] tavsanpaladin55(9) => /l zati
1:10:54 | [LOCAL]sezzer(0): senin ben derdini sikem
1:10:54 | [CMD] sezzer(0) => /l senin ben derdini sikem
1:10:55 | [LOCAL]tavsanpaladin55(9): olum benim kafam ne kadar büyük
1:10:55 | [CMD] tavsanpaladin55(9) => /l olum benim kafam ne kadar büyük
1:11:0 | [CMD] Lucifer(8) => /a valla cýft ýste olsa zor býraz arada farklý ýsler olsa gerek
1:11:3 | Jodor(6): kendi mekanýna çalýþmýþsýn lucifer :)
1:11:14 | [LOCAL]tavsanpaladin55(9): yeni bi gezegen keþfettim
1:11:14 | [CMD] tavsanpaladin55(9) => /l yeni bi gezegen keþfettim
1:11:17 | [LOCAL]tavsanpaladin55(9): galiba buney
1:11:17 | [CMD] tavsanpaladin55(9) => /l galiba buney
1:11:17 | [CMD] Lucifer(8) => /work
1:11:19 | [LOCAL]sezzer(0): oo
1:11:19 | [CMD] sezzer(0) => /l oo
1:11:19 | [LOCAL]tavsanpaladin55(9): aliminyum
1:11:19 | [CMD] tavsanpaladin55(9) => /l aliminyum
1:11:24 | [CMD] huso608(7) => /a baskan valla allah kimseye gostermesin zorlugu oyle ogreniyorsun
1:11:27 | [LOCAL]tavsanpaladin55(9): bak halkasýda var
1:11:27 | [CMD] tavsanpaladin55(9) => /l bak halkasýda var
1:11:29 | [LOCAL]sezzer(0): adý ne knk :D
1:11:29 | [CMD] sezzer(0) => /l adý ne knk :D
1:11:40 | Lucifer(8): sýrketten bos gýtmýyorum horbour a :d
1:11:41 | [LOCAL]tavsanpaladin55(9): suri-784x
1:11:41 | [CMD] tavsanpaladin55(9) => /l suri-784x
1:11:44 | [LOCAL]tavsanpaladin55(9): :QWEW:QEWQ:
1:11:44 | [CMD] tavsanpaladin55(9) => /l :QWEW:QEWQ:
1:11:44 | [CMD] huso608(7) => /a musait olursan faceye bakarsan huseyin cumart yaz gorursun saclarýmý
1:11:46 | sezzer(0): asdahgsdasd
1:11:46 | [CMD] huso608(7) => /work
1:11:49 | tavsanpaladin55(9): a:SDADASadasD:A
1:11:52 | [CMD] huso608(7) => /a onleri hep dagýttým
1:11:56 | sezzer(0): surinüs :D
1:12:1 | Jodor(6): mantýklý
1:12:6 | tavsanpaladin55(9): qwewqewqe
1:12:7 | Jodor(6): ben de verdant alýp gidiyorum :)
1:12:23 | [CMD] tavsanpaladin55(9) => /hayatziplamasi
1:12:26 | [CMD] tavsanpaladin55(9) => /animkapat
1:12:33 | [CMD] Lucifer(8) => /a rabbým kýmseye yasatmasýn en ýyýsýný býlýrým son 1 senede 
1:12:43 | sezzer(0): kaybolduk
1:12:45 | [CMD] Lucifer(8) => /work
1:12:45 | tavsanpaladin55(9): labirent gibi
1:12:52 | [CMD] huso608(7) => /a sende aile ile ilgili problemlerin varmýs galiba
1:12:53 | tavsanpaladin55(9): gel ýþýða
1:13:2 | sezzer(0): asdads
1:13:4 | [CMD] huso608(7) => /a biraz konusmustuk galiba oyle hatýrlýyorum
1:13:6 | sezzer(0): aösjdajksdh
1:13:6 | tavsanpaladin55(9): ln
1:13:8 | tavsanpaladin55(9): nasýl cýkdýn
1:13:10 | [CMD] Lucifer(8) => /a aynn
1:13:15 | sezzer(0): koþ
1:13:17 | sezzer(0): ilerden
1:13:23 | [CMD] Lucifer(8) => /a cýddý saglýk sýkýntýlarý yasadýk
1:13:24 | sezzer(0): asdasdasd
1:13:24 | [CMD] Jodor(6) => /saat 6
1:13:24 | tavsanpaladin55(9): biliyodum ki zaten
1:13:27 | tavsanpaladin55(9): lan :D
1:13:28 | sezzer(0): jhasdhgfasd
1:13:45 | [CMD] Lucifer(8) => /a suan allaha sukur ýyýyýz rabbým aratmasýn suan ký halýmýzý
1:13:45 | [CMD] huso608(7) => /a su an bendede var yani annede seker var gozler sýkýntýlý gorme olayý dusuk
1:13:48 | [CMD] huso608(7) => /work
1:13:49 | tavsanpaladin55(9): hobaa
1:13:51 | sezzer(0): haydaa
1:13:57 | sezzer(0): çýkýþ nerde olm
1:14:7 | [CMD] huso608(7) => /a ayda 1 veya 2 defa hastaneye gidiyoz
1:14:16 | tavsanpaladin55(9): tarayýcý
1:14:17 | sezzer(0): güzel saat knk
1:14:17 | [CMD] Lucifer(8) => /a seker de kotu
1:14:18 | [CMD] huso608(7) => /a namussuz seker iste affetmiyor
1:14:19 | tavsanpaladin55(9): tam ortada deðil bak knk
1:14:22 | sezzer(0): eve ascan bunu
1:14:29 | tavsanpaladin55(9): zaman hýzlý geçer
1:14:32 | tavsanpaladin55(9): nasýl espiri
1:14:36 | [CMD] Lucifer(8) => /a yedýgý her seye dkkt etmesý gerekýyor
1:14:39 | tavsanpaladin55(9): qwewq:EWQE
1:14:43 | sezzer(0): kafana sýkmamak için zor tuttum kendini
1:14:45 | sezzer(0): kendimi
1:15:16 | [CMD] tavsanpaladin55(9) => /hayatziplamasi
1:15:19 | [CMD] huso608(7) => /a anlatamýyorsun alýnýyorlar cocuk gibiler baskan
1:15:21 | [CMD] tavsanpaladin55(9) => /animkapat
1:15:30 | [CMD] huso608(7) => /a birazda bizden de kaynaklý
1:15:35 | [CMD] huso608(7) => /work
1:15:47 | [CMD] huso608(7) => /a dedim ya bu olaylarý da onlar da etkinlendiler
1:15:47 | tavsanpaladin55(9): çinden getirtdim
1:15:54 | [CMD] Lucifer(8) => /a anlamak degýlde eskýyý anýyorlar
1:15:54 | [LOCAL]tavsanpaladin55(9): ucu
1:15:54 | [CMD] tavsanpaladin55(9) => /l ucu
1:15:58 | [LOCAL]tavsanpaladin55(9): tam sana layýk
1:15:58 | [CMD] tavsanpaladin55(9) => /l tam sana layýk
1:16:5 | [LOCAL]tavsanpaladin55(9): nasýl beðendinmi
1:16:5 | [CMD] tavsanpaladin55(9) => /l nasýl beðendinmi
1:16:5 | sezzer(0): dur ucuna saksafon
1:16:10 | [CMD] Lucifer(8) => /a ben eskýden nasýldým sýmdý ne haldeyým
1:16:25 | sezzer(0): lan
1:16:26 | [CMD] huso608(7) => /a hýmm tabi bakýs acýsýda onemli
1:16:44 | [CMD] Lucifer(8) => /a hayat herkes farklý býr seyle sýnanýyor
1:16:44 | [CMD] tavsanpaladin55(9) => /silahcek
1:16:45 | [CMD] tavsanpaladin55(9) => /silahcek
1:16:48 | [CMD] tavsanpaladin55(9) => /animkapat
1:16:51 | [CMD] tavsanpaladin55(9) => /otur
1:16:52 | [CMD] tavsanpaladin55(9) => /otur
1:17:3 | sezzer(0): knk gel gel biþi buldum :D
1:17:7 | [CMD] Lucifer(8) => /a halýmýze sukredýcez elýmýzden gelen bu
1:17:8 | [CMD] tavsanpaladin55(9) => /animkapat
1:17:21 | tavsanpaladin55(9): ben kayboldum
1:17:24 | [CMD] Jodor(6) => /vtamir
1:17:28 | [CMD] Jodor(6) => /vbenzin
1:17:36 | [CMD] huso608(7) => /a aynen sonucta hepimiz ayný yola gidiyoruz hayata 1- 0 onde baslamaktan baska bisey gelmez
1:17:41 | [CMD] huso608(7) => /a gelmez
1:17:44 | [CMD] huso608(7) => /work
1:17:58 | sezzer(0): kutsal hareket
1:18:2 | sezzer(0): asdasd
1:18:23 | sezzer(0): askhdajshd
1:18:29 | sezzer(0): olm paraþüt olmasa
1:18:30 | tavsanpaladin55(9): Paraþüt sesimiydi o
1:18:41 | [CMD] Lucifer(8) => /sac
1:18:45 | [CMD] huso608(7) => /spec 0
1:18:58 | [CMD] huso608(7) => /cantazele
1:19:0 | tavsanpaladin55(9) Itfaiyeci olarak spawn oldu.
1:19:4 | [CMD] tavsanpaladin55(9) => /rescue
1:19:5 | [KAMYONCU] Jodor, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 844056$, 1 Skor ve 5 EXP Sure: 481 Saniye
1:19:8 | Jodor(6): sezzer görevini yap :)
1:19:11 | sezzer(0): eee buraya çýkýþ koymamýþlar
1:19:12 | [CMD] Jodor(6) => /work
1:19:20 | sezzer(0): ya boþver knk ne görevi
1:19:23 | sezzer(0): takýl iþte
1:19:26 | Jodor(6): lv doðru geliyorum
1:19:30 | [CMD] Jodor(6) => /asiriyuk
1:19:34 | sezzer(0): rescue mi çekcen
1:19:37 | Jodor(6): görev aldým lvde kesersin
1:19:39 | [CMD] huso608(7) => /specoff
1:19:39 | huso608(7) Oduncu olarak spawn oldu.
1:19:42 | Jodor(6): hayýr çýkacam
1:19:43 | [CMD] huso608(7) => /work
1:19:44 | [CMD] tavsanpaladin55(9) => /ogorev 6
1:19:45 | sezzer(0): kesmesem knk ?
1:19:48 | [CMD] huso608(7) => /sac
1:20:0 | tavsanpaladin55(9): adam boþa gitmesin diye diyor knk
1:20:5 | tavsanpaladin55(9): istemiyorsan komut yazar
1:20:6 | Jodor(6): kes iþte
1:20:16 | Jodor(6): girdiðim zaman biri polis olur rescue yapamam :)
1:20:18 | sezzer(0): taam madem geliyom
1:20:22 | [CMD] sezzer(0) => /rescue
1:20:24 | Jodor(6): lv ýþýnlan sadece
1:20:29 | Jodor(6): harbourdan geliyorum
1:20:32 | sezzer(0): tmm 
1:20:34 | [CMD] sezzer(0) => /araba
1:20:42 | [CMD] sezzer(0) => /modifiye
1:20:51 | [CMD] huso608(7) => /a okul bitti galiba sende
1:21:12 | [CMD] Lucifer(8) => /a okulu býrakmak zorunda kaldým aýlevý nednlerden
1:21:22 | [CMD] huso608(7) => /a hýmm dýsarý olayý
1:21:30 | [CMD] huso608(7) => /work
1:21:33 | [CMD] Lucifer(8) => /a aynn
1:21:48 | Jodor(6): tenks
1:21:49 | sezzer(0): devaaðmeet
1:21:50 | [CMD] huso608(7) => /a hayýrlýsý baba allah hayrýný gosterir
1:22:2 | [CMD] Lucifer(8) => /a nasýp degýlmýs hayrýlýsý 
1:22:16 | [CMD] Lucifer(8) => /a cumlemýze ýnsallah
1:22:33 | [CMD] huso608(7) => /a zaman cok hayýrlý her zaman olur sen ben saglýgýmýzý koruyalým yeter
1:22:40 | [CMD] sezzer(0) => /rescue
1:22:47 | [CMD] sezzer(0) => /araba
1:22:53 | tavsanpaladin55(9): 2 dir geliyorum
1:22:55 | tavsanpaladin55(9): tp atýyorsun
1:22:56 | [CMD] tavsanpaladin55(9) => /tamir
1:23:5 | sezzer(0): knk þu yeni olana kesiyimde meslek deðiþcem
1:23:8 | [CMD] Lucifer(8) => /a saglýk olduktan sonra gerýsý gelýr o konuda haklýsýn yeter ký saglýk olsun
1:23:21 | [CMD] huso608(7) => /work
1:23:53 | [CMD] huso608(7) => /a bizim rolepilavcý geliyormu cakir olan
1:24:4 | [KAMYONCU] Jodor, Harbour Island Warehouse'den Chuckup LTD'e Degerli Esyalar tasidi. Kazanc: 187131$, 1 Skor ve 5 EXP Sure: 208 Saniye
1:24:21 | [CMD] Lucifer(8) => /a o kým ?
1:24:23 | [CMD] Jodor(6) => /rescue
1:24:31 | [CMD] sezzer(0) => /meslek
1:24:33 | sezzer(0) Itfaiyeci olarak spawn oldu.
1:24:42 | [CMD] sezzer(0) => /araba
1:24:47 | [CMD] huso608(7) => /a gecen espri yapacakti ya asfalttan aldým ya ts de kayýt yapýn diyen 
1:24:47 | [SirketCHT] Jodor(6): ! paladin þirket aracý al. ben çýkacam :)
1:24:51 | [SirketCHT] Jodor(6): ! inf. kaybolur
1:24:54 | [CMD] huso608(7) => /a sw si varmýs ya
1:24:57 | [SirketCHT] tavsanpaladin55(9): ! iyi dedin :D
1:25:1 | [CMD] Lucifer(8) => /a hee
1:25:2 | [SirketCHT] Jodor(6): ! bullet hýzlýdýr
1:25:11 | [CMD] huso608(7) => /work
1:25:11 | [CMD] Lucifer(8) => /a valla ondan sonra gormedým adamý
1:25:19 | [SirketCHT] tavsanpaladin55(9): ! tamam 
1:25:27 | [CMD] tavsanpaladin55(9) => /araba
1:25:39 | [CMD] tavsanpaladin55(9) => /modifiye
1:25:44 | [CMD] Lucifer(8) => /a aradýgýný bulamamýstýr ký gelmedý daha
1:25:45 | [CMD] huso608(7) => /a espri yapýyormus sozde beni tanýmadan rol yapabilirmi
1:25:49 | [CMD] Jodor(6) => /sirket
1:26:4 | [CMD] Lucifer(8) => /a eskýlerden býrýdýr bnce
1:26:6 | [CMD] huso608(7) => /a benden hýzlýsý mezarda sonucta
1:26:19 | [CMD] tavsanpaladin55(9) => /t loðloðloðloðloðloðloðloðloðloðloð
1:26:31 | [CMD] sezzer(0) => /t ne diyon mk
1:26:36 | [CMD] tavsanpaladin55(9) => /t dilliyorum
1:26:43 | [CMD] tavsanpaladin55(9) => /dus
1:26:45 | [CMD] Jodor(6) => /uzan
1:26:48 | sezzer(0): qwqeqwe
1:26:49 | [CMD] Jodor(6) => /otur
1:26:57 | [CMD] Jodor(6) => /animkapat
1:26:58 | [CMD] huso608(7) => /work
1:27:3 | tavsanpaladin55(9): ln
1:27:10 | sezzer(0): bug geng yu noð se
1:27:14 | tavsanpaladin55(9): ASD:SAD:SAD:A:Ad
1:27:17 | [CMD] tavsanpaladin55(9) => /araba
1:27:21 | sezzer(0): asjdghhagsd
1:27:23 | [KAMYONCU] Lucifer, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 169754$, 1 Skor ve 5 EXP Sure: 642 Saniye
1:27:28 | Jodor(6): herkese iyi geceler iyi eðlenceler 
1:27:29 | [CMD] tavsanpaladin55(9) => /araba
1:27:29 | Jodor(6): herkese iyi geceler iyi eðlenceler 
1:27:31 | sezzer(0): bb
1:27:33 | huso608(7): sagolasýn
1:27:34 | tavsanpaladin55(9): saðol sanada
1:27:36 | Jodor(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:27:39 | [CMD] tavsanpaladin55(9) => /araba
1:27:46 | [CMD] tavsanpaladin55(9) => /araba
1:27:48 | sezzer(0): asdasd
1:27:50 | [CMD] tavsanpaladin55(9) => /araba
1:27:53 | tavsanpaladin55(9): qwewq
1:27:57 | [CMD] psychosociaL_(10) => /spe
1:27:59 | [CMD] psychosociaL_(10) => /spec
1:28:0 | tavsanpaladin55(9): ya
1:28:2 | tavsanpaladin55(9): hööck
1:28:13 | [CMD] huso608(7) => /spec 10
1:28:17 | sezzer(0): olm removed player 9 due error dedi
1:28:22 | [CMD] Lucifer(8) => /gobus
1:28:22 | sezzer(0): sen yoksun þuan :D
1:28:23 | [KAMYONCU] psychosociaL_, Konya Organize Sanayii 1'den Avery Construction'e Pano tasidi. Kazanc: 30714$, 1 Skor ve 5 EXP Sure: 332 Saniye
1:28:30 | [CMD] Lucifer(8) => /gobus
1:28:31 | [CMD] huso608(7) => /specoff
1:28:31 | huso608(7) Oduncu olarak spawn oldu.
1:28:35 | [CMD] huso608(7) => /sac
1:28:37 | tavsanpaladin55(9): ben zaten yokum knk
1:28:40 | tavsanpaladin55(9): sen sizofrenisin
1:28:45 | [CMD] huso608(7) => /work
1:28:46 | [CMD] psychosociaL_(10) => /work
1:28:48 | [CMD] tavsanpaladin55(9) => /araba
1:28:56 | sezzer(0): sensin þizofren ejderhama baðýrma
1:29:4 | [CMD] psychosociaL_(10) => /yardim
1:29:13 | (BANKA) Lucifer(8) 2235 nolu banka hesabindan 40000000$ cekti.
1:29:24 | sezzer(0): olm harbi görünmüyon
1:29:33 | [CMD] Lucifer(8) => /isyeriolustur
1:29:39 | [CMD] huso608(7) => /asay2 Kaderimin Oyunu 
1:29:43 | [CMD] psychosociaL_(10) => /kar
1:29:44 | tavsanpaladin55(9): bi oyundan silinmediðimiz kalmýþdý :D
1:29:46 | [CMD] Lucifer(8) => /mulksil
1:29:53 | sezzer(0): huso
1:29:54 | [CMD] psychosociaL_(10) => /kar
1:29:55 | [CMD] Lucifer(8) => /buybus
1:29:56 | huso608(7): buyur
1:30:1 | [CMD] psychosociaL_(10) => /kill
1:30:4 | sezzer(0): bu durumla ilgili ne yapmamý önerirsin
1:30:5 | [CMD] psychosociaL_(10) => /meslek
1:30:10 | tavsanpaladin55(9): relog at
1:30:13 | huso608(7): ne gibi
1:30:17 | tavsanpaladin55(9): klasik cevap
1:30:18 | {FFCC00}psychosociaL_(10) Otobus Soforu olarak spawn oldu.
1:30:23 | sezzer(0): ne mi gibi
1:30:26 | [CMD] psychosociaL_(10) => /meslek
1:30:35 | huso608(7): problemini acýklarsan yardýmcý oluruz
1:30:40 | [CMD] huso608(7) => /rescue
1:30:46 | [CMD] huso608(7) => /odunsat
1:30:46 | sezzer(0): tavþanpaladin görünmüyo error verdi
1:30:52 | [CMD] psychosociaL_(10) => /kemer
1:30:56 | [CMD] psychosociaL_(10) => /yardim
1:30:57 | sezzer(0): removed player cart curt biþiler dedi
1:31:1 | huso608(7): bi tek tavsan ile ilgili problemin mi var
1:31:2 | sezzer(0): noluyo lan
1:31:6 | sezzer(0): evet
1:31:12 | [CMD] huso608(7) => /work
1:31:12 | tavsanpaladin55(9): ne oldu knk
1:31:15 | [CMD] huso608(7) => /work
1:31:19 | [CMD] Lucifer(8) => /goto 0
1:31:21 | huso608(7): mod kullanýyormusun
1:31:31 | sezzer(0): ivit
1:31:32 | huso608(7): cleo gibi
1:31:35 | [CMD] psychosociaL_(10) => /work
1:31:35 | [CMD] tavsanpaladin55(9) => /araba
1:31:37 | sezzer(0): tabikisi
1:31:56 | Lucifer(8): gormuyor musun adamý sezer
1:32:6 | sezzer(0): hayýr bende görünmüyo 
1:32:10 | Lucifer(8): bený
1:32:11 | huso608(7): bazen sorunlar olabiliyor genellikle modlarý tekrardan silip yuklendigi zaman duzelme olayý yasanýyor
1:32:12 | tavsanpaladin55(9): bisikletide mi
1:32:13 | tavsanpaladin55(9): görmüyosun
1:32:16 | sezzer(0): removed player 9 due error dedi
1:32:19 | sezzer(0): kayboldu
1:32:28 | tavsanpaladin55(9): knk bi kerede bende araç öyle olmusdu ya
1:32:32 | Lucifer(8): bený goruyor musun
1:32:37 | sezzer(0): seni görüyorum
1:32:37 | tavsanpaladin55(9): relog at düzelir
1:32:38 | psychosociaL_(10): anticrash varmý sezzer
1:32:50 | sezzer(0): lan ajsdghad
1:32:57 | Lucifer(8): relog at sýkýntý senden kaynaklý
1:32:58 | tavsanpaladin55(9): etki ediyormu
1:33:0 | tavsanpaladin55(9): qwewqe
1:33:4 | sezzer(0): ediyo da
1:33:7 | sezzer(0): cin filmi gibi
1:33:10 | [CMD] Lucifer(8) => /gobus
1:33:15 | huso608(7): @ 10 dedigi gibi sezzer anticrash var mý cleoda
1:33:16 | sezzer(0): biþey çarpýyo ama :D
1:33:21 | [CMD] huso608(7) => /work
1:33:21 | sezzer(0): yok
1:33:25 | tavsanpaladin55(9): Sanal alemden bile soyutlandýk
1:33:28 | tavsanpaladin55(9): bu nasýl bi gün
1:33:33 | [CMD] Lucifer(8) => /a dalgaya alýyor bence
1:33:46 | [CMD] huso608(7) => /a bazen olusabiliyor boyle oldular
1:33:46 | sezzer(0): neden olduðunu biliyorum knk
1:33:58 | [CMD] huso608(7) => /a bende de oldu mod olayý yuzunden
1:34:0 | tavsanpaladin55(9): knk bi relog atsana
1:34:1 | tavsanpaladin55(9): sen
1:34:4 | [CMD] Lucifer(8) => /isyeriolustur
1:34:7 | [CMD] huso608(7) => /a silip yukledigim zaman olgu duzeldi
1:34:9 | tavsanpaladin55(9): bi ara bende removed vehicle
1:34:10 | tavsanpaladin55(9): demisdi
1:34:13 | sezzer(0): kutsal dua etme mekanýmýzda dua etmedik çoktandýr
1:34:16 | [CMD] Lucifer(8) => /buybus
1:34:18 | [CMD] huso608(7) => /a ve ya modu kaldýrmak gerekli
